air_temp,albedo,azimuth,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m,zenith,period_end,period
3,0.16,23,0,-2.2,0,0,0,0,0,69.5,1026.7,4.9,121,2019-04-01T00:15:00+02:00,PT15M
3,0.16,19,0,-2.3,0,0,0,0,0,70.2,1026.7,4.8,122,2019-04-01T00:30:00+02:00,PT15M
2,0.16,14,0,-2.4,0,0,0,0,0,71,1026.8,4.8,123,2019-04-01T00:45:00+02:00,PT15M
2,0.16,10,0,-2.5,0,0,0,0,0,71.7,1026.8,4.8,123,2019-04-01T01:00:00+02:00,PT15M
2,0.16,5,0,-2.6,0,0,0,0,0,72.3,1026.8,4.9,123,2019-04-01T01:15:00+02:00,PT15M
2,0.16,1,0,-2.7,0,0,0,0,0,72.7,1026.8,4.9,124,2019-04-01T01:30:00+02:00,PT15M
2,0.16,-4,0,-2.8,0,0,0,0,0,73,1026.8,5,123,2019-04-01T01:45:00+02:00,PT15M
1,0.16,-8,0,-2.8,0,0,0,0,0,73.4,1026.8,5.1,123,2019-04-01T02:00:00+02:00,PT15M
1,0.16,-13,0,-3,0,0,0,0,0,73.4,1026.8,5.2,123,2019-04-01T02:15:00+02:00,PT15M
1,0.16,-17,0,-3.2,0,0,0,0,0,73.1,1026.8,5.3,122,2019-04-01T02:30:00+02:00,PT15M
1,0.16,-21,0,-3.3,0,0,0,0,0,72.9,1026.8,5.3,121,2019-04-01T02:45:00+02:00,PT15M
1,0.16,-26,0,-3.5,0,0,0,0,0,72.6,1026.8,5.4,121,2019-04-01T03:00:00+02:00,PT15M
1,0.16,-30,0,-3.7,0,0,0,0,0,72.4,1026.7,5.4,119,2019-04-01T03:15:00+02:00,PT15M
1,0.16,-34,0,-3.8,0,0,0,0,0,72.4,1026.7,5.5,118,2019-04-01T03:30:00+02:00,PT15M
0,0.16,-38,0,-4,0,0,0,0,0,72.3,1026.7,5.6,117,2019-04-01T03:45:00+02:00,PT15M
0,0.16,-42,0,-4.1,0,0,0,0,0,72.3,1026.7,5.6,116,2019-04-01T04:00:00+02:00,PT15M
0,0.16,-45,0,-4.3,0,0,0,0,0,72.2,1026.6,5.7,114,2019-04-01T04:15:00+02:00,PT15M
0,0.16,-49,0,-4.4,0,0,0,0,0,71.9,1026.6,5.7,112,2019-04-01T04:30:00+02:00,PT15M
0,0.16,-52,0,-4.5,0,0,0,0,0,71.6,1026.6,5.8,111,2019-04-01T04:45:00+02:00,PT15M
-0,0.16,-56,0,-4.6,0,0,0,0,0,71.3,1026.6,5.9,109,2019-04-01T05:00:00+02:00,PT15M
-0,0.16,-59,0,-4.7,0,0,0,0,0,71.2,1026.6,5.9,107,2019-04-01T05:15:00+02:00,PT15M
-0,0.16,-63,0,-4.8,0,0,0,0,0,71.3,1026.6,6,105,2019-04-01T05:30:00+02:00,PT15M
-0,0.16,-66,0,-4.9,0,0,0,0,0,71.4,1026.6,6,103,2019-04-01T05:45:00+02:00,PT15M
-0,0.16,-69,0,-5,0,0,0,0,0,71.6,1026.6,6.1,101,2019-04-01T06:00:00+02:00,PT15M
-1,0.16,-72,0,-5,0,0,0,0,0,71.7,1026.6,6.1,98,2019-04-01T06:15:00+02:00,PT15M
-1,0.16,-75,0,-5.1,0,0,0,0,0,71.8,1026.6,6.2,96,2019-04-01T06:30:00+02:00,PT15M
-1,0.16,-78,0,-5.1,0,0,0,0,0,71.9,1026.6,6.2,94,2019-04-01T06:45:00+02:00,PT15M
-1,0.16,-81,0,-5.2,0,0,0,0,0,72,1026.6,6.3,92,2019-04-01T07:00:00+02:00,PT15M
-1,0.16,-84,0,-5.2,3,9,4,3,0,71.9,1026.7,6.3,90,2019-04-01T07:15:00+02:00,PT15M
-1,0.16,-87,0,-5.1,17,110,26,19,0,71.5,1026.7,6.3,87,2019-04-01T07:30:00+02:00,PT15M
-0,0.16,-90,0,-5,28,310,57,53,0,71.2,1026.8,6.3,85,2019-04-01T07:45:00+02:00,PT15M
-0,0.16,-93,0,-4.9,38,430,93,98,0,70.8,1026.8,6.3,83,2019-04-01T08:00:00+02:00,PT15M
0,0.16,-96,0,-4.8,46,514,131,148,0,69.5,1026.9,6.2,80,2019-04-01T08:15:00+02:00,PT15M
1,0.16,-99,0,-4.4,52,582,171,202,0,67.3,1026.9,6.1,78,2019-04-01T08:30:00+02:00,PT15M
2,0.16,-102,0,-4.2,58,637,212,258,0,65.3,1027,5.9,76,2019-04-01T08:45:00+02:00,PT15M
2,0.16,-105,0,-3.8,62,682,254,315,0,63.3,1027,5.7,74,2019-04-01T09:00:00+02:00,PT15M
3,0.16,-108,0,-3.6,67,721,295,372,0,61.3,1027,5.6,72,2019-04-01T09:15:00+02:00,PT15M
4,0.16,-112,0,-3.5,70,753,335,429,0,59.3,1027,5.6,69,2019-04-01T09:30:00+02:00,PT15M
4,0.16,-115,0,-3.3,73,781,375,484,0,57.4,1027,5.6,67,2019-04-01T09:45:00+02:00,PT15M
5,0.16,-118,0,-3.2,76,805,413,538,0,55.6,1027,5.6,65,2019-04-01T10:00:00+02:00,PT15M
6,0.16,-122,0,-3.1,79,826,450,590,0,53.9,1026.9,5.6,63,2019-04-01T10:15:00+02:00,PT15M
6,0.16,-126,0,-3.1,81,844,485,640,0,52.4,1026.9,5.7,61,2019-04-01T10:30:00+02:00,PT15M
6,0.16,-129,0,-3.1,83,858,518,686,0,51,1026.9,5.7,60,2019-04-01T10:45:00+02:00,PT15M
7,0.16,-133,0,-3.1,86,869,548,729,0,49.6,1026.9,5.8,58,2019-04-01T11:00:00+02:00,PT15M
7,0.16,-137,0,-3.2,88,880,577,770,0,48.1,1026.8,5.8,56,2019-04-01T11:15:00+02:00,PT15M
7,0.16,-142,0,-3.4,91,889,603,807,0,46.4,1026.6,5.8,55,2019-04-01T11:30:00+02:00,PT15M
8,0.16,-146,0,-3.6,92,899,627,842,0,44.8,1026.5,5.7,53,2019-04-01T11:45:00+02:00,PT15M
8,0.16,-150,0,-3.8,92,910,649,873,0,43.3,1026.3,5.7,52,2019-04-01T12:00:00+02:00,PT15M
8,0.16,-155,0,-4,92,919,668,899,0,42,1026.2,5.7,51,2019-04-01T12:15:00+02:00,PT15M
8,0.16,-160,0,-4.1,91,926,683,921,0,41,1026,5.8,50,2019-04-01T12:30:00+02:00,PT15M
9,0.16,-164,0,-4.2,91,931,695,938,0,40,1025.8,5.9,50,2019-04-01T12:45:00+02:00,PT15M
9,0.16,-169,0,-4.3,92,933,703,950,0,39,1025.6,5.9,49,2019-04-01T13:00:00+02:00,PT15M
9,0.16,-174,0,-4.4,92,935,709,958,0,38.2,1025.4,6,49,2019-04-01T13:15:00+02:00,PT15M
9,0.16,-179,0,-4.4,92,936,711,962,0,37.5,1025.2,6,49,2019-04-01T13:30:00+02:00,PT15M
10,0.16,176,0,-4.5,92,937,710,961,0,36.9,1025,6.1,49,2019-04-01T13:45:00+02:00,PT15M
10,0.16,171,0,-4.5,90,938,707,955,0,36.3,1024.8,6.1,49,2019-04-01T14:00:00+02:00,PT15M
10,0.16,166,0,-4.5,89,938,700,946,0,35.6,1024.6,6.1,49,2019-04-01T14:15:00+02:00,PT15M
10,0.16,161,0,-4.6,88,937,689,931,0,35,1024.4,6.2,50,2019-04-01T14:30:00+02:00,PT15M
10,0.16,156,0,-4.7,87,933,676,912,0,34.3,1024.1,6.3,51,2019-04-01T14:45:00+02:00,PT15M
11,0.16,152,0,-4.8,86,928,660,888,0,33.7,1023.9,6.3,52,2019-04-01T15:00:00+02:00,PT15M
11,0.16,147,0,-4.8,85,922,640,861,0,33.1,1023.6,6.4,53,2019-04-01T15:15:00+02:00,PT15M
11,0.16,143,0,-4.9,84,914,618,829,0,32.7,1023.3,6.5,54,2019-04-01T15:30:00+02:00,PT15M
11,0.16,139,0,-5,83,905,593,793,0,32.2,1023,6.6,56,2019-04-01T15:45:00+02:00,PT15M
11,0.16,135,0,-5.1,81,895,565,754,0,31.8,1022.8,6.7,57,2019-04-01T16:00:00+02:00,PT15M
11,0.16,131,0,-5.1,80,882,535,711,0,31.4,1022.5,6.7,59,2019-04-01T16:15:00+02:00,PT15M
11,0.16,127,0,-5.2,78,868,503,665,0,31.1,1022.3,6.8,61,2019-04-01T16:30:00+02:00,PT15M
11,0.16,123,0,-5.3,76,851,468,616,0,30.8,1022.1,6.8,63,2019-04-01T16:45:00+02:00,PT15M
11,0.16,120,0,-5.4,74,832,432,565,0,30.6,1021.8,6.9,64,2019-04-01T17:00:00+02:00,PT15M
11,0.16,116,0,-5.4,71,810,394,511,0,30.4,1021.6,6.9,66,2019-04-01T17:15:00+02:00,PT15M
11,0.16,113,0,-5.5,68,785,355,456,0,30.2,1021.4,6.9,69,2019-04-01T17:30:00+02:00,PT15M
11,0.16,110,0,-5.5,65,755,315,399,0,30.1,1021.2,6.9,71,2019-04-01T17:45:00+02:00,PT15M
11,0.16,106,0,-5.6,61,720,274,342,0,30,1020.9,6.9,73,2019-04-01T18:00:00+02:00,PT15M
11,0.16,103,0,-5.6,57,678,232,284,0,30.2,1020.8,6.9,75,2019-04-01T18:15:00+02:00,PT15M
11,0.16,100,0,-5.5,52,628,191,227,0,30.7,1020.6,6.9,77,2019-04-01T18:30:00+02:00,PT15M
11,0.16,97,0,-5.5,47,567,150,172,0,31.1,1020.5,6.9,80,2019-04-01T18:45:00+02:00,PT15M
11,0.16,94,0,-5.4,40,491,110,119,0,31.6,1020.4,6.9,82,2019-04-01T19:00:00+02:00,PT15M
11,0.16,91,0,-5.3,32,396,73,72,0,32.5,1020.3,7,84,2019-04-01T19:15:00+02:00,PT15M
10,0.16,88,0,-5.1,22,207,40,30,0,33.7,1020.3,7.1,86,2019-04-01T19:30:00+02:00,PT15M
10,0.16,85,0,-5,9,40,12,9,0,35.1,1020.3,7.3,89,2019-04-01T19:45:00+02:00,PT15M
9,0.16,82,0,-4.8,0,0,0,0,0,36.4,1020.2,7.4,91,2019-04-01T20:00:00+02:00,PT15M
9,0.16,79,0,-4.6,0,0,0,0,0,37.8,1020.2,7.5,93,2019-04-01T20:15:00+02:00,PT15M
9,0.16,76,0,-4.6,0,0,0,0,0,39,1020.2,7.6,95,2019-04-01T20:30:00+02:00,PT15M
8,0.16,73,0,-4.4,0,0,0,0,0,40.3,1020.2,7.7,97,2019-04-01T20:45:00+02:00,PT15M
8,0.16,70,0,-4.4,0,0,0,0,0,41.7,1020.1,7.8,100,2019-04-01T21:00:00+02:00,PT15M
8,0.16,67,0,-4.3,0,0,0,0,0,42.8,1020.1,7.9,102,2019-04-01T21:15:00+02:00,PT15M
7,0.16,64,0,-4.3,0,0,0,0,0,43.6,1020,8,104,2019-04-01T21:30:00+02:00,PT15M
7,0.16,60,0,-4.2,0,0,0,0,0,44.4,1020,8.1,106,2019-04-01T21:45:00+02:00,PT15M
7,0.16,57,0,-4.2,0,0,0,0,0,45.3,1019.9,8.1,108,2019-04-01T22:00:00+02:00,PT15M
7,0.16,54,0,-4.2,0,0,0,0,0,46,1019.8,8.2,110,2019-04-01T22:15:00+02:00,PT15M
7,0.16,50,0,-4.2,0,0,0,0,0,46.4,1019.7,8.3,111,2019-04-01T22:30:00+02:00,PT15M
6,0.16,46,0,-4.1,0,0,0,0,0,46.9,1019.5,8.3,113,2019-04-01T22:45:00+02:00,PT15M
6,0.16,43,0,-4.1,0,0,0,0,0,47.4,1019.3,8.4,115,2019-04-01T23:00:00+02:00,PT15M
6,0.16,39,0,-4.1,0,0,0,0,0,48,1019.1,8.4,116,2019-04-01T23:15:00+02:00,PT15M
6,0.16,35,0,-4.1,0,0,0,0,0,48.6,1018.9,8.4,118,2019-04-01T23:30:00+02:00,PT15M
6,0.16,31,0,-4,0,0,0,0,0,49.2,1018.7,8.4,119,2019-04-01T23:45:00+02:00,PT15M
6,0.16,27,0,-4,0,0,0,0,0,49.8,1018.5,8.4,120,2019-04-02T00:00:00+02:00,PT15M
6,0.16,23,0,-4,0,0,0,0,0,50.3,1018.3,8.4,121,2019-04-02T00:15:00+02:00,PT15M
5,0.16,18,0,-4,0,0,0,0,0,50.7,1018.1,8.4,122,2019-04-02T00:30:00+02:00,PT15M
5,0.16,14,0,-4,0,0,0,0,0,51.2,1018,8.4,122,2019-04-02T00:45:00+02:00,PT15M
5,0.16,10,0,-4,0,0,0,0,0,51.6,1017.8,8.4,123,2019-04-02T01:00:00+02:00,PT15M
5,0.16,5,0,-4,0,0,0,0,0,52.2,1017.6,8.4,123,2019-04-02T01:15:00+02:00,PT15M
5,0.16,1,0,-3.9,0,0,0,0,0,52.8,1017.5,8.4,123,2019-04-02T01:30:00+02:00,PT15M
5,0.16,-4,0,-3.9,0,0,0,0,0,53.5,1017.3,8.4,123,2019-04-02T01:45:00+02:00,PT15M
5,0.16,-8,0,-3.8,0,0,0,0,0,54.1,1017.2,8.4,123,2019-04-02T02:00:00+02:00,PT15M
5,0.15,-13,0,-3.8,0,0,0,0,0,54.6,1017,8.3,122,2019-04-02T02:15:00+02:00,PT15M
5,0.15,-17,0,-3.8,0,0,0,0,0,54.9,1016.8,8.3,122,2019-04-02T02:30:00+02:00,PT15M
4,0.15,-21,0,-3.8,0,0,0,0,0,55.2,1016.5,8.2,121,2019-04-02T02:45:00+02:00,PT15M
4,0.15,-26,0,-3.8,0,0,0,0,0,55.5,1016.3,8.2,120,2019-04-02T03:00:00+02:00,PT15M
4,0.15,-30,0,-3.8,0,0,0,0,0,55.8,1016.1,8.2,119,2019-04-02T03:15:00+02:00,PT15M
4,0.15,-34,0,-3.8,0,0,0,0,0,56.2,1015.9,8.1,118,2019-04-02T03:30:00+02:00,PT15M
4,0.15,-38,0,-3.8,0,0,0,0,0,56.6,1015.8,8,117,2019-04-02T03:45:00+02:00,PT15M
4,0.15,-41,0,-3.8,0,0,0,0,0,57,1015.6,8,115,2019-04-02T04:00:00+02:00,PT15M
4,0.15,-45,0,-3.8,0,0,0,0,0,57.5,1015.4,7.9,114,2019-04-02T04:15:00+02:00,PT15M
4,0.15,-49,0,-3.8,0,0,0,0,0,58,1015.2,7.8,112,2019-04-02T04:30:00+02:00,PT15M
4,0.15,-52,0,-3.7,0,0,0,0,0,58.5,1014.9,7.8,110,2019-04-02T04:45:00+02:00,PT15M
4,0.15,-56,0,-3.7,0,0,0,0,0,59,1014.7,7.7,108,2019-04-02T05:00:00+02:00,PT15M
3,0.15,-59,0,-3.7,0,0,0,0,0,59.5,1014.5,7.7,106,2019-04-02T05:15:00+02:00,PT15M
3,0.15,-62,0,-3.7,0,0,0,0,0,59.9,1014.3,7.6,104,2019-04-02T05:30:00+02:00,PT15M
3,0.15,-66,0,-3.7,0,0,0,0,0,60.3,1014.1,7.6,102,2019-04-02T05:45:00+02:00,PT15M
3,0.15,-69,0,-3.7,0,0,0,0,0,60.8,1014,7.5,100,2019-04-02T06:00:00+02:00,PT15M
3,0.15,-72,0,-3.7,0,0,0,0,0,61.3,1013.8,7.5,98,2019-04-02T06:15:00+02:00,PT15M
3,0.15,-75,0,-3.7,0,0,0,0,0,61.8,1013.7,7.4,96,2019-04-02T06:30:00+02:00,PT15M
3,0.15,-78,0,-3.7,0,0,0,0,0,62.4,1013.6,7.4,94,2019-04-02T06:45:00+02:00,PT15M
3,0.15,-81,0,-3.7,0,0,0,0,0,62.9,1013.4,7.4,91,2019-04-02T07:00:00+02:00,PT15M
3,0.15,-84,0,-3.7,5,9,6,5,0,63.1,1013.3,7.3,89,2019-04-02T07:15:00+02:00,PT15M
3,0.15,-87,3.2,-3.6,21,66,26,22,0,62.9,1013.2,7.3,87,2019-04-02T07:30:00+02:00,PT15M
3,0.15,-90,9,-3.5,38,129,50,48,0,62.7,1013.1,7.2,85,2019-04-02T07:45:00+02:00,PT15M
3,0.15,-93,11.6,-3.4,55,171,79,80,0,62.5,1012.9,7.2,82,2019-04-02T08:00:00+02:00,PT15M
3,0.15,-96,6.6,-3.3,64,307,117,126,0,61.7,1012.8,7.1,80,2019-04-02T08:15:00+02:00,PT15M
4,0.15,-99,2.3,-3.1,66,444,160,183,0,60.3,1012.6,7,78,2019-04-02T08:30:00+02:00,PT15M
4,0.15,-102,0,-3,68,540,203,241,0,59,1012.4,6.8,76,2019-04-02T08:45:00+02:00,PT15M
5,0.15,-105,0,-2.8,75,587,243,295,0,57.7,1012.3,6.7,73,2019-04-02T09:00:00+02:00,PT15M
5,0.15,-108,0,-2.6,80,628,283,350,0,56.5,1012,6.5,71,2019-04-02T09:15:00+02:00,PT15M
6,0.15,-112,0,-2.3,85,662,322,404,0,55.5,1011.8,6.2,69,2019-04-02T09:30:00+02:00,PT15M
7,0.15,-115,0,-2.1,90,690,360,458,0,54.4,1011.5,5.9,67,2019-04-02T09:45:00+02:00,PT15M
7,0.15,-118,0,-1.8,95,714,397,509,0,53.3,1011.3,5.6,65,2019-04-02T10:00:00+02:00,PT15M
8,0.15,-122,0,-1.6,99,734,433,559,0,52.4,1011.1,5.5,63,2019-04-02T10:15:00+02:00,PT15M
8,0.15,-126,0,-1.2,103,751,466,606,0,51.6,1011,5.5,61,2019-04-02T10:30:00+02:00,PT15M
9,0.15,-129,0,-1,106,766,498,651,0,50.8,1010.9,5.5,59,2019-04-02T10:45:00+02:00,PT15M
9,0.15,-133,0,-0.6,110,779,528,693,0,50.1,1010.7,5.5,58,2019-04-02T11:00:00+02:00,PT15M
10,0.15,-137,0,-0.4,113,790,555,731,0,49.2,1010.5,5.5,56,2019-04-02T11:15:00+02:00,PT15M
10,0.15,-141,0,-0,115,799,580,766,0,48.3,1010.2,5.5,54,2019-04-02T11:30:00+02:00,PT15M
11,0.15,-146,0,0.3,118,805,602,797,0,47.5,1009.8,5.6,53,2019-04-02T11:45:00+02:00,PT15M
12,0.15,-150,0,0.6,121,809,621,824,0,46.6,1009.5,5.6,52,2019-04-02T12:00:00+02:00,PT15M
12,0.15,-155,0,0.8,124,811,637,846,0,45.9,1009.2,5.7,51,2019-04-02T12:15:00+02:00,PT15M
13,0.15,-160,0,1.1,127,812,650,864,0,45.4,1009,5.8,50,2019-04-02T12:30:00+02:00,PT15M
13,0.15,-164,0,1.4,130,812,660,878,0,44.9,1008.8,6,49,2019-04-02T12:45:00+02:00,PT15M
14,0.15,-169,4.4,1.7,177,698,638,834,0,44.4,1008.6,6.2,49,2019-04-02T13:00:00+02:00,PT15M
14,0.15,-174,20.9,1.9,322,315,531,625,0,44,1008.3,6.3,48,2019-04-02T13:15:00+02:00,PT15M
14,0.15,-179,34.2,2.1,399,63,441,451,0,43.8,1008,6.4,48,2019-04-02T13:30:00+02:00,PT15M
15,0.15,176,37.6,2.3,412,8,417,406,0,43.6,1007.8,6.5,48,2019-04-02T13:45:00+02:00,PT15M
15,0.15,171,36.8,2.5,407,16,418,410,0,43.4,1007.5,6.7,49,2019-04-02T14:00:00+02:00,PT15M
15,0.15,166,34,2.7,393,58,431,438,0,43.2,1007.2,6.8,49,2019-04-02T14:15:00+02:00,PT15M
15,0.15,161,32.2,2.8,380,83,434,450,0,43.2,1006.9,7,50,2019-04-02T14:30:00+02:00,PT15M
15,0.15,156,41.4,3,367,0,367,354,0,43.2,1006.7,7.2,50,2019-04-02T14:45:00+02:00,PT15M
16,0.15,152,39.5,3.1,367,0,367,354,0,43.2,1006.4,7.4,51,2019-04-02T15:00:00+02:00,PT15M
16,0.15,147,38,3.2,363,0,363,350,0,43.3,1006.1,7.6,53,2019-04-02T15:15:00+02:00,PT15M
16,0.15,143,38.9,3.4,343,0,343,331,0,43.5,1005.9,7.7,54,2019-04-02T15:30:00+02:00,PT15M
16,0.15,138,42.3,3.5,308,0,308,297,0,43.7,1005.7,7.9,55,2019-04-02T15:45:00+02:00,PT15M
16,0.15,134,37.3,3.6,317,0,317,306,0,44,1005.4,8,57,2019-04-02T16:00:00+02:00,PT15M
16,0.15,130,32.9,3.7,309,17,318,312,0,44.3,1005.2,8.1,59,2019-04-02T16:15:00+02:00,PT15M
16,0.15,127,26.9,3.8,280,85,322,334,0,44.6,1005,8,60,2019-04-02T16:30:00+02:00,PT15M
16,0.15,123,32.9,3.9,258,30,273,271,0,44.9,1004.8,8,62,2019-04-02T16:45:00+02:00,PT15M
16,0.15,119,44.6,4,205,0,205,197,0,45.2,1004.6,7.9,64,2019-04-02T17:00:00+02:00,PT15M
16,0.15,116,43,4.2,190,0,190,183,0.1,45.8,1004.5,7.7,66,2019-04-02T17:15:00+02:00,PT15M
16,0.15,113,52.2,4.3,141,0,141,136,0.1,46.5,1004.3,7.4,68,2019-04-02T17:30:00+02:00,PT15M
16,0.15,109,55,4.4,115,0,115,111,0.1,47.3,1004.2,7.1,70,2019-04-02T17:45:00+02:00,PT15M
16,0.15,106,55.7,4.5,96,0,96,93,0.1,48.1,1004,6.8,73,2019-04-02T18:00:00+02:00,PT15M
15,0.15,103,55,4.7,81,0,81,78,0.1,49.1,1003.9,6.6,75,2019-04-02T18:15:00+02:00,PT15M
15,0.15,100,59.2,4.8,59,0,59,57,0.1,50.3,1003.9,6.5,77,2019-04-02T18:30:00+02:00,PT15M
15,0.15,97,61.7,5,42,0,42,40,0.1,51.5,1003.9,6.4,79,2019-04-02T18:45:00+02:00,PT15M
15,0.15,94,56.4,5.1,34,0,34,33,0.1,52.7,1003.9,6.4,82,2019-04-02T19:00:00+02:00,PT15M
15,0.15,91,52,5.3,25,0,25,24,0.2,54.1,1003.9,6.5,84,2019-04-02T19:15:00+02:00,PT15M
14,0.15,88,56.3,5.5,13,0,13,12,0.2,55.9,1003.8,6.7,86,2019-04-02T19:30:00+02:00,PT15M
14,0.15,85,65.5,5.7,3,0,3,3,0.2,57.7,1003.8,7,88,2019-04-02T19:45:00+02:00,PT15M
14,0.15,82,68.8,5.9,0,0,0,0,0.2,59.5,1003.7,7.3,91,2019-04-02T20:00:00+02:00,PT15M
13,0.15,79,73.8,6.1,0,0,0,0,0.2,61.3,1003.7,7.5,93,2019-04-02T20:15:00+02:00,PT15M
13,0.15,76,69.8,6.2,0,0,0,0,0.2,62.9,1003.6,7.5,95,2019-04-02T20:30:00+02:00,PT15M
13,0.15,73,69.1,6.4,0,0,0,0,0.2,64.6,1003.6,7.6,97,2019-04-02T20:45:00+02:00,PT15M
13,0.15,70,69.8,6.5,0,0,0,0,0.2,66.4,1003.5,7.7,99,2019-04-02T21:00:00+02:00,PT15M
12,0.15,66,68.8,6.6,0,0,0,0,0,67.4,1003.5,7.6,101,2019-04-02T21:15:00+02:00,PT15M
12,0.15,63,71.6,6.5,0,0,0,0,0,67.8,1003.5,7.5,104,2019-04-02T21:30:00+02:00,PT15M
12,0.15,60,77.3,6.4,0,0,0,0,0,68.1,1003.5,7.4,106,2019-04-02T21:45:00+02:00,PT15M
12,0.15,57,78.5,6.3,0,0,0,0,0,68.4,1003.4,7.3,107,2019-04-02T22:00:00+02:00,PT15M
12,0.15,53,77.4,6.3,0,0,0,0,0.1,68.9,1003.4,7.2,109,2019-04-02T22:15:00+02:00,PT15M
12,0.15,50,79.4,6.3,0,0,0,0,0.1,69.6,1003.4,7.1,111,2019-04-02T22:30:00+02:00,PT15M
12,0.15,46,79,6.2,0,0,0,0,0.1,70.3,1003.4,7.1,113,2019-04-02T22:45:00+02:00,PT15M
11,0.15,42,74,6.2,0,0,0,0,0.1,71,1003.4,7.1,114,2019-04-02T23:00:00+02:00,PT15M
11,0.15,39,70,6.3,0,0,0,0,0.2,71.9,1003.4,7,116,2019-04-02T23:15:00+02:00,PT15M
11,0.15,35,77.9,6.6,0,0,0,0,0.2,73.2,1003.4,6.8,117,2019-04-02T23:30:00+02:00,PT15M
11,0.15,31,75.2,6.8,0,0,0,0,0.2,74.5,1003.4,6.6,118,2019-04-02T23:45:00+02:00,PT15M
11,0.15,27,76.9,7.1,0,0,0,0,0.2,75.7,1003.4,6.5,120,2019-04-03T00:00:00+02:00,PT15M
11,0.15,22,68.8,7.2,0,0,0,0,0.1,76.8,1003.4,6.4,120,2019-04-03T00:15:00+02:00,PT15M
11,0.15,18,67.8,7.2,0,0,0,0,0.1,77.7,1003.3,6.4,121,2019-04-03T00:30:00+02:00,PT15M
11,0.15,14,69.5,7.3,0,0,0,0,0.1,78.7,1003.2,6.5,122,2019-04-03T00:45:00+02:00,PT15M
11,0.15,10,53.4,7.3,0,0,0,0,0.1,79.6,1003.1,6.5,122,2019-04-03T01:00:00+02:00,PT15M
11,0.15,5,62.5,7.3,0,0,0,0,0,80.2,1003,6.7,123,2019-04-03T01:15:00+02:00,PT15M
10,0.15,1,64.5,7.2,0,0,0,0,0,80.6,1003.1,6.9,123,2019-04-03T01:30:00+02:00,PT15M
10,0.15,-4,66.7,7.1,0,0,0,0,0,81,1003.1,7.2,123,2019-04-03T01:45:00+02:00,PT15M
10,0.15,-8,66.4,7,0,0,0,0,0,81.4,1003.2,7.5,122,2019-04-03T02:00:00+02:00,PT15M
10,0.14,-13,73.7,7,0,0,0,0,0,81.6,1003.2,7.6,122,2019-04-03T02:15:00+02:00,PT15M
10,0.14,-17,73.9,6.8,0,0,0,0,0,81.6,1003.2,7.6,121,2019-04-03T02:30:00+02:00,PT15M
10,0.14,-21,73.6,6.8,0,0,0,0,0,81.6,1003.2,7.5,121,2019-04-03T02:45:00+02:00,PT15M
10,0.14,-25,72.5,6.7,0,0,0,0,0,81.6,1003.2,7.5,120,2019-04-03T03:00:00+02:00,PT15M
10,0.14,-30,71.8,6.6,0,0,0,0,0,81.6,1003.2,7.4,119,2019-04-03T03:15:00+02:00,PT15M
10,0.14,-34,72.4,6.5,0,0,0,0,0,81.6,1003.1,7.2,118,2019-04-03T03:30:00+02:00,PT15M
9,0.14,-38,70.4,6.4,0,0,0,0,0,81.5,1003.1,7.1,116,2019-04-03T03:45:00+02:00,PT15M
9,0.14,-41,68,6.3,0,0,0,0,0,81.5,1003,6.9,115,2019-04-03T04:00:00+02:00,PT15M
9,0.14,-45,72.9,6.3,0,0,0,0,0,81.6,1003,6.8,113,2019-04-03T04:15:00+02:00,PT15M
9,0.14,-49,81.9,6.2,0,0,0,0,0,81.7,1002.9,6.6,112,2019-04-03T04:30:00+02:00,PT15M
9,0.14,-52,72.7,6.1,0,0,0,0,0,81.8,1002.9,6.5,110,2019-04-03T04:45:00+02:00,PT15M
9,0.14,-56,70.2,6,0,0,0,0,0,82,1002.8,6.3,108,2019-04-03T05:00:00+02:00,PT15M
9,0.14,-59,75.4,5.9,0,0,0,0,0,82.2,1002.8,6.2,106,2019-04-03T05:15:00+02:00,PT15M
9,0.14,-62,75.5,5.9,0,0,0,0,0,82.4,1002.7,6.1,104,2019-04-03T05:30:00+02:00,PT15M
9,0.14,-65,75.5,5.9,0,0,0,0,0,82.7,1002.6,6.1,102,2019-04-03T05:45:00+02:00,PT15M
9,0.14,-69,75.5,5.9,0,0,0,0,0,83,1002.6,6,100,2019-04-03T06:00:00+02:00,PT15M
9,0.14,-72,75.8,5.9,0,0,0,0,0,83.3,1002.5,5.9,98,2019-04-03T06:15:00+02:00,PT15M
9,0.14,-75,72.9,5.8,0,0,0,0,0,83.6,1002.5,5.8,96,2019-04-03T06:30:00+02:00,PT15M
8,0.14,-78,61,5.8,0,0,0,0,0,83.8,1002.5,5.7,93,2019-04-03T06:45:00+02:00,PT15M
8,0.14,-81,52,5.7,0,0,0,0,0,84.1,1002.5,5.6,91,2019-04-03T07:00:00+02:00,PT15M
8,0.14,-84,58.9,5.8,3,0,3,2,0.1,84.3,1002.6,5.4,89,2019-04-03T07:15:00+02:00,PT15M
8,0.14,-87,77.7,5.9,5,0,5,5,0.1,84.5,1002.6,5.1,87,2019-04-03T07:30:00+02:00,PT15M
9,0.14,-90,87.4,6,6,0,6,6,0.1,84.6,1002.7,4.9,84,2019-04-03T07:45:00+02:00,PT15M
