air_temp,albedo,azimuth,cloud_opacity,dewpoint_temp,dni,ghi,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m,zenith,period_end,period
17,0.18,95,40.1,9.5,0,287,0,63.4,1016.6,6.4,59,2019-07-15T18:00:00+02:00,PT15M
17,0.18,92,35,9.5,52,286,0,63.2,1016.6,6.5,61,2019-07-15T18:15:00+02:00,PT15M
17,0.18,89,27.1,9.5,166,293,0,63.1,1016.5,6.6,63,2019-07-15T18:30:00+02:00,PT15M
17,0.18,86,24,9.5,209,277,0,63,1016.4,6.7,66,2019-07-15T18:45:00+02:00,PT15M
17,0.18,83,21,9.5,246,257,0,62.9,1016.3,6.8,68,2019-07-15T19:00:00+02:00,PT15M
17,0.18,80,24.7,9.5,167,215,0,62.9,1016.3,6.9,70,2019-07-15T19:15:00+02:00,PT15M
17,0.18,77,23.2,9.4,173,190,0,63,1016.2,6.9,72,2019-07-15T19:30:00+02:00,PT15M
16,0.18,74,19.9,9.4,201,168,0,63.1,1016.2,7,75,2019-07-15T19:45:00+02:00,PT15M
16,0.18,72,25.5,9.3,93,129,0,63.2,1016.1,7,77,2019-07-15T20:00:00+02:00,PT15M
16,0.18,69,30.3,9.3,21,96,0,63.6,1016.1,7,79,2019-07-15T20:15:00+02:00,PT15M
16,0.18,66,34,9.3,0,69,0,64.3,1016.2,6.9,81,2019-07-15T20:30:00+02:00,PT15M
16,0.18,63,24.1,9.4,13,56,0,65,1016.3,6.8,83,2019-07-15T20:45:00+02:00,PT15M
16,0.18,60,22.2,9.4,11,37,0,65.8,1016.4,6.6,85,2019-07-15T21:00:00+02:00,PT15M
16,0.18,57,30.6,9.4,0,17,0,66.6,1016.4,6.5,87,2019-07-15T21:15:00+02:00,PT15M
15,0.18,54,34.4,9.3,0,5,0,67.4,1016.4,6.5,89,2019-07-15T21:30:00+02:00,PT15M
15,0.18,51,34.4,9.2,0,0,0,68.3,1016.5,6.4,91,2019-07-15T21:45:00+02:00,PT15M
15,0.18,48,34.4,9.1,0,0,0,69.1,1016.5,6.3,92,2019-07-15T22:00:00+02:00,PT15M
15,0.18,45,44.2,9.1,0,0,0,70.1,1016.5,6.3,94,2019-07-15T22:15:00+02:00,PT15M
14,0.18,42,63.1,9.2,0,0,0,71.1,1016.4,6.3,96,2019-07-15T22:30:00+02:00,PT15M
14,0.18,39,61.1,9.2,0,0,0,72.2,1016.3,6.4,97,2019-07-15T22:45:00+02:00,PT15M
14,0.18,36,54,9.3,0,0,0,73.3,1016.2,6.4,99,2019-07-15T23:00:00+02:00,PT15M
14,0.18,32,46.1,9.3,0,0,0,74.3,1016.2,6.4,100,2019-07-15T23:15:00+02:00,PT15M
14,0.18,29,45.9,9.4,0,0,0,75.3,1016.2,6.4,101,2019-07-15T23:30:00+02:00,PT15M
14,0.18,26,45.9,9.5,0,0,0,76.3,1016.3,6.4,102,2019-07-15T23:45:00+02:00,PT15M
14,0.18,22,45.9,9.6,0,0,0,77.3,1016.3,6.4,103,2019-07-16T00:00:00+02:00,PT15M
13,0.18,19,45.9,9.6,0,0,0,78.1,1016.3,6.5,104,2019-07-16T00:15:00+02:00,PT15M
13,0.18,15,45.9,9.8,0,0,0,78.8,1016.3,6.7,104,2019-07-16T00:30:00+02:00,PT15M
13,0.18,12,45.9,9.8,0,0,0,79.4,1016.2,6.9,105,2019-07-16T00:45:00+02:00,PT15M
13,0.18,8,45.9,10,0,0,0,80.1,1016.2,7,105,2019-07-16T01:00:00+02:00,PT15M
13,0.18,5,45.9,10,0,0,0,80.7,1016.2,7.2,106,2019-07-16T01:15:00+02:00,PT15M
13,0.18,1,45.9,10.1,0,0,0,81.2,1016.2,7.2,106,2019-07-16T01:30:00+02:00,PT15M
13,0.18,-3,45.9,10.2,0,0,0,81.8,1016.3,7.3,106,2019-07-16T01:45:00+02:00,PT15M
13,0.18,-6,45.9,10.3,0,0,0,82.3,1016.3,7.4,105,2019-07-16T02:00:00+02:00,PT15M
13,0.17,-10,45.9,10.3,0,0,0,82.9,1016.3,7.4,105,2019-07-16T02:15:00+02:00,PT15M
13,0.17,-13,45.9,10.3,0,0,0,83.4,1016.3,7.2,105,2019-07-16T02:30:00+02:00,PT15M
13,0.17,-17,45.9,10.4,0,0,0,84,1016.2,7.1,104,2019-07-16T02:45:00+02:00,PT15M
13,0.17,-21,45.9,10.4,0,0,0,84.5,1016.2,6.9,103,2019-07-16T03:00:00+02:00,PT15M
13,0.17,-24,45.9,10.4,0,0,0,85,1016.2,6.8,103,2019-07-16T03:15:00+02:00,PT15M
13,0.17,-27,45.9,10.4,0,0,0,85.4,1016.2,6.8,102,2019-07-16T03:30:00+02:00,PT15M
13,0.17,-31,45.9,10.5,0,0,0,85.8,1016.1,6.7,100,2019-07-16T03:45:00+02:00,PT15M
13,0.17,-34,45.9,10.5,0,0,0,86.3,1016.1,6.7,99,2019-07-16T04:00:00+02:00,PT15M
13,0.17,-37,45.9,10.5,0,0,0,86.7,1016.1,6.7,98,2019-07-16T04:15:00+02:00,PT15M
13,0.17,-41,45.9,10.6,0,0,0,87.1,1016.1,6.7,96,2019-07-16T04:30:00+02:00,PT15M
13,0.17,-44,45.9,10.7,0,0,0,87.6,1016,6.8,95,2019-07-16T04:45:00+02:00,PT15M
13,0.17,-47,45.9,10.8,0,0,0,88,1016,6.8,93,2019-07-16T05:00:00+02:00,PT15M
13,0.17,-50,45.9,10.8,0,0,0,88.3,1016,6.8,92,2019-07-16T05:15:00+02:00,PT15M
13,0.17,-53,45.9,10.9,0,1,0,88.4,1015.9,6.9,90,2019-07-16T05:30:00+02:00,PT15M
13,0.17,-56,48.2,10.9,0,8,0,88.6,1015.8,6.9,88,2019-07-16T05:45:00+02:00,PT15M
13,0.17,-59,62.8,11,0,12,0,88.7,1015.7,7,86,2019-07-16T06:00:00+02:00,PT15M
13,0.17,-62,83.1,11,0,10,0,89,1015.7,7.1,84,2019-07-16T06:15:00+02:00,PT15M
13,0.17,-64,85.7,11.1,0,13,0,89.5,1015.7,7.1,82,2019-07-16T06:30:00+02:00,PT15M
13,0.17,-67,80.8,11.2,0,23,0,89.9,1015.8,7.2,80,2019-07-16T06:45:00+02:00,PT15M
13,0.17,-70,75.3,11.3,0,38,0,90.4,1015.8,7.3,78,2019-07-16T07:00:00+02:00,PT15M
13,0.17,-73,71.4,11.4,0,54,0,90.8,1015.8,7.2,76,2019-07-16T07:15:00+02:00,PT15M
13,0.17,-76,67.7,11.5,0,73,0,91.1,1015.8,7.1,74,2019-07-16T07:30:00+02:00,PT15M
13,0.17,-79,65.4,11.6,0,91,0,91.4,1015.9,6.9,71,2019-07-16T07:45:00+02:00,PT15M
13,0.17,-81,63.7,11.7,0,109,0,91.7,1015.9,6.7,69,2019-07-16T08:00:00+02:00,PT15M
13,0.17,-84,59.8,11.8,0,137,0.1,91.6,1015.9,6.7,67,2019-07-16T08:15:00+02:00,PT15M
13,0.17,-87,58.6,11.9,0,156,0.1,91.2,1015.9,6.7,65,2019-07-16T08:30:00+02:00,PT15M
13,0.17,-90,63.1,11.9,0,154,0.1,90.7,1016,6.8,62,2019-07-16T08:45:00+02:00,PT15M
14,0.17,-93,56.4,12,0,198,0.1,90.3,1016,6.8,60,2019-07-16T09:00:00+02:00,PT15M
14,0.17,-96,58.7,12,0,202,0.1,89.5,1016,6.8,58,2019-07-16T09:15:00+02:00,PT15M
14,0.17,-99,60.2,12,0,209,0.1,88.5,1016,6.9,55,2019-07-16T09:30:00+02:00,PT15M
14,0.17,-103,59.7,12,0,226,0.1,87.5,1016,7,53,2019-07-16T09:45:00+02:00,PT15M
14,0.17,-106,62.5,12,0,223,0.1,86.6,1016,7,51,2019-07-16T10:00:00+02:00,PT15M
14,0.17,-110,61.9,12,0,239,0.1,85.7,1016,7,49,2019-07-16T10:15:00+02:00,PT15M
15,0.17,-113,62.6,12,0,246,0.1,85,1016,6.9,47,2019-07-16T10:30:00+02:00,PT15M
15,0.17,-117,67.3,12.1,0,224,0.1,84.3,1015.9,6.9,45,2019-07-16T10:45:00+02:00,PT15M
15,0.17,-122,64.9,12.1,0,250,0.1,83.7,1015.9,6.8,43,2019-07-16T11:00:00+02:00,PT15M
15,0.17,-126,68.9,12.1,0,229,0.1,83.2,1015.9,6.8,41,2019-07-16T11:15:00+02:00,PT15M
15,0.17,-131,70.3,12.2,0,225,0.1,83,1015.9,6.8,39,2019-07-16T11:30:00+02:00,PT15M
15,0.17,-136,70.7,12.3,0,228,0.1,82.7,1015.9,6.8,37,2019-07-16T11:45:00+02:00,PT15M
15,0.17,-141,73.4,12.4,0,212,0.1,82.4,1015.9,6.9,36,2019-07-16T12:00:00+02:00,PT15M
16,0.17,-146,78.8,12.4,0,172,0.1,81.7,1015.9,6.9,35,2019-07-16T12:15:00+02:00,PT15M
16,0.17,-152,79.8,12.4,0,166,0.1,80.6,1015.9,6.9,33,2019-07-16T12:30:00+02:00,PT15M
16,0.17,-158,74.3,12.4,0,214,0.1,79.4,1015.9,6.9,32,2019-07-16T12:45:00+02:00,PT15M
16,0.17,-165,70.1,12.4,0,252,0.1,78.3,1015.9,6.9,32,2019-07-16T13:00:00+02:00,PT15M
16,0.17,-171,71.1,12.4,0,245,0,77.6,1015.9,7,31,2019-07-16T13:15:00+02:00,PT15M
16,0.17,-178,70.2,12.4,0,252,0,77.3,1015.9,7.2,31,2019-07-16T13:30:00+02:00,PT15M
16,0.17,175,73.7,12.4,0,223,0,77.1,1015.9,7.4,31,2019-07-16T13:45:00+02:00,PT15M
17,0.17,168,73,12.4,0,227,0,76.8,1015.9,7.6,31,2019-07-16T14:00:00+02:00,PT15M
17,0.17,162,74.1,12.4,0,217,0,76.4,1015.9,7.7,32,2019-07-16T14:15:00+02:00,PT15M
17,0.17,155,76.1,12.4,0,197,0,75.8,1015.9,7.7,33,2019-07-16T14:30:00+02:00,PT15M
17,0.17,149,74.3,12.4,0,210,0,75.2,1015.8,7.7,34,2019-07-16T14:45:00+02:00,PT15M
17,0.17,144,76.2,12.4,0,191,0,74.6,1015.8,7.7,35,2019-07-16T15:00:00+02:00,PT15M
17,0.17,138,76,12.4,0,188,0.1,74,1015.8,7.7,37,2019-07-16T15:15:00+02:00,PT15M
17,0.17,133,75,12.4,0,191,0.1,73.5,1015.8,7.6,38,2019-07-16T15:30:00+02:00,PT15M
17,0.17,128,76.7,12.4,0,173,0.1,72.9,1015.8,7.4,40,2019-07-16T15:45:00+02:00,PT15M
17,0.17,124,75,12.4,0,180,0.1,72.3,1015.8,7.3,42,2019-07-16T16:00:00+02:00,PT15M
18,0.17,120,70.3,12.4,0,206,0,71.7,1015.8,7.2,44,2019-07-16T16:15:00+02:00,PT15M
18,0.17,116,65.3,12.4,0,231,0,71.2,1015.8,7.2,46,2019-07-16T16:30:00+02:00,PT15M
18,0.17,112,60.9,12.4,0,249,0,70.6,1015.8,7.1,48,2019-07-16T16:45:00+02:00,PT15M
18,0.17,108,63.2,12.4,0,222,0,70.1,1015.8,7.1,50,2019-07-16T17:00:00+02:00,PT15M
18,0.17,105,53.5,12.4,0,265,0,69.6,1015.8,7,52,2019-07-16T17:15:00+02:00,PT15M
18,0.17,101,49.5,12.3,0,272,0,69.3,1015.7,7,54,2019-07-16T17:30:00+02:00,PT15M
18,0.17,98,56.8,12.3,0,216,0,68.9,1015.7,6.9,57,2019-07-16T17:45:00+02:00,PT15M
18,0.17,95,53.4,12.2,0,216,0,68.6,1015.6,6.9,59,2019-07-16T18:00:00+02:00,PT15M
18,0.17,92,48.2,12.2,0,221,0,68.6,1015.6,6.9,61,2019-07-16T18:15:00+02:00,PT15M
18,0.17,89,49,12.2,0,198,0,68.9,1015.6,6.8,63,2019-07-16T18:30:00+02:00,PT15M
18,0.17,86,51.6,12.3,0,169,0,69.3,1015.7,6.7,66,2019-07-16T18:45:00+02:00,PT15M
18,0.17,83,48.4,12.3,0,161,0,69.6,1015.7,6.6,68,2019-07-16T19:00:00+02:00,PT15M
18,0.17,80,43.6,12.3,0,154,0,69.9,1015.7,6.5,70,2019-07-16T19:15:00+02:00,PT15M
18,0.17,77,38.5,12.3,0,145,0,70.1,1015.7,6.3,72,2019-07-16T19:30:00+02:00,PT15M
18,0.17,74,32.3,12.2,9,135,0,70.3,1015.6,6.2,75,2019-07-16T19:45:00+02:00,PT15M
18,0.17,72,26.9,12.2,54,120,0,70.5,1015.6,6,77,2019-07-16T20:00:00+02:00,PT15M
18,0.17,69,25.9,12.2,51,97,0,71.1,1015.6,5.9,79,2019-07-16T20:15:00+02:00,PT15M
17,0.17,66,31.5,12.2,0,67,0,72.2,1015.7,5.8,81,2019-07-16T20:30:00+02:00,PT15M
17,0.17,63,17.3,12.2,70,57,0,73.2,1015.7,5.7,83,2019-07-16T20:45:00+02:00,PT15M
17,0.17,60,21.4,12.2,38,36,0,74.2,1015.8,5.6,85,2019-07-16T21:00:00+02:00,PT15M
17,0.17,57,48.1,12.2,0,12,0,75.2,1015.8,5.5,87,2019-07-16T21:15:00+02:00,PT15M
16,0.17,54,56.2,12.2,0,3,0,76.2,1015.9,5.4,89,2019-07-16T21:30:00+02:00,PT15M
16,0.17,51,56.3,12.1,0,0,0,77.2,1015.9,5.4,91,2019-07-16T21:45:00+02:00,PT15M
16,0.17,48,56.3,12.1,0,0,0,78.2,1016,5.3,93,2019-07-16T22:00:00+02:00,PT15M
16,0.17,45,56.3,12.1,0,0,0,79.1,1016,5.2,94,2019-07-16T22:15:00+02:00,PT15M
16,0.17,42,54.3,12,0,0,0,80,1016,5.2,96,2019-07-16T22:30:00+02:00,PT15M
15,0.17,39,49.6,12,0,0,0,80.9,1015.9,5.1,97,2019-07-16T22:45:00+02:00,PT15M
15,0.17,36,36.3,11.9,0,0,0,81.8,1015.9,5,99,2019-07-16T23:00:00+02:00,PT15M
15,0.17,33,6.9,11.9,0,0,0,82.3,1015.9,5,100,2019-07-16T23:15:00+02:00,PT15M
15,0.17,29,12.7,11.9,0,0,0,82.4,1016,4.9,101,2019-07-16T23:30:00+02:00,PT15M
15,0.17,26,9.9,11.9,0,0,0,82.6,1016,4.9,102,2019-07-16T23:45:00+02:00,PT15M
15,0.17,22,1.2,11.9,0,0,0,82.7,1016.1,4.9,103,2019-07-17T00:00:00+02:00,PT15M
15,0.17,19,0,11.9,0,0,0,82.9,1016.1,4.9,104,2019-07-17T00:15:00+02:00,PT15M
15,0.17,15,5.2,11.8,0,0,0,83.2,1016,4.9,105,2019-07-17T00:30:00+02:00,PT15M
15,0.17,12,12.7,11.8,0,0,0,83.4,1016,4.9,105,2019-07-17T00:45:00+02:00,PT15M
15,0.17,8,12.8,11.7,0,0,0,83.7,1015.9,4.9,105,2019-07-17T01:00:00+02:00,PT15M
14,0.17,5,12.8,11.7,0,0,0,83.7,1015.9,4.9,106,2019-07-17T01:15:00+02:00,PT15M
14,0.17,1,12.8,11.6,0,0,0,83.4,1016,4.8,106,2019-07-17T01:30:00+02:00,PT15M
14,0.17,-3,12.8,11.5,0,0,0,83.1,1016,4.8,106,2019-07-17T01:45:00+02:00,PT15M
14,0.17,-6,9.9,11.4,0,0,0,82.9,1016.1,4.7,106,2019-07-17T02:00:00+02:00,PT15M
14,0.18,-10,1.2,11.4,0,0,0,82.8,1016.1,4.7,105,2019-07-17T02:15:00+02:00,PT15M
14,0.18,-13,0,11.3,0,0,0,82.9,1016,4.5,105,2019-07-17T02:30:00+02:00,PT15M
14,0.18,-17,0,11.2,0,0,0,83,1016,4.4,104,2019-07-17T02:45:00+02:00,PT15M
14,0.18,-21,0,11.1,0,0,0,83.2,1015.9,4.2,104,2019-07-17T03:00:00+02:00,PT15M
14,0.18,-24,0,11.1,0,0,0,83,1015.9,4.1,103,2019-07-17T03:15:00+02:00,PT15M
14,0.18,-27,0,11,0,0,0,82.6,1015.8,4,102,2019-07-17T03:30:00+02:00,PT15M
14,0.18,-31,0,11,0,0,0,82.2,1015.7,3.9,101,2019-07-17T03:45:00+02:00,PT15M
14,0.18,-34,0,10.9,0,0,0,81.8,1015.6,3.7,99,2019-07-17T04:00:00+02:00,PT15M
14,0.18,-37,0,10.9,0,0,0,81.7,1015.6,3.6,98,2019-07-17T04:15:00+02:00,PT15M
14,0.18,-41,0,10.9,0,0,0,81.8,1015.6,3.5,97,2019-07-17T04:30:00+02:00,PT15M
14,0.18,-44,0,10.8,0,0,0,81.9,1015.5,3.4,95,2019-07-17T04:45:00+02:00,PT15M
14,0.18,-47,0,10.8,0,0,0,82,1015.5,3.3,93,2019-07-17T05:00:00+02:00,PT15M
14,0.18,-50,0,10.8,0,0,0,82,1015.5,3.2,92,2019-07-17T05:15:00+02:00,PT15M
14,0.18,-53,0,10.7,1,1,0,81.9,1015.5,3,90,2019-07-17T05:30:00+02:00,PT15M
14,0.18,-56,4.2,10.7,13,13,0,81.8,1015.6,2.9,88,2019-07-17T05:45:00+02:00,PT15M
14,0.18,-59,30.2,10.6,8,21,0,81.6,1015.6,2.7,86,2019-07-17T06:00:00+02:00,PT15M
14,0.18,-62,73.1,10.6,0,14,0,81.6,1015.6,2.6,84,2019-07-17T06:15:00+02:00,PT15M
14,0.18,-65,81.7,10.6,0,15,0,81.5,1015.5,2.5,82,2019-07-17T06:30:00+02:00,PT15M
14,0.18,-67,74.5,10.5,0,29,0,81.5,1015.4,2.4,80,2019-07-17T06:45:00+02:00,PT15M
14,0.18,-70,66.9,10.5,0,48,0,81.5,1015.3,2.3,78,2019-07-17T07:00:00+02:00,PT15M
14,0.18,-73,59.8,10.5,0,72,0,81.2,1015.3,2.2,76,2019-07-17T07:15:00+02:00,PT15M
14,0.18,-76,55.3,10.5,0,97,0,80.5,1015.3,2.2,74,2019-07-17T07:30:00+02:00,PT15M
14,0.18,-79,52.5,10.4,0,120,0,79.9,1015.3,2.2,71,2019-07-17T07:45:00+02:00,PT15M
14,0.18,-81,43,10.4,0,166,0,79.2,1015.3,2.2,69,2019-07-17T08:00:00+02:00,PT15M
14,0.18,-84,35.6,10.4,5,213,0,78.5,1015.3,2.3,67,2019-07-17T08:15:00+02:00,PT15M
14,0.18,-87,33.3,10.3,41,246,0,77.8,1015.3,2.5,65,2019-07-17T08:30:00+02:00,PT15M
14,0.18,-90,30.7,10.3,88,282,0,77,1015.3,2.7,62,2019-07-17T08:45:00+02:00,PT15M
14,0.18,-93,35.3,10.2,39,288,0,76.3,1015.3,2.9,60,2019-07-17T09:00:00+02:00,PT15M
15,0.18,-96,39.9,10.2,8,290,0,75.1,1015.3,3,58,2019-07-17T09:15:00+02:00,PT15M
15,0.18,-100,32.2,10.1,93,353,0,73.7,1015.3,2.9,56,2019-07-17T09:30:00+02:00,PT15M
15,0.18,-103,27.3,10,183,404,0,72.3,1015.3,2.8,53,2019-07-17T09:45:00+02:00,PT15M
15,0.18,-106,19.5,9.9,334,475,0,70.9,1015.3,2.8,51,2019-07-17T10:00:00+02:00,PT15M
15,0.18,-110,19.2,9.9,349,503,0,69.5,1015.3,2.7,49,2019-07-17T10:15:00+02:00,PT15M
16,0.18,-114,17.4,9.8,393,540,0,68.2,1015.2,2.6,47,2019-07-17T10:30:00+02:00,PT15M
16,0.18,-117,13.1,9.7,496,594,0,66.9,1015.2,2.6,45,2019-07-17T10:45:00+02:00,PT15M
16,0.18,-122,3.1,9.6,734,687,0,65.6,1015.1,2.5,43,2019-07-17T11:00:00+02:00,PT15M
16,0.18,-126,2.5,9.6,753,715,0,64.5,1015.1,2.4,41,2019-07-17T11:15:00+02:00,PT15M
17,0.18,-131,0,9.7,818,756,0,63.7,1015,2.3,39,2019-07-17T11:30:00+02:00,PT15M
17,0.18,-136,0,9.7,823,776,0,62.9,1014.9,2.3,38,2019-07-17T11:45:00+02:00,PT15M
17,0.18,-141,0,9.8,829,794,0,62.2,1014.8,2.2,36,2019-07-17T12:00:00+02:00,PT15M
17,0.18,-146,0,9.8,835,810,0.1,61.3,1014.8,2.1,35,2019-07-17T12:15:00+02:00,PT15M
18,0.18,-152,0,9.9,840,824,0.1,60.5,1014.8,2.1,34,2019-07-17T12:30:00+02:00,PT15M
18,0.18,-158,0,9.9,843,834,0.1,59.6,1014.9,2,33,2019-07-17T12:45:00+02:00,PT15M
18,0.18,-165,0,10,845,842,0.1,58.8,1014.9,2,32,2019-07-17T13:00:00+02:00,PT15M
18,0.18,-171,0,10,847,846,0,57.9,1014.8,2,31,2019-07-17T13:15:00+02:00,PT15M
19,0.18,-178,0,10,847,848,0,56.9,1014.7,1.9,31,2019-07-17T13:30:00+02:00,PT15M
19,0.18,175,0,9.9,844,847,0,55.9,1014.6,1.9,31,2019-07-17T13:45:00+02:00,PT15M
19,0.18,168,0,9.9,837,842,0,55,1014.5,1.9,32,2019-07-17T14:00:00+02:00,PT15M
19,0.18,162,0,9.9,830,835,0,54.1,1014.4,1.8,32,2019-07-17T14:15:00+02:00,PT15M
20,0.18,156,0,9.8,822,825,0,53.4,1014.4,1.7,33,2019-07-17T14:30:00+02:00,PT15M
20,0.18,150,0,9.8,816,813,0,52.6,1014.3,1.7,34,2019-07-17T14:45:00+02:00,PT15M
20,0.18,144,0,9.7,812,799,0,51.9,1014.2,1.6,35,2019-07-17T15:00:00+02:00,PT15M
20,0.18,138,0,9.7,807,782,0,51.2,1014.2,1.6,37,2019-07-17T15:15:00+02:00,PT15M
20,0.18,133,0,9.7,802,763,0,50.7,1014.1,1.7,38,2019-07-17T15:30:00+02:00,PT15M
20,0.18,129,0,9.7,795,741,0,50.1,1014.1,1.7,40,2019-07-17T15:45:00+02:00,PT15M
21,0.18,124,0,9.7,787,717,0,49.6,1014,1.8,42,2019-07-17T16:00:00+02:00,PT15M
21,0.18,120,0.2,9.7,772,689,0,49.2,1013.9,1.8,44,2019-07-17T16:15:00+02:00,PT15M
21,0.18,116,4.5,9.8,659,633,0,49,1013.9,1.8,46,2019-07-17T16:30:00+02:00,PT15M
21,0.18,112,8.3,9.8,558,579,0,48.8,1013.8,1.8,48,2019-07-17T16:45:00+02:00,PT15M
21,0.18,108,8.2,9.9,552,551,0,48.6,1013.7,1.7,50,2019-07-17T17:00:00+02:00,PT15M
21,0.18,105,5.1,9.9,610,537,0,48.4,1013.6,1.7,52,2019-07-17T17:15:00+02:00,PT15M
21,0.18,101,8.2,9.8,528,488,0,48.2,1013.5,1.7,54,2019-07-17T17:30:00+02:00,PT15M
21,0.18,98,16.3,9.8,346,415,0,48.1,1013.3,1.8,57,2019-07-17T17:45:00+02:00,PT15M
21,0.18,95,15.4,9.7,350,388,0,47.9,1013.2,1.8,59,2019-07-17T18:00:00+02:00,PT15M
21,0.18,92,5,9.7,542,399,0,47.8,1013.1,1.8,61,2019-07-17T18:15:00+02:00,PT15M
21,0.18,89,2.4,9.7,576,373,0,47.7,1013,1.9,64,2019-07-17T18:30:00+02:00,PT15M
21,0.18,86,2.6,9.6,546,335,0,47.6,1013,1.9,66,2019-07-17T18:45:00+02:00,PT15M
21,0.18,83,8.2,9.6,410,281,0,47.5,1012.9,2,68,2019-07-17T19:00:00+02:00,PT15M
21,0.18,80,13.9,9.6,283,230,0,47.8,1012.9,2.1,70,2019-07-17T19:15:00+02:00,PT15M
21,0.18,77,13.2,9.8,271,200,0,48.5,1012.8,2.1,73,2019-07-17T19:30:00+02:00,PT15M
21,0.18,75,16.9,9.8,187,161,0,49.2,1012.8,2.2,75,2019-07-17T19:45:00+02:00,PT15M
21,0.18,72,17.8,10,146,130,0,50,1012.7,2.3,77,2019-07-17T20:00:00+02:00,PT15M
21,0.18,69,19.3,10.1,97,101,0,50.8,1012.7,2.3,79,2019-07-17T20:15:00+02:00,PT15M
20,0.18,66,15.1,10.2,113,80,0,51.9,1012.8,2.4,81,2019-07-17T20:30:00+02:00,PT15M
20,0.18,63,7.8,10.2,152,61,0,53,1012.8,2.4,83,2019-07-17T20:45:00+02:00,PT15M
20,0.18,60,5.6,10.4,106,39,0,54.1,1012.9,2.5,85,2019-07-17T21:00:00+02:00,PT15M
20,0.18,57,1.1,10.5,50,21,0,56.3,1012.9,2.5,87,2019-07-17T21:15:00+02:00,PT15M
19,0.18,55,0,10.9,7,5,0,59.8,1013,2.6,89,2019-07-17T21:30:00+02:00,PT15M
18,0.18,52,0,11.2,0,0,0,63.6,1013,2.6,91,2019-07-17T21:45:00+02:00,PT15M
18,0.18,49,0,11.5,0,0,0,67.6,1013.1,2.7,93,2019-07-17T22:00:00+02:00,PT15M
17,0.18,45,0,11.6,0,0,0,70.5,1013.1,2.8,94,2019-07-17T22:15:00+02:00,PT15M
17,0.18,42,0,11.6,0,0,0,72.3,1013.1,2.9,96,2019-07-17T22:30:00+02:00,PT15M
16,0.18,39,0,11.5,0,0,0,74.2,1013.1,2.9,97,2019-07-17T22:45:00+02:00,PT15M
16,0.18,36,0,11.5,0,0,0,76.1,1013.1,3,99,2019-07-17T23:00:00+02:00,PT15M
15,0.18,33,0,11.4,0,0,0,77.1,1013.1,3.1,100,2019-07-17T23:15:00+02:00,PT15M
15,0.18,29,0,11.1,0,0,0,77.2,1013,3,101,2019-07-17T23:30:00+02:00,PT15M
15,0.18,26,0,10.8,0,0,0,77.3,1013,3,102,2019-07-17T23:45:00+02:00,PT15M
14,0.18,22,0,10.5,0,0,0,77.3,1013,3,103,2019-07-18T00:00:00+02:00,PT15M
14,0.18,19,0,10.3,0,0,0,77.6,1013,3,104,2019-07-18T00:15:00+02:00,PT15M
14,0.18,15,0,10.3,0,0,0,77.9,1013,2.9,105,2019-07-18T00:30:00+02:00,PT15M
14,0.18,12,0,10.2,0,0,0,78.3,1013,3,105,2019-07-18T00:45:00+02:00,PT15M
14,0.18,8,0,10.2,0,0,0,78.7,1013,3,106,2019-07-18T01:00:00+02:00,PT15M
14,0.18,5,0,10.2,0,0,0,79.1,1013,3.1,106,2019-07-18T01:15:00+02:00,PT15M
14,0.18,1,0,10.1,0,0,0,79.7,1012.9,3.1,106,2019-07-18T01:30:00+02:00,PT15M
13,0.18,-3,0,10.1,0,0,0,80.2,1012.9,3.2,106,2019-07-18T01:45:00+02:00,PT15M
13,0.18,-6,0,10,0,0,0,80.7,1012.9,3.3,106,2019-07-18T02:00:00+02:00,PT15M
13,0.17,-10,0,10,0,0,0,81.1,1012.9,3.3,105,2019-07-18T02:15:00+02:00,PT15M
13,0.17,-13,0,9.9,0,0,0,81.3,1012.8,3.3,105,2019-07-18T02:30:00+02:00,PT15M
13,0.17,-17,0,9.9,0,0,0,81.6,1012.8,3.3,104,2019-07-18T02:45:00+02:00,PT15M
13,0.17,-21,0,9.8,0,0,0,81.9,1012.8,3.3,104,2019-07-18T03:00:00+02:00,PT15M
13,0.17,-24,0,9.8,0,0,0,82.2,1012.7,3.3,103,2019-07-18T03:15:00+02:00,PT15M
13,0.17,-27,0,9.8,0,0,0,82.6,1012.7,3.3,102,2019-07-18T03:30:00+02:00,PT15M
13,0.17,-31,0,9.9,0,0,0,83,1012.6,3.3,101,2019-07-18T03:45:00+02:00,PT15M
13,0.17,-34,0,9.9,0,0,0,83.4,1012.5,3.3,100,2019-07-18T04:00:00+02:00,PT15M
13,0.17,-37,0,9.9,0,0,0,83.9,1012.5,3.3,98,2019-07-18T04:15:00+02:00,PT15M
13,0.17,-41,0,9.9,0,0,0,84.5,1012.5,3.3,97,2019-07-18T04:30:00+02:00,PT15M
12,0.17,-44,0,10,0,0,0,85,1012.5,3.3,95,2019-07-18T04:45:00+02:00,PT15M
12,0.17,-47,0,10,0,0,0,85.6,1012.6,3.3,94,2019-07-18T05:00:00+02:00,PT15M
12,0.17,-50,0,10,0,0,0,85.9,1012.5,3.3,92,2019-07-18T05:15:00+02:00,PT15M
12,0.17,-53,0,10.1,0,1,0,85.9,1012.4,3.3,90,2019-07-18T05:30:00+02:00,PT15M
