air_temp,albedo,azimuth,cloud_opacity,dewpoint_temp,dni,ghi,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m,zenith,period_end,period
16,0.18,114,67.1,8.7,0,225,0.1,62.5,1016.3,7,45,2019-07-08T16:30:00+02:00,PT15M
16,0.18,111,60.6,8.7,0,258,0.1,62.9,1016.3,6.9,47,2019-07-08T16:45:00+02:00,PT15M
16,0.18,107,59.6,8.6,0,252,0.1,63.3,1016.3,6.9,49,2019-07-08T17:00:00+02:00,PT15M
16,0.18,103,66.1,8.5,0,200,0,63.3,1016.3,6.8,51,2019-07-08T17:15:00+02:00,PT15M
16,0.18,100,67.7,8.4,0,179,0,62.8,1016.2,6.8,54,2019-07-08T17:30:00+02:00,PT15M
15,0.18,97,71.4,8.3,0,149,0,62.4,1016.1,6.8,56,2019-07-08T17:45:00+02:00,PT15M
15,0.18,94,69.9,8.2,0,145,0,62,1016,6.7,58,2019-07-08T18:00:00+02:00,PT15M
15,0.18,91,69.7,8.1,0,136,0,61.7,1016,6.7,61,2019-07-08T18:15:00+02:00,PT15M
15,0.18,88,67.3,8.1,0,133,0,61.6,1016.1,6.7,63,2019-07-08T18:30:00+02:00,PT15M
15,0.18,85,52.5,8,0,175,0,61.5,1016.1,6.7,65,2019-07-08T18:45:00+02:00,PT15M
15,0.18,82,37.4,8,8,208,0,61.4,1016.2,6.7,67,2019-07-08T19:00:00+02:00,PT15M
15,0.18,79,44.5,8,0,162,0,61.5,1016.2,6.7,70,2019-07-08T19:15:00+02:00,PT15M
15,0.18,76,50.4,8,0,127,0,61.8,1016.2,6.6,72,2019-07-08T19:30:00+02:00,PT15M
15,0.18,74,58.4,7.9,0,91,0,62.1,1016.1,6.5,74,2019-07-08T19:45:00+02:00,PT15M
15,0.18,71,60.9,7.9,0,71,0,62.4,1016.1,6.3,76,2019-07-08T20:00:00+02:00,PT15M
15,0.18,68,58.3,7.9,0,61,0,62.9,1016.2,6.2,78,2019-07-08T20:15:00+02:00,PT15M
15,0.18,65,55.3,8,0,50,0,63.8,1016.3,6.1,80,2019-07-08T20:30:00+02:00,PT15M
15,0.18,62,50.6,8,0,41,0,64.6,1016.4,6,82,2019-07-08T20:45:00+02:00,PT15M
15,0.18,59,38.9,8.1,0,33,0,65.4,1016.5,5.8,84,2019-07-08T21:00:00+02:00,PT15M
14,0.18,57,12.5,8.1,24,28,0,66.4,1016.6,5.7,86,2019-07-08T21:15:00+02:00,PT15M
14,0.18,54,1.3,8.2,23,13,0,67.5,1016.7,5.7,88,2019-07-08T21:30:00+02:00,PT15M
14,0.18,51,0,8.3,1,1,0,68.6,1016.8,5.6,90,2019-07-08T21:45:00+02:00,PT15M
14,0.18,48,0,8.4,0,0,0,69.8,1016.9,5.5,92,2019-07-08T22:00:00+02:00,PT15M
14,0.18,45,0,8.4,0,0,0,70.6,1016.9,5.5,93,2019-07-08T22:15:00+02:00,PT15M
14,0.18,42,0,8.4,0,0,0,71.2,1016.9,5.4,95,2019-07-08T22:30:00+02:00,PT15M
14,0.18,38,0,8.5,0,0,0,71.8,1017,5.4,96,2019-07-08T22:45:00+02:00,PT15M
13,0.18,35,0,8.5,0,0,0,72.4,1017,5.4,98,2019-07-08T23:00:00+02:00,PT15M
13,0.18,32,0,8.4,0,0,0,73,1017.1,5.4,99,2019-07-08T23:15:00+02:00,PT15M
13,0.18,29,0,8.4,0,0,0,73.6,1017.2,5.3,100,2019-07-08T23:30:00+02:00,PT15M
13,0.18,25,0,8.2,0,0,0,74.2,1017.3,5.2,101,2019-07-08T23:45:00+02:00,PT15M
13,0.18,22,0,8.2,0,0,0,74.7,1017.4,5.2,102,2019-07-09T00:00:00+02:00,PT15M
12,0.18,18,0,8.1,0,0,0,75.2,1017.5,5.1,103,2019-07-09T00:15:00+02:00,PT15M
12,0.18,15,0,8.1,0,0,0,75.4,1017.5,5.1,104,2019-07-09T00:30:00+02:00,PT15M
12,0.18,11,0,8.2,0,0,0,75.7,1017.4,5,104,2019-07-09T00:45:00+02:00,PT15M
12,0.18,8,0,8.2,0,0,0,75.9,1017.4,5,104,2019-07-09T01:00:00+02:00,PT15M
12,0.18,4,0,8.2,0,0,0,76.4,1017.4,5,105,2019-07-09T01:15:00+02:00,PT15M
12,0.18,1,0,8.2,0,0,0,77.2,1017.5,5.2,105,2019-07-09T01:30:00+02:00,PT15M
12,0.18,-3,0,8.2,0,0,0,78,1017.5,5.3,105,2019-07-09T01:45:00+02:00,PT15M
12,0.18,-6,0,8.2,0,0,0,78.7,1017.6,5.5,105,2019-07-09T02:00:00+02:00,PT15M
12,0.17,-10,0,8.2,0,0,0,79.3,1017.6,5.6,104,2019-07-09T02:15:00+02:00,PT15M
12,0.17,-14,0,8.2,0,0,0,79.7,1017.6,5.8,104,2019-07-09T02:30:00+02:00,PT15M
12,0.17,-17,0,8.3,0,0,0,80.1,1017.6,5.9,103,2019-07-09T02:45:00+02:00,PT15M
12,0.17,-21,0,8.3,0,0,0,80.5,1017.6,6,102,2019-07-09T03:00:00+02:00,PT15M
12,0.17,-24,0,8.3,0,0,0,80.9,1017.6,6,102,2019-07-09T03:15:00+02:00,PT15M
11,0.17,-27,0,8.3,0,0,0,81.3,1017.5,6,101,2019-07-09T03:30:00+02:00,PT15M
11,0.17,-31,0,8.4,0,0,0,81.7,1017.5,5.9,99,2019-07-09T03:45:00+02:00,PT15M
11,0.17,-34,0,8.4,0,0,0,82.1,1017.4,5.9,98,2019-07-09T04:00:00+02:00,PT15M
11,0.17,-37,0,8.4,0,0,0,82.5,1017.4,5.8,97,2019-07-09T04:15:00+02:00,PT15M
11,0.17,-40,5.2,8.4,0,0,0,82.8,1017.4,5.7,96,2019-07-09T04:30:00+02:00,PT15M
11,0.17,-43,12.7,8.5,0,0,0,83,1017.4,5.6,94,2019-07-09T04:45:00+02:00,PT15M
11,0.17,-47,10.4,8.5,0,0,0,83.3,1017.4,5.5,92,2019-07-09T05:00:00+02:00,PT15M
11,0.17,-50,5,8.5,0,0,0,83.5,1017.4,5.5,91,2019-07-09T05:15:00+02:00,PT15M
11,0.17,-53,4.5,8.5,4,7,0,83.5,1017.5,5.6,89,2019-07-09T05:30:00+02:00,PT15M
11,0.17,-55,18,8.6,9,19,0,83.5,1017.5,5.7,87,2019-07-09T05:45:00+02:00,PT15M
11,0.17,-58,61.6,8.6,0,16,0,83.5,1017.6,5.8,85,2019-07-09T06:00:00+02:00,PT15M
11,0.17,-61,85.7,8.6,0,10,0.1,83.5,1017.6,5.8,83,2019-07-09T06:15:00+02:00,PT15M
11,0.17,-64,78.5,8.6,0,21,0.1,83.7,1017.7,5.6,81,2019-07-09T06:30:00+02:00,PT15M
11,0.17,-67,75.4,8.7,0,32,0.1,83.8,1017.7,5.5,79,2019-07-09T06:45:00+02:00,PT15M
11,0.17,-70,77.4,8.7,0,38,0.1,84,1017.8,5.4,77,2019-07-09T07:00:00+02:00,PT15M
11,0.17,-72,77.9,8.7,0,45,0,83.6,1017.8,5.4,75,2019-07-09T07:15:00+02:00,PT15M
12,0.17,-75,80.1,8.7,0,48,0,82.8,1017.9,5.3,73,2019-07-09T07:30:00+02:00,PT15M
12,0.17,-78,75.5,8.8,0,69,0,82,1017.9,5.3,70,2019-07-09T07:45:00+02:00,PT15M
12,0.17,-81,68,8.8,0,102,0,81.2,1018,5.2,68,2019-07-09T08:00:00+02:00,PT15M
12,0.17,-84,70,8.8,0,108,0,80.3,1018,5.3,66,2019-07-09T08:15:00+02:00,PT15M
12,0.17,-87,63.2,8.8,0,146,0,79.4,1018,5.4,64,2019-07-09T08:30:00+02:00,PT15M
13,0.17,-90,61.3,8.9,0,169,0,78.5,1018.1,5.6,61,2019-07-09T08:45:00+02:00,PT15M
13,0.17,-93,59.3,8.9,0,193,0,77.6,1018.1,5.8,59,2019-07-09T09:00:00+02:00,PT15M
13,0.17,-96,58.1,8.9,0,214,0.1,76.8,1018.1,5.9,57,2019-07-09T09:15:00+02:00,PT15M
13,0.17,-99,53,8.9,0,256,0.1,76,1018.1,5.9,55,2019-07-09T09:30:00+02:00,PT15M
13,0.17,-102,48.6,8.8,0,298,0.1,75.3,1018.2,5.9,52,2019-07-09T09:45:00+02:00,PT15M
13,0.17,-106,44.5,8.8,0,341,0.1,74.6,1018.2,6,50,2019-07-09T10:00:00+02:00,PT15M
13,0.17,-109,43.9,8.8,0,362,0.1,73.5,1018.2,6,48,2019-07-09T10:15:00+02:00,PT15M
14,0.17,-113,45.2,8.7,0,371,0.1,72,1018.2,6.1,46,2019-07-09T10:30:00+02:00,PT15M
14,0.17,-117,43.6,8.6,0,398,0.1,70.6,1018.3,6.1,44,2019-07-09T10:45:00+02:00,PT15M
14,0.17,-121,43.7,8.5,0,411,0.1,69.2,1018.3,6.1,42,2019-07-09T11:00:00+02:00,PT15M
14,0.17,-125,56.4,8.6,0,330,0.1,68.5,1018.3,6.2,40,2019-07-09T11:15:00+02:00,PT15M
14,0.17,-130,64.5,8.6,0,276,0.1,68.3,1018.3,6.2,38,2019-07-09T11:30:00+02:00,PT15M
15,0.17,-135,58.9,8.8,0,327,0.1,68.1,1018.4,6.3,36,2019-07-09T11:45:00+02:00,PT15M
15,0.17,-140,60.3,8.8,0,324,0.1,67.9,1018.4,6.4,35,2019-07-09T12:00:00+02:00,PT15M
15,0.17,-146,57.7,8.8,0,351,0.1,66.9,1018.4,6.4,34,2019-07-09T12:15:00+02:00,PT15M
15,0.17,-152,53.1,8.7,0,396,0.1,65.2,1018.3,6.5,32,2019-07-09T12:30:00+02:00,PT15M
16,0.17,-158,56.6,8.6,0,370,0.1,63.5,1018.2,6.5,31,2019-07-09T12:45:00+02:00,PT15M
16,0.17,-165,63,8.5,0,319,0.1,61.9,1018.1,6.6,31,2019-07-09T13:00:00+02:00,PT15M
16,0.17,-172,59,8.4,0,355,0.1,60.8,1018.1,6.7,30,2019-07-09T13:15:00+02:00,PT15M
16,0.17,-179,52.1,8.4,0,416,0.1,60.2,1018.2,6.8,30,2019-07-09T13:30:00+02:00,PT15M
16,0.17,174,56.1,8.3,0,381,0.1,59.6,1018.2,6.9,30,2019-07-09T13:45:00+02:00,PT15M
16,0.17,168,63.2,8.3,0,316,0.1,59,1018.3,7,31,2019-07-09T14:00:00+02:00,PT15M
16,0.17,161,58.1,8.3,0,356,0,58.6,1018.3,7.1,31,2019-07-09T14:15:00+02:00,PT15M
16,0.17,155,49.1,8.2,0,426,0,58.3,1018.3,6.9,32,2019-07-09T14:30:00+02:00,PT15M
17,0.17,149,55.5,8.2,0,367,0,58,1018.3,6.8,33,2019-07-09T14:45:00+02:00,PT15M
17,0.17,143,55.7,8.1,0,359,0,57.7,1018.3,6.7,34,2019-07-09T15:00:00+02:00,PT15M
17,0.17,137,59.1,8.1,0,324,0.1,57.4,1018.3,6.7,36,2019-07-09T15:15:00+02:00,PT15M
17,0.17,132,59.3,8,0,315,0.1,57,1018.2,6.8,37,2019-07-09T15:30:00+02:00,PT15M
17,0.17,127,54.8,8,0,340,0.1,56.6,1018.2,6.9,39,2019-07-09T15:45:00+02:00,PT15M
17,0.17,123,51.4,7.9,0,354,0.1,56.3,1018.1,7,41,2019-07-09T16:00:00+02:00,PT15M
17,0.17,119,45.6,7.9,0,383,0,56,1018.1,7,43,2019-07-09T16:15:00+02:00,PT15M
17,0.17,114,48,7.9,0,351,0,55.8,1018.1,7.1,45,2019-07-09T16:30:00+02:00,PT15M
17,0.17,111,49.7,7.9,0,325,0,55.6,1018,7.2,47,2019-07-09T16:45:00+02:00,PT15M
17,0.17,107,50.9,7.9,0,301,0,55.5,1018,7.3,49,2019-07-09T17:00:00+02:00,PT15M
17,0.17,104,38,7.9,2,360,0,55.6,1018,7.3,52,2019-07-09T17:15:00+02:00,PT15M
17,0.17,100,38,8,5,339,0,56.1,1018,7.3,54,2019-07-09T17:30:00+02:00,PT15M
17,0.17,97,43,8,0,291,0,56.5,1017.9,7.3,56,2019-07-09T17:45:00+02:00,PT15M
17,0.17,94,41.4,8.1,0,277,0,57,1017.9,7.4,58,2019-07-09T18:00:00+02:00,PT15M
17,0.17,91,34.2,8.1,32,288,0,57.4,1017.9,7.3,61,2019-07-09T18:15:00+02:00,PT15M
17,0.17,88,38.1,8.1,0,247,0,57.8,1017.9,7.3,63,2019-07-09T18:30:00+02:00,PT15M
16,0.17,85,33.5,8.1,25,240,0,58.1,1017.9,7.2,65,2019-07-09T18:45:00+02:00,PT15M
16,0.17,82,29,8.1,79,229,0,58.5,1017.9,7.2,67,2019-07-09T19:00:00+02:00,PT15M
16,0.17,79,24.8,8.1,128,215,0,59,1017.9,7.1,70,2019-07-09T19:15:00+02:00,PT15M
16,0.17,76,23.8,8.1,128,189,0,59.5,1018,7,72,2019-07-09T19:30:00+02:00,PT15M
16,0.17,74,18.2,8.1,194,173,0,60.1,1018,6.9,74,2019-07-09T19:45:00+02:00,PT15M
16,0.17,71,18.9,8.1,161,143,0,60.7,1018.1,6.7,76,2019-07-09T20:00:00+02:00,PT15M
16,0.17,68,20.7,8.1,112,113,0,61.4,1018.1,6.6,78,2019-07-09T20:15:00+02:00,PT15M
15,0.17,65,22.5,8.1,63,86,0,62.3,1018.2,6.4,80,2019-07-09T20:30:00+02:00,PT15M
15,0.17,62,20.1,8.2,57,64,0,63.2,1018.3,6.2,82,2019-07-09T20:45:00+02:00,PT15M
15,0.17,60,10,8.2,118,48,0,64.2,1018.4,5.9,84,2019-07-09T21:00:00+02:00,PT15M
15,0.17,57,1.2,8.2,104,30,0,65.4,1018.4,5.8,86,2019-07-09T21:15:00+02:00,PT15M
14,0.17,54,0,8.3,27,12,0,67.1,1018.5,5.7,88,2019-07-09T21:30:00+02:00,PT15M
14,0.17,51,0,8.4,1,1,0,68.7,1018.6,5.6,90,2019-07-09T21:45:00+02:00,PT15M
14,0.17,48,0,8.5,0,0,0,70.4,1018.7,5.5,92,2019-07-09T22:00:00+02:00,PT15M
13,0.17,45,0,8.5,0,0,0,72,1018.7,5.5,93,2019-07-09T22:15:00+02:00,PT15M
13,0.17,42,0,8.5,0,0,0,73.4,1018.8,5.5,95,2019-07-09T22:30:00+02:00,PT15M
13,0.17,38,0,8.5,0,0,0,74.9,1018.8,5.5,96,2019-07-09T22:45:00+02:00,PT15M
13,0.17,35,0,8.5,0,0,0,76.4,1018.9,5.5,98,2019-07-09T23:00:00+02:00,PT15M
12,0.17,32,0,8.5,0,0,0,77.7,1018.9,5.5,99,2019-07-09T23:15:00+02:00,PT15M
12,0.17,29,0,8.4,0,0,0,78.8,1019,5.4,100,2019-07-09T23:30:00+02:00,PT15M
12,0.17,25,0,8.4,0,0,0,80,1019.1,5.3,101,2019-07-09T23:45:00+02:00,PT15M
11,0.17,22,0,8.3,0,0,0,81.2,1019.2,5.2,102,2019-07-10T00:00:00+02:00,PT15M
11,0.17,18,0,8.3,0,0,0,82.1,1019.2,5.1,103,2019-07-10T00:15:00+02:00,PT15M
11,0.17,15,0,8.3,0,0,0,82.6,1019.2,5.1,104,2019-07-10T00:30:00+02:00,PT15M
11,0.17,11,0,8.3,0,0,0,83.2,1019.2,5.1,104,2019-07-10T00:45:00+02:00,PT15M
11,0.17,8,0,8.3,0,0,0,83.7,1019.1,5.1,105,2019-07-10T01:00:00+02:00,PT15M
11,0.17,4,0,8.3,0,0,0,84.2,1019.2,5.1,105,2019-07-10T01:15:00+02:00,PT15M
11,0.17,1,0,8.3,0,0,0,84.6,1019.4,5.1,105,2019-07-10T01:30:00+02:00,PT15M
11,0.17,-3,0,8.2,0,0,0,85,1019.6,5,105,2019-07-10T01:45:00+02:00,PT15M
11,0.17,-6,0,8.2,0,0,0,85.5,1019.7,5,105,2019-07-10T02:00:00+02:00,PT15M
11,0.18,-10,0,8.2,0,0,0,85.6,1019.7,5,104,2019-07-10T02:15:00+02:00,PT15M
11,0.18,-14,0,8.2,0,0,0,85.5,1019.6,5,104,2019-07-10T02:30:00+02:00,PT15M
11,0.18,-17,0,8.1,0,0,0,85.3,1019.4,5.1,103,2019-07-10T02:45:00+02:00,PT15M
11,0.18,-21,0,8.1,0,0,0,85.2,1019.3,5.1,103,2019-07-10T03:00:00+02:00,PT15M
11,0.18,-24,0,8.1,0,0,0,85.2,1019.2,5.2,102,2019-07-10T03:15:00+02:00,PT15M
11,0.18,-27,0,8.1,0,0,0,85.3,1019.2,5.3,101,2019-07-10T03:30:00+02:00,PT15M
11,0.18,-31,0,8.2,0,0,0,85.5,1019.2,5.3,100,2019-07-10T03:45:00+02:00,PT15M
11,0.18,-34,0,8.2,0,0,0,85.6,1019.1,5.4,98,2019-07-10T04:00:00+02:00,PT15M
11,0.18,-37,0,8.2,0,0,0,85.4,1019.1,5.4,97,2019-07-10T04:15:00+02:00,PT15M
11,0.18,-40,0,8.2,0,0,0,84.8,1019.2,5.3,96,2019-07-10T04:30:00+02:00,PT15M
11,0.18,-43,0,8.2,0,0,0,84.3,1019.2,5.2,94,2019-07-10T04:45:00+02:00,PT15M
11,0.18,-47,23.5,8.2,0,0,0,83.7,1019.2,5.1,93,2019-07-10T05:00:00+02:00,PT15M
11,0.18,-50,64.2,8.2,0,0,0,83.2,1019.2,5,91,2019-07-10T05:15:00+02:00,PT15M
11,0.18,-53,64.7,8.2,0,2,0,82.8,1019.1,4.9,89,2019-07-10T05:30:00+02:00,PT15M
11,0.18,-56,70.4,8.3,0,7,0,82.4,1019.1,4.8,87,2019-07-10T05:45:00+02:00,PT15M
11,0.18,-58,87,8.3,0,6,0,82,1019,4.7,85,2019-07-10T06:00:00+02:00,PT15M
11,0.18,-61,93.7,8.3,0,5,0,81.6,1019,4.7,83,2019-07-10T06:15:00+02:00,PT15M
12,0.18,-64,81.7,8.4,0,19,0,81.2,1019,4.7,81,2019-07-10T06:30:00+02:00,PT15M
12,0.18,-67,72.2,8.4,0,37,0,80.8,1019,4.7,79,2019-07-10T06:45:00+02:00,PT15M
12,0.18,-70,69.5,8.5,0,51,0,80.4,1019,4.7,77,2019-07-10T07:00:00+02:00,PT15M
12,0.18,-73,63.1,8.6,0,75,0,79.7,1019,4.7,75,2019-07-10T07:15:00+02:00,PT15M
12,0.18,-75,58.9,8.7,0,99,0,78.7,1019.1,4.5,73,2019-07-10T07:30:00+02:00,PT15M
13,0.18,-78,67.8,8.8,0,90,0,77.7,1019.1,4.3,71,2019-07-10T07:45:00+02:00,PT15M
13,0.18,-81,66.7,8.9,0,106,0,76.7,1019.2,4.1,68,2019-07-10T08:00:00+02:00,PT15M
13,0.18,-84,66,9,0,121,0,75.6,1019.2,4,66,2019-07-10T08:15:00+02:00,PT15M
14,0.18,-87,63.8,9,0,143,0,74.3,1019.1,4,64,2019-07-10T08:30:00+02:00,PT15M
14,0.18,-90,64,9,0,156,0,73.1,1019,4,62,2019-07-10T08:45:00+02:00,PT15M
14,0.18,-93,62.6,9,0,177,0,72,1018.9,4.1,59,2019-07-10T09:00:00+02:00,PT15M
14,0.18,-96,61.3,8.9,0,197,0,70.5,1018.9,4.1,57,2019-07-10T09:15:00+02:00,PT15M
14,0.18,-99,62.2,8.7,0,207,0,68.8,1019,4.1,55,2019-07-10T09:30:00+02:00,PT15M
15,0.18,-102,61.9,8.6,0,222,0,67.1,1019.1,4,53,2019-07-10T09:45:00+02:00,PT15M
15,0.18,-106,59.7,8.4,0,249,0,65.5,1019.3,4,50,2019-07-10T10:00:00+02:00,PT15M
15,0.18,-109,57.8,8.3,0,274,0,64.1,1019.3,4,48,2019-07-10T10:15:00+02:00,PT15M
15,0.18,-113,54.8,8.3,0,308,0,63.1,1019.3,4.1,46,2019-07-10T10:30:00+02:00,PT15M
16,0.18,-117,50.8,8.4,0,349,0,62.1,1019.3,4.1,44,2019-07-10T10:45:00+02:00,PT15M
16,0.18,-121,46.1,8.4,0,397,0,61.1,1019.2,4.1,42,2019-07-10T11:00:00+02:00,PT15M
16,0.18,-126,41.2,8.4,7,447,0,60.3,1019.2,4,40,2019-07-10T11:15:00+02:00,PT15M
16,0.18,-130,35.3,8.4,88,507,0,59.5,1019.3,3.9,38,2019-07-10T11:30:00+02:00,PT15M
16,0.18,-135,28.1,8.3,216,577,0,58.7,1019.3,3.7,37,2019-07-10T11:45:00+02:00,PT15M
17,0.18,-141,22.5,8.3,330,636,0,58,1019.3,3.6,35,2019-07-10T12:00:00+02:00,PT15M
17,0.18,-146,14.3,8.3,516,716,0,57.1,1019.3,3.5,34,2019-07-10T12:15:00+02:00,PT15M
17,0.18,-152,9.3,8.3,639,769,0,56.2,1019.2,3.5,33,2019-07-10T12:30:00+02:00,PT15M
18,0.18,-158,18.2,8.4,429,702,0,55.2,1019.1,3.5,32,2019-07-10T12:45:00+02:00,PT15M
18,0.18,-165,15.5,8.4,492,731,0,54.2,1019,3.4,31,2019-07-10T13:00:00+02:00,PT15M
18,0.18,-172,17.8,8.4,442,714,0,53.1,1018.9,3.4,30,2019-07-10T13:15:00+02:00,PT15M
18,0.18,-179,27.5,8.3,237,630,0,51.9,1018.8,3.4,30,2019-07-10T13:30:00+02:00,PT15M
19,0.18,175,30.2,8.3,186,605,0,50.7,1018.8,3.4,30,2019-07-10T13:45:00+02:00,PT15M
19,0.18,168,39.3,8.2,30,523,0,49.5,1018.7,3.4,31,2019-07-10T14:00:00+02:00,PT15M
19,0.18,161,42.1,8.1,8,494,0,48.3,1018.7,3.5,31,2019-07-10T14:15:00+02:00,PT15M
20,0.18,155,45.4,8,0,461,0,47.2,1018.6,3.6,32,2019-07-10T14:30:00+02:00,PT15M
20,0.18,149,42.8,7.8,3,475,0,46,1018.5,3.6,33,2019-07-10T14:45:00+02:00,PT15M
20,0.18,143,51,7.7,0,400,0,44.9,1018.4,3.7,35,2019-07-10T15:00:00+02:00,PT15M
20,0.18,137,52.7,7.6,0,378,0,44.2,1018.3,3.8,36,2019-07-10T15:15:00+02:00,PT15M
20,0.18,132,44.7,7.5,0,430,0,43.8,1018.2,3.8,38,2019-07-10T15:30:00+02:00,PT15M
20,0.18,127,44.4,7.5,0,421,0,43.4,1018,3.8,39,2019-07-10T15:45:00+02:00,PT15M
20,0.18,123,47.2,7.4,0,386,0,42.9,1017.9,3.8,41,2019-07-10T16:00:00+02:00,PT15M
21,0.18,119,47.1,7.4,0,373,0,42.6,1017.7,3.8,43,2019-07-10T16:15:00+02:00,PT15M
21,0.18,115,50.2,7.3,0,337,0,42.2,1017.6,3.6,45,2019-07-10T16:30:00+02:00,PT15M
21,0.18,111,48.2,7.2,0,335,0,41.9,1017.4,3.5,47,2019-07-10T16:45:00+02:00,PT15M
21,0.18,107,38.7,7.1,25,377,0,41.5,1017.3,3.3,49,2019-07-10T17:00:00+02:00,PT15M
21,0.18,104,40.1,7.1,20,348,0,41.3,1017.2,3.3,52,2019-07-10T17:15:00+02:00,PT15M
21,0.18,100,28.7,7,161,390,0,41.1,1017.1,3.3,54,2019-07-10T17:30:00+02:00,PT15M
21,0.18,97,29.1,7,149,363,0,41,1017.1,3.3,56,2019-07-10T17:45:00+02:00,PT15M
21,0.18,94,34,6.9,67,314,0,40.9,1017,3.3,58,2019-07-10T18:00:00+02:00,PT15M
21,0.18,91,35.5,7,40,283,0,41,1017,3.4,61,2019-07-10T18:15:00+02:00,PT15M
21,0.18,88,37.2,7,12,252,0,41.3,1016.9,3.4,63,2019-07-10T18:30:00+02:00,PT15M
21,0.18,85,34.8,7.2,36,237,0,41.7,1016.9,3.5,65,2019-07-10T18:45:00+02:00,PT15M
21,0.18,82,39.9,7.3,8,195,0,42,1016.8,3.5,67,2019-07-10T19:00:00+02:00,PT15M
21,0.18,79,56.9,7.3,0,124,0,42.5,1016.7,3.5,70,2019-07-10T19:15:00+02:00,PT15M
20,0.18,77,71.7,7.4,0,70,0,43.1,1016.6,3.4,72,2019-07-10T19:30:00+02:00,PT15M
20,0.18,74,67.1,7.4,0,69,0,43.7,1016.5,3.3,74,2019-07-10T19:45:00+02:00,PT15M
20,0.18,71,62.3,7.5,0,66,0,44.3,1016.4,3.2,76,2019-07-10T20:00:00+02:00,PT15M
20,0.18,68,57.6,7.6,0,60,0,45.2,1016.4,3.1,78,2019-07-10T20:15:00+02:00,PT15M
20,0.18,65,48.5,7.7,0,56,0,46.4,1016.3,3.1,81,2019-07-10T20:30:00+02:00,PT15M
19,0.18,63,57,7.9,0,34,0,47.6,1016.2,3,83,2019-07-10T20:45:00+02:00,PT15M
19,0.18,60,56.9,8,0,22,0,48.9,1016.1,3,85,2019-07-10T21:00:00+02:00,PT15M
19,0.18,57,51.2,8.2,0,15,0,50.3,1016.1,3,86,2019-07-10T21:15:00+02:00,PT15M
18,0.18,54,66.3,8.4,0,4,0,51.8,1016.1,3.2,88,2019-07-10T21:30:00+02:00,PT15M
18,0.18,51,74.9,8.5,0,0,0,53.4,1016.1,3.3,90,2019-07-10T21:45:00+02:00,PT15M
18,0.18,48,73,8.7,0,0,0,55.1,1016.1,3.5,92,2019-07-10T22:00:00+02:00,PT15M
18,0.18,45,75.2,8.8,0,0,0.1,56.3,1016.1,3.6,94,2019-07-10T22:15:00+02:00,PT15M
17,0.18,42,72.3,8.8,0,0,0.1,56.9,1016.2,3.7,95,2019-07-10T22:30:00+02:00,PT15M
17,0.18,39,59.9,8.8,0,0,0.1,57.5,1016.2,3.7,97,2019-07-10T22:45:00+02:00,PT15M
17,0.18,35,58.5,8.8,0,0,0.1,58.2,1016.3,3.8,98,2019-07-10T23:00:00+02:00,PT15M
17,0.18,32,69.3,8.8,0,0,0,59.4,1016.3,3.8,99,2019-07-10T23:15:00+02:00,PT15M
16,0.18,29,69.1,8.9,0,0,0,61.2,1016.3,3.6,100,2019-07-10T23:30:00+02:00,PT15M
16,0.18,25,68.8,9,0,0,0,63.1,1016.3,3.5,101,2019-07-10T23:45:00+02:00,PT15M
16,0.18,22,69.7,9.1,0,0,0,65.1,1016.3,3.4,102,2019-07-11T00:00:00+02:00,PT15M
15,0.18,19,70.6,9.1,0,0,0,66.6,1016.3,3.3,103,2019-07-11T00:15:00+02:00,PT15M
15,0.18,15,73.9,9.2,0,0,0,67.7,1016.2,3.2,104,2019-07-11T00:30:00+02:00,PT15M
15,0.18,11,79.4,9.3,0,0,0,68.8,1016.1,3.1,104,2019-07-11T00:45:00+02:00,PT15M
15,0.18,8,80.2,9.4,0,0,0,70,1016,3,105,2019-07-11T01:00:00+02:00,PT15M
15,0.18,4,80.5,9.5,0,0,0,71.1,1016,2.8,105,2019-07-11T01:15:00+02:00,PT15M
15,0.18,1,78.2,9.6,0,0,0,72.3,1015.9,2.7,105,2019-07-11T01:30:00+02:00,PT15M
14,0.18,-3,78.7,9.6,0,0,0,73.5,1015.8,2.5,105,2019-07-11T01:45:00+02:00,PT15M
14,0.18,-6,83.2,9.8,0,0,0,74.7,1015.7,2.4,105,2019-07-11T02:00:00+02:00,PT15M
14,0.17,-10,91.9,9.8,0,0,0.1,75.8,1015.7,2.4,104,2019-07-11T02:15:00+02:00,PT15M
14,0.17,-14,92.9,9.9,0,0,0.1,76.6,1015.7,2.4,104,2019-07-11T02:30:00+02:00,PT15M
14,0.17,-17,94.1,10,0,0,0.1,77.5,1015.6,2.4,103,2019-07-11T02:45:00+02:00,PT15M
14,0.17,-20,94.1,10.1,0,0,0.1,78.4,1015.6,2.4,103,2019-07-11T03:00:00+02:00,PT15M
14,0.17,-24,94.1,10.2,0,0,0.1,79.4,1015.5,2.3,102,2019-07-11T03:15:00+02:00,PT15M
14,0.17,-27,94.1,10.3,0,0,0.1,80.5,1015.4,2,101,2019-07-11T03:30:00+02:00,PT15M
14,0.17,-31,93.8,10.4,0,0,0.1,81.5,1015.2,1.8,100,2019-07-11T03:45:00+02:00,PT15M
