air_temp,albedo,azimuth,dni,ghi,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m,zenith,period_end,period
10,0.18,-65,16,9,0,82.2,1009.2,7.3,89,2015-05-06T04:00:00Z,PT5M
10,0.18,-66,39,15,0,82.1,1009.2,7.3,88,2015-05-06T04:05:00Z,PT5M
10,0.18,-67,24,20,0,82,1009.2,7.3,87,2015-05-06T04:10:00Z,PT5M
10,0.18,-68,7,25,0,81.9,1009.2,7.3,87,2015-05-06T04:15:00Z,PT5M
10,0.18,-69,0,29,0,81.8,1009.3,7.3,86,2015-05-06T04:20:00Z,PT5M
10,0.18,-70,0,35,0,81.8,1009.3,7.3,85,2015-05-06T04:25:00Z,PT5M
10,0.18,-71,0,41,0,81.7,1009.3,7.3,85,2015-05-06T04:30:00Z,PT5M
10,0.18,-71,0,47,0,81.6,1009.4,7.3,84,2015-05-06T04:35:00Z,PT5M
10,0.18,-72,0,54,0,81.5,1009.4,7.3,83,2015-05-06T04:40:00Z,PT5M
10,0.18,-73,0,61,0,81.4,1009.4,7.3,82,2015-05-06T04:45:00Z,PT5M
10,0.18,-74,0,69,0,81.3,1009.5,7.3,82,2015-05-06T04:50:00Z,PT5M
10,0.18,-75,0,75,0,81.3,1009.5,7.3,81,2015-05-06T04:55:00Z,PT5M
11,0.18,-76,0,80,0,81.2,1009.5,7.3,80,2015-05-06T05:00:00Z,PT5M
11,0.18,-77,0,86,0,81,1009.6,7.3,79,2015-05-06T05:05:00Z,PT5M
11,0.18,-78,0,88,0,80.6,1009.6,7.3,79,2015-05-06T05:10:00Z,PT5M
11,0.18,-79,0,90,0,80.3,1009.6,7.2,78,2015-05-06T05:15:00Z,PT5M
11,0.18,-80,0,92,0,79.9,1009.7,7.2,77,2015-05-06T05:20:00Z,PT5M
11,0.18,-81,0,102,0,79.6,1009.7,7.1,76,2015-05-06T05:25:00Z,PT5M
11,0.18,-82,0,115,0,79.2,1009.7,7.1,76,2015-05-06T05:30:00Z,PT5M
12,0.18,-83,0,127,0,78.9,1009.8,7.1,75,2015-05-06T05:35:00Z,PT5M
12,0.18,-84,27,150,0,78.6,1009.8,7,74,2015-05-06T05:40:00Z,PT5M
12,0.18,-85,145,178,0,78.2,1009.8,7,73,2015-05-06T05:45:00Z,PT5M
12,0.18,-86,295,209,0,77.9,1009.9,6.9,73,2015-05-06T05:50:00Z,PT5M
12,0.18,-87,346,226,0,77.6,1009.9,6.9,72,2015-05-06T05:55:00Z,PT5M
12,0.18,-88,384,242,0,77.3,1009.9,6.9,71,2015-05-06T06:00:00Z,PT5M
12,0.18,-89,423,259,0,76.8,1010,6.8,70,2015-05-06T06:05:00Z,PT5M
13,0.18,-90,517,283,0,76.2,1010,6.7,70,2015-05-06T06:10:00Z,PT5M
13,0.18,-91,628,310,0,75.6,1010,6.6,69,2015-05-06T06:15:00Z,PT5M
13,0.18,-92,692,331,0,75.1,1010,6.6,68,2015-05-06T06:20:00Z,PT5M
13,0.18,-93,694,344,0,74.5,1010.1,6.5,67,2015-05-06T06:25:00Z,PT5M
13,0.18,-94,612,343,0,73.9,1010.1,6.4,67,2015-05-06T06:30:00Z,PT5M
13,0.18,-95,527,341,0,73.4,1010.1,6.3,66,2015-05-06T06:35:00Z,PT5M
13,0.18,-96,566,359,0,72.8,1010.1,6.2,65,2015-05-06T06:40:00Z,PT5M
14,0.18,-97,603,376,0,72.3,1010.2,6.2,64,2015-05-06T06:45:00Z,PT5M
14,0.18,-98,637,394,0,71.8,1010.2,6.1,64,2015-05-06T06:50:00Z,PT5M
14,0.18,-99,636,405,0,71.2,1010.2,6,63,2015-05-06T06:55:00Z,PT5M
14,0.18,-100,632,415,0,70.7,1010.2,6,62,2015-05-06T07:00:00Z,PT5M
14,0.18,-101,627,426,0.1,70,1010.3,6,61,2015-05-06T07:05:00Z,PT5M
14,0.18,-102,657,443,0.1,69.2,1010.2,6,61,2015-05-06T07:10:00Z,PT5M
14,0.18,-103,691,461,0.1,68.4,1010.2,6.1,60,2015-05-06T07:15:00Z,PT5M
15,0.18,-104,726,479,0.1,67.6,1010.2,6.2,59,2015-05-06T07:20:00Z,PT5M
15,0.18,-106,795,504,0.1,66.9,1010.2,6.3,58,2015-05-06T07:25:00Z,PT5M
15,0.18,-107,801,516,0.1,66.1,1010.2,6.3,58,2015-05-06T07:30:00Z,PT5M
15,0.18,-108,806,529,0.1,65.4,1010.2,6.4,57,2015-05-06T07:35:00Z,PT5M
15,0.18,-109,812,541,0.1,64.6,1010.2,6.5,56,2015-05-06T07:40:00Z,PT5M
15,0.18,-110,817,553,0.1,63.9,1010.2,6.6,56,2015-05-06T07:45:00Z,PT5M
15,0.18,-111,822,565,0.1,63.1,1010.2,6.7,55,2015-05-06T07:50:00Z,PT5M
15,0.18,-113,827,577,0.1,62.4,1010.2,6.7,54,2015-05-06T07:55:00Z,PT5M
15,0.18,-114,832,588,0.1,61.7,1010.2,6.8,53,2015-05-06T08:00:00Z,PT5M
15,0.18,-115,836,600,0,61,1010.2,6.9,53,2015-05-06T08:05:00Z,PT5M
16,0.18,-116,840,611,0,60.4,1010.2,6.9,52,2015-05-06T08:10:00Z,PT5M
16,0.18,-117,844,622,0,59.8,1010.2,7,51,2015-05-06T08:15:00Z,PT5M
16,0.18,-119,848,633,0,59.2,1010.2,7,51,2015-05-06T08:20:00Z,PT5M
16,0.18,-120,852,643,0,58.6,1010.2,7,50,2015-05-06T08:25:00Z,PT5M
16,0.18,-121,855,653,0,58.1,1010.2,7.1,49,2015-05-06T08:30:00Z,PT5M
16,0.18,-123,860,664,0,57.5,1010.2,7.1,49,2015-05-06T08:35:00Z,PT5M
16,0.18,-124,865,674,0,56.9,1010.2,7.2,48,2015-05-06T08:40:00Z,PT5M
16,0.18,-125,869,684,0,56.3,1010.2,7.2,47,2015-05-06T08:45:00Z,PT5M
16,0.18,-127,874,693,0,55.8,1010.2,7.3,47,2015-05-06T08:50:00Z,PT5M
16,0.18,-128,868,700,0,55.2,1010.2,7.3,46,2015-05-06T08:55:00Z,PT5M
16,0.18,-130,718,668,0,54.7,1010.2,7.4,46,2015-05-06T09:00:00Z,PT5M
16,0.18,-131,581,636,0,53.9,1010.2,7.4,45,2015-05-06T09:05:00Z,PT5M
16,0.18,-133,733,687,0,53,1010.2,7.5,45,2015-05-06T09:10:00Z,PT5M
16,0.18,-134,894,737,0,52.2,1010.2,7.5,44,2015-05-06T09:15:00Z,PT5M
16,0.18,-136,897,745,0,51.3,1010.2,7.6,43,2015-05-06T09:20:00Z,PT5M
16,0.18,-137,901,753,0,50.4,1010.2,7.7,43,2015-05-06T09:25:00Z,PT5M
17,0.18,-139,904,760,0,49.6,1010.2,7.7,42,2015-05-06T09:30:00Z,PT5M
17,0.18,-141,907,767,0,48.8,1010.2,7.8,42,2015-05-06T09:35:00Z,PT5M
17,0.18,-142,909,774,0,48,1010.2,7.9,41,2015-05-06T09:40:00Z,PT5M
17,0.18,-144,910,780,0,47.2,1010.2,7.9,41,2015-05-06T09:45:00Z,PT5M
17,0.18,-146,912,786,0,46.4,1010.2,8,41,2015-05-06T09:50:00Z,PT5M
17,0.18,-147,913,792,0,45.6,1010.2,8.1,40,2015-05-06T09:55:00Z,PT5M
17,0.18,-149,915,797,0,44.8,1010.2,8.1,40,2015-05-06T10:00:00Z,PT5M
17,0.18,-151,916,802,0,44.3,1010.1,8.2,39,2015-05-06T10:05:00Z,PT5M
17,0.18,-153,918,807,0,44,1010.1,8.2,39,2015-05-06T10:10:00Z,PT5M
17,0.18,-155,830,786,0,43.6,1010.1,8.3,39,2015-05-06T10:15:00Z,PT5M
17,0.18,-157,718,756,0,43.3,1010,8.3,38,2015-05-06T10:20:00Z,PT5M
17,0.18,-158,660,741,0,43,1010,8.3,38,2015-05-06T10:25:00Z,PT5M
17,0.18,-160,609,727,0,42.7,1009.9,8.4,38,2015-05-06T10:30:00Z,PT5M
17,0.18,-162,559,713,0,42.4,1009.9,8.4,38,2015-05-06T10:35:00Z,PT5M
17,0.18,-164,511,699,0,42,1009.8,8.4,37,2015-05-06T10:40:00Z,PT5M
17,0.18,-166,464,684,0,41.7,1009.8,8.5,37,2015-05-06T10:45:00Z,PT5M
17,0.18,-168,419,670,0,41.4,1009.8,8.5,37,2015-05-06T10:50:00Z,PT5M
17,0.18,-170,595,733,0,41.1,1009.7,8.5,37,2015-05-06T10:55:00Z,PT5M
17,0.18,-172,826,808,0,40.8,1009.7,8.6,37,2015-05-06T11:00:00Z,PT5M
17,0.18,-174,922,838,0.1,40.6,1009.6,8.6,37,2015-05-06T11:05:00Z,PT5M
17,0.18,-176,922,838,0.1,40.4,1009.6,8.6,37,2015-05-06T11:10:00Z,PT5M
17,0.18,-178,921,839,0.1,40.2,1009.6,8.5,36,2015-05-06T11:15:00Z,PT5M
18,0.18,180,843,816,0.1,40.1,1009.6,8.5,36,2015-05-06T11:20:00Z,PT5M
18,0.18,178,833,813,0.1,39.9,1009.6,8.5,36,2015-05-06T11:25:00Z,PT5M
18,0.18,176,833,812,0.1,39.7,1009.6,8.5,37,2015-05-06T11:30:00Z,PT5M
18,0.18,174,832,811,0.1,39.5,1009.5,8.5,37,2015-05-06T11:35:00Z,PT5M
18,0.18,172,680,763,0.1,39.4,1009.5,8.4,37,2015-05-06T11:40:00Z,PT5M
18,0.18,170,527,711,0.1,39.2,1009.5,8.4,37,2015-05-06T11:45:00Z,PT5M
18,0.18,168,390,660,0.1,39,1009.5,8.4,37,2015-05-06T11:50:00Z,PT5M
18,0.18,166,476,690,0.1,38.9,1009.5,8.4,37,2015-05-06T11:55:00Z,PT5M
18,0.18,164,596,729,0.1,38.7,1009.5,8.4,37,2015-05-06T12:00:00Z,PT5M
18,0.18,162,727,769,0,38.6,1009.5,8.4,38,2015-05-06T12:05:00Z,PT5M
18,0.18,160,691,755,0,38.5,1009.4,8.5,38,2015-05-06T12:10:00Z,PT5M
18,0.18,158,637,734,0,38.3,1009.4,8.6,38,2015-05-06T12:15:00Z,PT5M
18,0.18,156,585,714,0,38.2,1009.4,8.7,38,2015-05-06T12:20:00Z,PT5M
18,0.18,154,502,684,0,38.1,1009.4,8.8,39,2015-05-06T12:25:00Z,PT5M
18,0.18,153,422,652,0,38,1009.4,8.9,39,2015-05-06T12:30:00Z,PT5M
18,0.18,151,346,621,0,37.9,1009.4,9,39,2015-05-06T12:35:00Z,PT5M
18,0.18,149,86,510,0,37.8,1009.4,9.1,40,2015-05-06T12:40:00Z,PT5M
18,0.18,147,0,401,0,37.7,1009.4,9.2,40,2015-05-06T12:45:00Z,PT5M
18,0.18,145,0,304,0,37.6,1009.4,9.2,41,2015-05-06T12:50:00Z,PT5M
18,0.18,144,0,293,0,37.5,1009.4,9.3,41,2015-05-06T12:55:00Z,PT5M
18,0.18,142,0,291,0,37.4,1009.4,9.4,41,2015-05-06T13:00:00Z,PT5M
18,0.18,140,0,288,0,37.3,1009.3,9.5,42,2015-05-06T13:05:00Z,PT5M
18,0.18,139,0,318,0,37.2,1009.3,9.5,42,2015-05-06T13:10:00Z,PT5M
18,0.18,137,0,351,0,37.2,1009.3,9.5,43,2015-05-06T13:15:00Z,PT5M
18,0.18,136,0,385,0,37.1,1009.3,9.5,43,2015-05-06T13:20:00Z,PT5M
18,0.18,134,0,431,0,37,1009.2,9.4,44,2015-05-06T13:25:00Z,PT5M
18,0.18,132,109,480,0,36.9,1009.2,9.4,45,2015-05-06T13:30:00Z,PT5M
18,0.18,131,250,530,0,36.8,1009.2,9.4,45,2015-05-06T13:35:00Z,PT5M
18,0.18,130,447,590,0,36.7,1009.2,9.4,46,2015-05-06T13:40:00Z,PT5M
18,0.18,128,688,653,0,36.6,1009.1,9.4,46,2015-05-06T13:45:00Z,PT5M
18,0.18,127,863,691,0,36.5,1009.1,9.4,47,2015-05-06T13:50:00Z,PT5M
18,0.18,125,604,615,0,36.4,1009.1,9.4,48,2015-05-06T13:55:00Z,PT5M
18,0.18,124,261,503,0,36.4,1009.1,9.4,48,2015-05-06T14:00:00Z,PT5M
18,0.18,122,15,402,0.1,36.5,1009,9.3,49,2015-05-06T14:05:00Z,PT5M
18,0.18,121,0,389,0.1,36.8,1009,9.3,49,2015-05-06T14:10:00Z,PT5M
18,0.18,120,2,384,0.1,37.1,1009,9.3,50,2015-05-06T14:15:00Z,PT5M
18,0.18,119,5,380,0.1,37.4,1009,9.3,51,2015-05-06T14:20:00Z,PT5M
18,0.18,117,96,410,0.1,37.7,1008.9,9.2,51,2015-05-06T14:25:00Z,PT5M
18,0.18,116,216,445,0.1,38,1008.9,9.2,52,2015-05-06T14:30:00Z,PT5M
18,0.18,115,356,480,0.1,38.3,1008.9,9.2,53,2015-05-06T14:35:00Z,PT5M
18,0.18,114,284,451,0.1,38.7,1008.9,9.1,53,2015-05-06T14:40:00Z,PT5M
18,0.18,112,195,416,0.1,39,1008.8,9.1,54,2015-05-06T14:45:00Z,PT5M
18,0.18,111,116,383,0.1,39.3,1008.8,9.1,55,2015-05-06T14:50:00Z,PT5M
18,0.18,110,84,365,0.1,39.7,1008.8,9.1,56,2015-05-06T14:55:00Z,PT5M
18,0.18,109,59,349,0.1,40,1008.8,9,56,2015-05-06T15:00:00Z,PT5M
18,0.18,108,34,333,0.1,40.3,1008.8,9,57,2015-05-06T15:05:00Z,PT5M
17,0.18,106,0,267,0.1,40.7,1008.9,9,58,2015-05-06T15:10:00Z,PT5M
17,0.18,105,0,203,0.1,41,1008.9,9.1,58,2015-05-06T15:15:00Z,PT5M
17,0.18,104,0,149,0.1,41.3,1009,9.1,59,2015-05-06T15:20:00Z,PT5M
17,0.18,103,0,182,0.1,41.7,1009.1,9.1,60,2015-05-06T15:25:00Z,PT5M
17,0.18,102,0,227,0.1,42,1009.1,9.1,61,2015-05-06T15:30:00Z,PT5M
17,0.18,101,0,275,0.1,42.4,1009.2,9.1,61,2015-05-06T15:35:00Z,PT5M
17,0.18,100,0,232,0.1,42.8,1009.3,9.2,62,2015-05-06T15:40:00Z,PT5M
17,0.18,99,0,184,0.1,43.1,1009.3,9.2,63,2015-05-06T15:45:00Z,PT5M
17,0.18,98,0,143,0.1,43.5,1009.4,9.2,64,2015-05-06T15:50:00Z,PT5M
17,0.18,97,0,125,0.1,43.8,1009.5,9.3,64,2015-05-06T15:55:00Z,PT5M
17,0.18,96,0,111,0.1,44.2,1009.5,9.3,65,2015-05-06T16:00:00Z,PT5M
17,0.18,95,0,99,0,44.7,1009.6,9.3,66,2015-05-06T16:05:00Z,PT5M
17,0.18,94,0,100,0,45.2,1009.6,9.1,67,2015-05-06T16:10:00Z,PT5M
17,0.18,93,0,102,0,45.8,1009.7,8.9,67,2015-05-06T16:15:00Z,PT5M
16,0.18,92,0,103,0,46.4,1009.7,8.7,68,2015-05-06T16:20:00Z,PT5M
16,0.18,91,0,98,0,47,1009.7,8.6,69,2015-05-06T16:25:00Z,PT5M
16,0.18,90,0,91,0,47.6,1009.8,8.4,70,2015-05-06T16:30:00Z,PT5M
16,0.18,89,0,85,0,48.2,1009.8,8.2,70,2015-05-06T16:35:00Z,PT5M
16,0.18,88,0,97,0,48.8,1009.9,8.1,71,2015-05-06T16:40:00Z,PT5M
16,0.18,87,0,109,0,49.4,1009.9,7.9,72,2015-05-06T16:45:00Z,PT5M
16,0.18,86,0,120,0,50,1010,7.8,73,2015-05-06T16:50:00Z,PT5M
16,0.18,85,0,126,0,50.7,1010,7.6,73,2015-05-06T16:55:00Z,PT5M
15,0.18,84,0,131,0,51.3,1010,7.5,74,2015-05-06T17:00:00Z,PT5M
15,0.18,83,0,133,0.2,51.8,1010.1,7.4,75,2015-05-06T17:05:00Z,PT5M
15,0.18,82,0,117,0.2,52.1,1010.1,7.5,76,2015-05-06T17:10:00Z,PT5M
15,0.18,81,0,100,0.2,52.5,1010.2,7.5,76,2015-05-06T17:15:00Z,PT5M
15,0.18,80,0,85,0.2,52.8,1010.2,7.6,77,2015-05-06T17:20:00Z,PT5M
15,0.18,79,0,75,0.2,53.1,1010.2,7.6,78,2015-05-06T17:25:00Z,PT5M
15,0.18,78,0,67,0.2,53.5,1010.3,7.7,79,2015-05-06T17:30:00Z,PT5M
15,0.18,77,0,59,0.2,53.8,1010.3,7.7,79,2015-05-06T17:35:00Z,PT5M
14,0.18,76,0,49,0.2,54.2,1010.4,7.8,80,2015-05-06T17:40:00Z,PT5M
14,0.18,75,0,40,0.2,54.5,1010.4,7.8,81,2015-05-06T17:45:00Z,PT5M
14,0.18,74,0,32,0.2,54.9,1010.5,7.9,82,2015-05-06T17:50:00Z,PT5M
14,0.18,73,0,33,0.2,55.2,1010.5,7.9,82,2015-05-06T17:55:00Z,PT5M
14,0.18,72,0,35,0.2,55.6,1010.5,8,83,2015-05-06T18:00:00Z,PT5M
14,0.18,71,0,36,0,56,1010.6,8,84,2015-05-06T18:05:00Z,PT5M
14,0.18,70,0,36,0,56.5,1010.6,8,85,2015-05-06T18:10:00Z,PT5M
14,0.18,69,0,34,0,57,1010.6,8,85,2015-05-06T18:15:00Z,PT5M
14,0.18,68,24,31,0,57.5,1010.7,8,86,2015-05-06T18:20:00Z,PT5M
13,0.18,67,29,26,0,58,1010.7,8,87,2015-05-06T18:25:00Z,PT5M
13,0.18,66,25,20,0,58.5,1010.7,8,87,2015-05-06T18:30:00Z,PT5M
13,0.18,65,19,14,0,59,1010.7,8,88,2015-05-06T18:35:00Z,PT5M
13,0.18,64,12,9,0,59.5,1010.8,8,89,2015-05-06T18:40:00Z,PT5M
13,0.18,63,3,3,0,60.1,1010.8,8,89,2015-05-06T18:45:00Z,PT5M
13,0.18,62,0,0,0,60.6,1010.8,8,90,2015-05-06T18:50:00Z,PT5M
13,0.18,61,0,0,0,61.1,1010.8,8,91,2015-05-06T18:55:00Z,PT5M
13,0.18,60,0,0,0,61.7,1010.9,8,91,2015-05-06T19:00:00Z,PT5M
12,0.18,59,0,0,0,62.2,1010.9,8,92,2015-05-06T19:05:00Z,PT5M
12,0.18,58,0,0,0,62.8,1010.9,8,93,2015-05-06T19:10:00Z,PT5M
12,0.18,57,0,0,0,63.4,1011,8.1,93,2015-05-06T19:15:00Z,PT5M
12,0.18,56,0,0,0,64,1011,8.1,94,2015-05-06T19:20:00Z,PT5M
12,0.18,55,0,0,0,64.6,1011.1,8.2,95,2015-05-06T19:25:00Z,PT5M
12,0.18,54,0,0,0,65.2,1011.1,8.2,95,2015-05-06T19:30:00Z,PT5M
12,0.18,53,0,0,0,65.9,1011.1,8.2,96,2015-05-06T19:35:00Z,PT5M
12,0.18,52,0,0,0,66.5,1011.2,8.3,96,2015-05-06T19:40:00Z,PT5M
12,0.18,51,0,0,0,67.1,1011.2,8.3,97,2015-05-06T19:45:00Z,PT5M
12,0.18,50,0,0,0,67.8,1011.3,8.3,98,2015-05-06T19:50:00Z,PT5M
12,0.18,49,0,0,0,68.4,1011.3,8.4,98,2015-05-06T19:55:00Z,PT5M
11,0.18,48,0,0,0,69.1,1011.3,8.4,99,2015-05-06T20:00:00Z,PT5M
11,0.18,47,0,0,0,69.5,1011.4,8.4,99,2015-05-06T20:05:00Z,PT5M
11,0.18,46,0,0,0,69.9,1011.4,8.4,100,2015-05-06T20:10:00Z,PT5M
11,0.18,45,0,0,0,70.2,1011.4,8.4,100,2015-05-06T20:15:00Z,PT5M
11,0.18,44,0,0,0,70.5,1011.4,8.4,101,2015-05-06T20:20:00Z,PT5M
11,0.18,43,0,0,0,70.8,1011.4,8.4,101,2015-05-06T20:25:00Z,PT5M
11,0.18,41,0,0,0,71.1,1011.4,8.4,102,2015-05-06T20:30:00Z,PT5M
11,0.18,40,0,0,0,71.4,1011.4,8.5,102,2015-05-06T20:35:00Z,PT5M
11,0.18,39,0,0,0,71.7,1011.4,8.5,103,2015-05-06T20:40:00Z,PT5M
11,0.18,38,0,0,0,72,1011.4,8.5,103,2015-05-06T20:45:00Z,PT5M
11,0.18,37,0,0,0,72.4,1011.4,8.5,104,2015-05-06T20:50:00Z,PT5M
11,0.18,36,0,0,0,72.7,1011.4,8.5,104,2015-05-06T20:55:00Z,PT5M
10,0.18,35,0,0,0,73,1011.4,8.5,105,2015-05-06T21:00:00Z,PT5M
10,0.18,33,0,0,0,73.3,1011.4,8.5,105,2015-05-06T21:05:00Z,PT5M
10,0.18,32,0,0,0,73.6,1011.4,8.5,106,2015-05-06T21:10:00Z,PT5M
10,0.18,31,0,0,0,73.9,1011.4,8.6,106,2015-05-06T21:15:00Z,PT5M
10,0.18,30,0,0,0,74.2,1011.4,8.6,106,2015-05-06T21:20:00Z,PT5M
10,0.18,29,0,0,0,74.5,1011.4,8.6,107,2015-05-06T21:25:00Z,PT5M
10,0.18,28,0,0,0,74.8,1011.4,8.6,107,2015-05-06T21:30:00Z,PT5M
10,0.18,26,0,0,0,75.1,1011.4,8.7,107,2015-05-06T21:35:00Z,PT5M
10,0.18,25,0,0,0,75.4,1011.4,8.7,108,2015-05-06T21:40:00Z,PT5M
10,0.18,24,0,0,0,75.7,1011.4,8.7,108,2015-05-06T21:45:00Z,PT5M
10,0.18,23,0,0,0,76,1011.4,8.7,108,2015-05-06T21:50:00Z,PT5M
10,0.18,21,0,0,0,76.3,1011.4,8.8,109,2015-05-06T21:55:00Z,PT5M
10,0.18,20,0,0,0,76.6,1011.4,8.8,109,2015-05-06T22:00:00Z,PT5M
10,0.18,19,0,0,0,76.6,1011.4,8.8,109,2015-05-06T22:05:00Z,PT5M
10,0.18,18,0,0,0,76.4,1011.4,8.9,109,2015-05-06T22:10:00Z,PT5M
10,0.18,16,0,0,0,76.2,1011.3,8.9,110,2015-05-06T22:15:00Z,PT5M
10,0.18,15,0,0,0,76,1011.3,8.9,110,2015-05-06T22:20:00Z,PT5M
10,0.18,14,0,0,0,75.8,1011.3,9,110,2015-05-06T22:25:00Z,PT5M
10,0.18,13,0,0,0,75.5,1011.3,9,110,2015-05-06T22:30:00Z,PT5M
10,0.18,11,0,0,0,75.3,1011.3,9.1,110,2015-05-06T22:35:00Z,PT5M
10,0.18,10,0,0,0,75.1,1011.3,9.1,111,2015-05-06T22:40:00Z,PT5M
10,0.18,9,0,0,0,74.9,1011.3,9.1,111,2015-05-06T22:45:00Z,PT5M
10,0.18,8,0,0,0,74.7,1011.3,9.2,111,2015-05-06T22:50:00Z,PT5M
10,0.18,6,0,0,0,74.5,1011.3,9.2,111,2015-05-06T22:55:00Z,PT5M
10,0.18,5,0,0,0,74.3,1011.3,9.2,111,2015-05-06T23:00:00Z,PT5M
10,0.18,4,0,0,0,74.1,1011.3,9.3,111,2015-05-06T23:05:00Z,PT5M
10,0.18,2,0,0,0,74,1011.3,9.3,111,2015-05-06T23:10:00Z,PT5M
10,0.18,1,0,0,0,73.9,1011.3,9.4,111,2015-05-06T23:15:00Z,PT5M
10,0.18,0,0,0,0,73.9,1011.3,9.5,111,2015-05-06T23:20:00Z,PT5M
10,0.18,-1,0,0,0,73.8,1011.3,9.5,111,2015-05-06T23:25:00Z,PT5M
10,0.18,-3,0,0,0,73.7,1011.3,9.6,111,2015-05-06T23:30:00Z,PT5M
10,0.18,-4,0,0,0,73.6,1011.3,9.6,111,2015-05-06T23:35:00Z,PT5M
10,0.18,-5,0,0,0,73.5,1011.3,9.7,111,2015-05-06T23:40:00Z,PT5M
10,0.18,-7,0,0,0,73.4,1011.3,9.7,111,2015-05-06T23:45:00Z,PT5M
10,0.18,-8,0,0,0,73.3,1011.3,9.8,111,2015-05-06T23:50:00Z,PT5M
10,0.18,-9,0,0,0,73.3,1011.4,9.9,111,2015-05-06T23:55:00Z,PT5M
10,0.18,-10,0,0,0,73.2,1011.4,9.9,111,2015-05-07T00:00:00Z,PT5M
10,0.18,-12,0,0,0,73,1011.4,10,110,2015-05-07T00:05:00Z,PT5M
10,0.18,-13,0,0,0,72.9,1011.3,10,110,2015-05-07T00:10:00Z,PT5M
10,0.18,-14,0,0,0,72.7,1011.3,10,110,2015-05-07T00:15:00Z,PT5M
10,0.18,-15,0,0,0,72.5,1011.3,10.1,110,2015-05-07T00:20:00Z,PT5M
10,0.18,-17,0,0,0,72.4,1011.3,10.1,110,2015-05-07T00:25:00Z,PT5M
10,0.18,-18,0,0,0,72.2,1011.3,10.1,109,2015-05-07T00:30:00Z,PT5M
10,0.18,-19,0,0,0,72,1011.3,10.1,109,2015-05-07T00:35:00Z,PT5M
10,0.18,-20,0,0,0,71.9,1011.2,10.2,109,2015-05-07T00:40:00Z,PT5M
10,0.18,-22,0,0,0,71.7,1011.2,10.2,109,2015-05-07T00:45:00Z,PT5M
10,0.18,-23,0,0,0,71.5,1011.2,10.2,108,2015-05-07T00:50:00Z,PT5M
10,0.18,-24,0,0,0,71.4,1011.2,10.3,108,2015-05-07T00:55:00Z,PT5M
10,0.18,-25,0,0,0,71.2,1011.2,10.3,108,2015-05-07T01:00:00Z,PT5M
10,0.18,-27,0,0,0,71.1,1011.2,10.3,107,2015-05-07T01:05:00Z,PT5M
10,0.18,-28,0,0,0,71.1,1011.2,10.3,107,2015-05-07T01:10:00Z,PT5M
10,0.18,-29,0,0,0,71.1,1011.2,10.3,107,2015-05-07T01:15:00Z,PT5M
10,0.18,-30,0,0,0,71.1,1011.2,10.3,106,2015-05-07T01:20:00Z,PT5M
10,0.18,-31,0,0,0,71.1,1011.2,10.2,106,2015-05-07T01:25:00Z,PT5M
10,0.18,-32,0,0,0,71.1,1011.3,10.2,105,2015-05-07T01:30:00Z,PT5M
10,0.18,-34,0,0,0,71.1,1011.3,10.2,105,2015-05-07T01:35:00Z,PT5M
10,0.18,-35,0,0,0,71.1,1011.3,10.2,105,2015-05-07T01:40:00Z,PT5M
10,0.18,-36,0,0,0,71.1,1011.3,10.2,104,2015-05-07T01:45:00Z,PT5M
10,0.18,-37,0,0,0,71.1,1011.3,10.2,104,2015-05-07T01:50:00Z,PT5M
10,0.18,-38,0,0,0,71.1,1011.3,10.1,103,2015-05-07T01:55:00Z,PT5M
10,0.18,-39,0,0,0,71.1,1011.4,10.1,103,2015-05-07T02:00:00Z,PT5M
10,0.18,-40,0,0,0,71,1011.4,10.1,102,2015-05-07T02:05:00Z,PT5M
10,0.18,-42,0,0,0,71,1011.4,10.1,102,2015-05-07T02:10:00Z,PT5M
10,0.18,-43,0,0,0,70.9,1011.4,10.1,101,2015-05-07T02:15:00Z,PT5M
10,0.18,-44,0,0,0,70.9,1011.4,10.1,101,2015-05-07T02:20:00Z,PT5M
10,0.18,-45,0,0,0,70.8,1011.4,10,100,2015-05-07T02:25:00Z,PT5M
10,0.18,-46,0,0,0,70.8,1011.5,10,100,2015-05-07T02:30:00Z,PT5M
10,0.18,-47,0,0,0,70.7,1011.5,10,99,2015-05-07T02:35:00Z,PT5M
10,0.18,-48,0,0,0,70.7,1011.5,10,99,2015-05-07T02:40:00Z,PT5M
10,0.18,-49,0,0,0,70.6,1011.5,10,98,2015-05-07T02:45:00Z,PT5M
10,0.18,-50,0,0,0,70.6,1011.5,9.9,97,2015-05-07T02:50:00Z,PT5M
10,0.18,-51,0,0,0,70.5,1011.5,9.9,97,2015-05-07T02:55:00Z,PT5M
9,0.18,-52,0,0,0,70.5,1011.6,9.9,96,2015-05-07T03:00:00Z,PT5M
9,0.18,-53,0,0,0,70.5,1011.6,9.9,96,2015-05-07T03:05:00Z,PT5M
9,0.18,-54,0,0,0,70.5,1011.6,9.9,95,2015-05-07T03:10:00Z,PT5M
9,0.18,-55,0,0,0,70.6,1011.7,9.9,94,2015-05-07T03:15:00Z,PT5M
9,0.18,-56,0,0,0,70.6,1011.7,9.9,94,2015-05-07T03:20:00Z,PT5M
9,0.18,-58,0,0,0,70.7,1011.7,9.9,93,2015-05-07T03:25:00Z,PT5M
