Datum (MEZ),Leistung (MW),Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2019-01-31T07:00+01:00,9444.8,46353.89,17059.92,71.7
2019-01-31T08:00+01:00,9445.73,47303.92,18315.51,78.49
2019-01-31T09:00+01:00,9471.69,47356.74,21438.14,69.08
2019-01-31T10:00+01:00,9477.79,47103.44,24045.66,67.35
2019-01-31T11:00+01:00,9471.67,46680.42,25928.12,67.94
2019-01-31T12:00+01:00,9462.91,46526.44,26665.8,66.81
2019-01-31T13:00+01:00,9459.99,46185.85,25814.84,66.22
2019-01-31T14:00+01:00,9464.03,46127.23,22610.36,66.16
2019-01-31T15:00+01:00,9465.65,46444.64,17641.26,66.16
2019-01-31T16:00+01:00,9471.45,47040.9,13836.43,65.35
2019-01-31T17:00+01:00,9465.04,47323.76,14440.34,66.68
2019-01-31T18:00+01:00,9468.79,47221.98,16783.66,66.98
2019-01-31T19:00+01:00,9448.9,46521.08,19840.6,65.4
2019-01-31T20:00+01:00,9451.78,45092.96,22334.61,59.9
2019-01-31T21:00+01:00,9461.05,43426.96,23982.45,52.84
2019-01-31T22:00+01:00,9463.85,40559.04,24772.96,51.36
2019-01-31T23:00+01:00,9436.86,37836.1,26232.22,46.72
