Datum (MESZ),Kernenergie,Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion
,Leistung (MW),Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2019-04-12T20:00+02:00,9382.37,32192.21,15950.31,48.08
2019-04-12T21:00+02:00,9386.64,31597.97,15977.51,45.36
2019-04-12T22:00+02:00,9387.89,30979.57,15926.84,45.27
2019-04-12T23:00+02:00,9388.25,30363.68,15867.86,43.27
2019-04-13T00:00+02:00,9386.82,29519.05,15664.44,44.78
2019-04-13T01:00+02:00,9387.34,28657.16,15790.08,43.53
2019-04-13T02:00+02:00,9382.64,27811.64,16319.28,42.36
2019-04-13T03:00+02:00,9388.28,27703.98,16875.52,40.11
2019-04-13T04:00+02:00,9389.61,27554.63,17060.08,39.45
2019-04-13T05:00+02:00,9390.75,28105.75,17332.48,40.93
2019-04-13T06:00+02:00,9395.1,28321.04,17923.79,43.78
2019-04-13T07:00+02:00,9394.11,28552.41,18919.58,45.1
2019-04-13T08:00+02:00,9385.3,28710.47,21833.5,47.28
2019-04-13T09:00+02:00,9369.13,28500.6,26433.18,46.96
2019-04-13T10:00+02:00,9263.77,27422.8,31348.25,42.45
2019-04-13T11:00+02:00,9228.94,25966.76,35067.85,39.85
2019-04-13T12:00+02:00,9136.93,24782.7,36129.72,38.57
2019-04-13T13:00+02:00,8275.23,23747.88,35512.9,38.02
2019-04-13T14:00+02:00,8044.47,24070.27,34823.2,37.11
2019-04-13T15:00+02:00,8047.59,23637.63,33364.38,36.42
2019-04-13T16:00+02:00,8049.89,24089.78,30871.14,35.65
2019-04-13T17:00+02:00,8052.22,26050.04,27973.03,37.83
2019-04-13T18:00+02:00,8055.85,27090.51,23988.7,43.03
2019-04-13T19:00+02:00,8059.59,28022.6,21535.13,46.09
2019-04-13T20:00+02:00,8055.58,28513.16,21532.58,46.28
2019-04-13T21:00+02:00,8046.93,28845.28,22916.41,43.1
2019-04-13T22:00+02:00,8057.73,28351.08,23404.49,40.24
2019-04-13T23:00+02:00,8042.71,26557.8,23352.31,35.08
2019-04-14T00:00+02:00,8018.14,25574.38,22659.82,36.58
2019-04-14T01:00+02:00,8025.42,23857.4,22547.99,35.31
2019-04-14T02:00+02:00,8047.19,23460.42,21599.89,35.03
2019-04-14T03:00+02:00,8063.45,23975.57,20995.58,36.61
2019-04-14T04:00+02:00,8064.22,24831.09,20688.76,37.23
2019-04-14T05:00+02:00,8053.56,25146.1,20325.25,37.01
2019-04-14T06:00+02:00,8068.21,25467.21,20255.75,37.36
2019-04-14T07:00+02:00,8076.3,25751.77,21406.37,38.18
2019-04-14T08:00+02:00,8078.33,26027.16,23498.16,40.36
2019-04-14T09:00+02:00,8078.95,26042.33,27343.22,39.76
2019-04-14T10:00+02:00,8059.6,24613.76,31908.22,37.1
2019-04-14T11:00+02:00,8054.55,23172.25,35557.17,36.4
2019-04-14T12:00+02:00,8046.05,21678.95,37051.68,34.89
2019-04-14T13:00+02:00,7997.99,20539.86,36660.3,33.87
2019-04-14T14:00+02:00,8008.34,19281.27,35271.04,29.75
2019-04-14T15:00+02:00,8042.38,19602.77,33524.36,28.97
2019-04-14T16:00+02:00,8012.61,21896.78,31005.28,31.26
2019-04-14T17:00+02:00,8021.09,24197.13,28475.3,35.04
2019-04-14T18:00+02:00,8038.79,26032.65,24909.72,41.87
2019-04-14T19:00+02:00,8030.34,26756.61,22481.47,44.7
2019-04-14T20:00+02:00,8026.03,26703.49,22114.33,46.74
2019-04-14T21:00+02:00,8029.65,26856.05,22944.43,43.28
2019-04-14T22:00+02:00,8026.92,26835.62,22897.62,38.59
2019-04-14T23:00+02:00,8020.89,26580.04,22720.33,38.11
2019-04-15T00:00+02:00,8023.78,25912.72,22232.12,35.58
2019-04-15T01:00+02:00,8018.49,25807.61,21762.48,37.11
2019-04-15T02:00+02:00,8017.42,25703.66,21330.33,37.17
2019-04-15T03:00+02:00,8011.3,25611.41,21415.51,38.9
2019-04-15T04:00+02:00,8024.38,26342.32,21213.89,37.99
2019-04-15T05:00+02:00,8027.87,27999.81,21264.48,42.6
2019-04-15T06:00+02:00,8009.95,29769.4,21578.3,50.23
2019-04-15T07:00+02:00,8037.41,30328.75,23333.01,58.76
2019-04-15T08:00+02:00,7989.55,30317.39,27244.37,60.33
2019-04-15T09:00+02:00,8019.17,29093.06,32478.74,47.29
2019-04-15T10:00+02:00,8003.67,27846.29,37594.49,43.02
2019-04-15T11:00+02:00,7954.15,25967.32,43118.92,40.24
2019-04-15T12:00+02:00,7903.24,23250.68,48127.88,32.05
2019-04-15T13:00+02:00,7858.31,20723.1,51048.96,30.43
2019-04-15T14:00+02:00,7899.62,19517.68,50236.26,32.04
2019-04-15T15:00+02:00,7909.68,20460.25,47395.73,35.67
2019-04-15T16:00+02:00,7867.45,22444.24,42781.29,35.58
2019-04-15T17:00+02:00,7896.94,25138.67,37740.72,40.96
2019-04-15T18:00+02:00,7905.75,26917.58,32436.16,47.01
2019-04-15T19:00+02:00,7962.59,27522.52,28395.99,49.27
2019-04-15T20:00+02:00,7965.6,27863.67,29542.54,48.56
2019-04-15T21:00+02:00,7961.63,27429,33257.22,45.7
2019-04-15T22:00+02:00,7963.63,26154.02,34533.7,42.43
2019-04-15T23:00+02:00,7971.37,23959.97,34055.83,34.97
2019-04-16T00:00+02:00,7978.79,21346.89,32379.29,37.16
2019-04-16T01:00+02:00,7991.55,20833.2,31010.62,35.85
2019-04-16T02:00+02:00,7997.17,20681.79,29664.21,36.66
2019-04-16T03:00+02:00,8001.26,21444.84,28202,36.03
2019-04-16T04:00+02:00,8012.79,23019.41,27209.57,35.06
2019-04-16T05:00+02:00,8025.46,25532.86,26674.55,37.42
2019-04-16T06:00+02:00,8031.05,27819.09,27066.48,46.22
2019-04-16T07:00+02:00,8037.81,28142,28274.95,52.06
2019-04-16T08:00+02:00,8032.09,28308,31748.86,52.21
2019-04-16T09:00+02:00,8032.89,27896,35587.18,46.62
2019-04-16T10:00+02:00,8027.77,26269.96,40676.34,40.72
2019-04-16T11:00+02:00,7997.83,23896.28,46167.41,35.7
2019-04-16T12:00+02:00,7978.07,22060.16,50999.95,35.15
2019-04-16T13:00+02:00,7961.89,20424.91,51913.77,32.95
2019-04-16T14:00+02:00,7949.94,20808.75,49640.93,34.52
2019-04-16T15:00+02:00,7936.25,23404.71,45707.69,37.02
2019-04-16T16:00+02:00,7928.54,25558.81,40539.91,39.28
2019-04-16T17:00+02:00,7910.35,27519.28,35208.28,44.5
2019-04-16T18:00+02:00,7927.89,28250.89,30269.72,49.74
2019-04-16T19:00+02:00,7932.96,28538.89,26954.74,52.95
2019-04-16T20:00+02:00,7937.28,28433.46,28726.79,50.32
2019-04-16T21:00+02:00,7932.62,28176.79,31259.26,47.94
2019-04-16T22:00+02:00,7948.81,27256.11,31962.93,43.9
2019-04-16T23:00+02:00,7947.03,25528.74,32085.63,38.8
2019-04-17T00:00+02:00,7954.24,24342.33,31074.04,33.5
2019-04-17T01:00+02:00,7955.05,23858.74,29931.7,32.99
2019-04-17T02:00+02:00,7961.85,24316.88,28679.94,35.02
2019-04-17T03:00+02:00,7971.68,24784.24,27347.59,35.02
2019-04-17T04:00+02:00,7986.17,25399.73,26202.95,35.36
2019-04-17T05:00+02:00,7985.16,27294.81,25511.64,37.94
2019-04-17T06:00+02:00,7983.54,29276.36,25467.75,46.82
2019-04-17T07:00+02:00,7986.81,29772.43,26513.24,50.43
2019-04-17T08:00+02:00,7970.63,29945.07,28117.3,52.23
2019-04-17T09:00+02:00,7812.33,30040.71,31052.79,50.4
2019-04-17T10:00+02:00,7943.83,29347.25,36631.99,48.01
2019-04-17T11:00+02:00,7941,27485,43565.92,39.72
2019-04-17T12:00+02:00,7942.89,23526.15,47446.22,35.66
2019-04-17T13:00+02:00,7925.79,22588.01,47880.49,34.09
2019-04-17T14:00+02:00,7917.97,22686.61,46472.2,36.12
2019-04-17T15:00+02:00,7920.23,23043.34,43406.46,35.05
2019-04-17T16:00+02:00,7899.45,24257.8,39243.78,35.49
