date,hour,france,italy,belgium,spain,uk,germany
13-03-2022,06:00 - 07:00,213.69,281.27,164.62,213.69,55,100.05
13-03-2022,07:00 - 08:00,215,275.52,67.77,215,55.5,90.92
13-03-2022,08:00 - 09:00,214.9,276.54,29.2,214.9,63.33,77.49
13-03-2022,09:00 - 10:00,250,274.53,1.72,250,86.71,72.82
13-03-2022,10:00 - 11:00,220.67,269,10.98,220.67,120,56.15
13-03-2022,11:00 - 12:00,215,266.72,-3.98,215,171.31,30.07
13-03-2022,12:00 - 13:00,270.93,270.93,-40,215.3,190,24.76
13-03-2022,13:00 - 14:00,255.63,262.72,-40,252.95,175,8.55
13-03-2022,14:00 - 15:00,225.18,263,-40,225.18,182.38,10.05
13-03-2022,15:00 - 16:00,223.47,268.45,-20,223.47,186.89,30.07
13-03-2022,16:00 - 17:00,225.55,284.76,76.71,225.55,206.54,104.03
13-03-2022,17:00 - 18:00,260.01,350,292.33,260.01,227.28,212.12
13-03-2022,18:00 - 19:00,290,405,327.3,290,260,234.21
13-03-2022,19:00 - 20:00,362.02,419,398,362.02,315.41,199.9
13-03-2022,20:00 - 21:00,389.9,419,327.3,389.9,317.07,170.08
13-03-2022,21:00 - 22:00,351.1,405,320,351.1,297.66,163.12
13-03-2022,22:00 - 23:00,321.96,360,282.63,321.96,288,190.67
13-03-2022,23:00 - 00:00,305.91,305.91,288,305.91,250.3,199.42
14-03-2022,00:00 - 01:00,291.55,295.79,251.93,291.55,256,205.9
14-03-2022,01:00 - 02:00,280.03,292.6,244.3,280.03,250.5,204.44
14-03-2022,02:00 - 03:00,232.24,290,241.85,232.24,250.3,211.64
14-03-2022,03:00 - 04:00,224.76,290,220.2,224.76,233.15,207.03
14-03-2022,04:00 - 05:00,219.91,292.6,219.91,219.91,232,219.91
14-03-2022,05:00 - 06:00,230.06,300.03,230.06,230.06,240,230.06
14-03-2022,06:00 - 07:00,329.2,329.2,289.8,277.8,257.29,301.92
14-03-2022,07:00 - 08:00,360,360,340.9,288.33,285.06,335.88
14-03-2022,08:00 - 09:00,365.62,365.62,338.37,295,275,344.24
14-03-2022,09:00 - 10:00,335.49,335.49,291.37,292.34,284.04,300.83
14-03-2022,10:00 - 11:00,313.6,313.6,250.22,288.33,270,265.91
14-03-2022,11:00 - 12:00,289.15,300,236.37,280.98,265,258.34
14-03-2022,12:00 - 13:00,293.8,293.8,203.8,258,261.17,240.57
14-03-2022,13:00 - 14:00,239.34,292.6,220.04,221.1,261.17,224.25
14-03-2022,14:00 - 15:00,235.36,292.6,213.24,215.3,261.17,218.34
14-03-2022,15:00 - 16:00,271.98,300,252.98,214.8,261.17,269.8
14-03-2022,16:00 - 17:00,295.85,314.69,241.13,214.48,266.94,293.02
14-03-2022,17:00 - 18:00,346.5,360,346.5,214.8,310,346.5
14-03-2022,18:00 - 19:00,390.01,411.03,390.01,219,424.4,390.01
14-03-2022,19:00 - 20:00,435.42,435.42,435.42,265.32,480,435.42
14-03-2022,20:00 - 21:00,365.26,389,365.26,281.96,435,365.26
14-03-2022,21:00 - 22:00,322.7,322.7,322.7,280.01,340,322.7
14-03-2022,22:00 - 23:00,300.73,300.73,300.73,240,297,300.73
14-03-2022,23:00 - 00:00,261.86,283.81,261.86,214.8,266.94,261.86
15-03-2022,00:00 - 01:00,248.92,272.63,248.92,215.54,270,248.92
15-03-2022,01:00 - 02:00,245.03,267.83,245.03,211.15,245.26,245.03
15-03-2022,02:00 - 03:00,241.79,266.68,241.79,209.8,231.17,241.79
15-03-2022,03:00 - 04:00,240.07,267,240.07,209.79,226.76,240.07
15-03-2022,04:00 - 05:00,242.69,267,242.69,209.8,224.2,242.69
15-03-2022,05:00 - 06:00,262.4,273.18,262.4,210,226,262.4
15-03-2022,06:00 - 07:00,314.81,314.81,312.42,212.79,229.35,318.93
15-03-2022,07:00 - 08:00,336.39,339.57,334.31,242.73,245.44,340.29
15-03-2022,08:00 - 09:00,347.43,349.98,346.05,259.22,322,349.98
15-03-2022,09:00 - 10:00,320.57,327.99,317.06,259.22,305,329.45
15-03-2022,10:00 - 11:00,299.6,302.02,289.97,255,282.93,318.46
15-03-2022,11:00 - 12:00,296.17,296.17,296.17,255,262,296.17
15-03-2022,12:00 - 13:00,279.33,279.33,260.68,248.12,240.93,279.49
15-03-2022,13:00 - 14:00,277.51,277.51,255,247.63,239,283.24
15-03-2022,14:00 - 15:00,281.7,281.7,257.49,247.14,236,287.96
15-03-2022,15:00 - 16:00,286.38,286.38,274,253.67,243.73,297.17
15-03-2022,16:00 - 17:00,306.09,306.09,300.15,253.67,262,317.53
15-03-2022,17:00 - 18:00,321.46,330.67,315.22,253.67,288.35,332.36
15-03-2022,18:00 - 19:00,360.06,375,354.83,277.8,350.88,375
15-03-2022,19:00 - 20:00,405.02,410,405.02,297.01,406.69,405.02
15-03-2022,20:00 - 21:00,333.67,357.04,332.97,311.71,404,335.24
15-03-2022,21:00 - 22:00,304.19,304.19,299.91,304.19,345.03,312.09
15-03-2022,22:00 - 23:00,283.17,283.17,279.91,283.17,293.97,288.99
15-03-2022,23:00 - 00:00,264.11,264.63,263.51,264.11,253,264.63
16-03-2022,00:00 - 01:00,253.41,266.5,253.41,253.41,264.59,253.41
16-03-2022,01:00 - 02:00,251.4,253.39,251.4,251.4,255,251.4
16-03-2022,02:00 - 03:00,247.5,249.57,247.5,247.5,253.78,247.5
16-03-2022,03:00 - 04:00,240.01,249.09,240.01,240.01,253.78,240.01
16-03-2022,04:00 - 05:00,238.5,249.09,238.5,238.5,253.78,238.5
16-03-2022,05:00 - 06:00,249.72,269.3,249.72,249.72,253.78,249.72
16-03-2022,06:00 - 07:00,296.96,296.96,296.96,286.48,280,296.96
16-03-2022,07:00 - 08:00,317.7,317.7,317.7,300,291,317.7
16-03-2022,08:00 - 09:00,314,314,314,306.7,328.5,314
16-03-2022,09:00 - 10:00,295.94,295.94,295.94,295.94,355,295.94
16-03-2022,10:00 - 11:00,276.6,276.6,276.6,276.6,391,276.6
16-03-2022,11:00 - 12:00,265.36,269.17,258.73,265.36,400.04,260.14
16-03-2022,12:00 - 13:00,270.24,270.24,250,270.24,380,207.44
16-03-2022,13:00 - 14:00,270.68,270.68,258.33,270.68,352.74,204.01
16-03-2022,14:00 - 15:00,275.08,275.08,262.27,275.08,317,200.03
16-03-2022,15:00 - 16:00,273.2,273.2,259.69,273.2,288,198.22
16-03-2022,16:00 - 17:00,265.1,279,265.1,265.1,279.05,248.97
16-03-2022,17:00 - 18:00,294.92,294.92,294.92,272.77,325,294.92
16-03-2022,18:00 - 19:00,319.13,319.23,319.13,252.84,380,319.13
16-03-2022,19:00 - 20:00,336.69,354,365.17,261.55,413,296.49
16-03-2022,20:00 - 21:00,306.25,306.25,364.97,275.86,400,215.58
16-03-2022,21:00 - 22:00,280.38,280.38,290.67,260.63,311,165.96
16-03-2022,22:00 - 23:00,274.54,274.99,301.3,246.42,281.14,165.22
16-03-2022,23:00 - 00:00,266.59,266.59,223.71,191.54,256.44,129.27
17-03-2022,00:00 - 01:00,246.27,248.85,210.66,205.1,292.27,157.27
17-03-2022,01:00 - 02:00,241.34,241.34,218.6,196,248,127.99
17-03-2022,02:00 - 03:00,236.9,236.9,192.27,187.79,231.79,119.71
17-03-2022,03:00 - 04:00,223.3,223.3,187.38,184.49,204.33,126.58
17-03-2022,04:00 - 05:00,184.49,221.14,176.51,184.49,191.7,147.97
17-03-2022,05:00 - 06:00,225.31,241.4,208.95,186.15,180.9,180
17-03-2022,06:00 - 07:00,239.3,260.99,250,190.54,156.1,206.5
17-03-2022,07:00 - 08:00,284.91,284.91,259.1,236.43,183.74,262.89
17-03-2022,08:00 - 09:00,309.23,309.23,298.73,236.78,210,270
17-03-2022,09:00 - 10:00,305.9,305.9,313.9,227.76,237.03,254.94
17-03-2022,10:00 - 11:00,254.46,263.28,269.2,205.2,241,211.6
17-03-2022,11:00 - 12:00,263.28,263.28,273.1,194,236.48,220.02
17-03-2022,12:00 - 13:00,255.95,255.95,192.06,200,225,206.21
17-03-2022,13:00 - 14:00,250.4,250.4,191,200,215.41,214.09
17-03-2022,14:00 - 15:00,257.51,257.51,212.04,195.5,216,229.97
17-03-2022,15:00 - 16:00,246.63,253.64,241.35,204.9,204.96,246.2
17-03-2022,16:00 - 17:00,251.92,257.36,247.54,205.1,225.74,257.36
17-03-2022,17:00 - 18:00,275.52,276.22,275.5,227,253,276.22
17-03-2022,18:00 - 19:00,309.42,310.03,309.38,237.09,293,310.03
17-03-2022,19:00 - 20:00,347.21,347.21,347.21,270.6,353,347.21
17-03-2022,20:00 - 21:00,295.92,295.92,295.92,295.92,363.3,295.92
17-03-2022,21:00 - 22:00,259.29,259.29,259.29,259.29,345,259.29
17-03-2022,22:00 - 23:00,244.66,248,244.66,244.66,304.75,244.66
17-03-2022,23:00 - 00:00,237.2,237.2,237.2,236.22,277.56,237.2
18-03-2022,00:00 - 01:00,203.03,232.4,203.03,203,370,203.03
18-03-2022,01:00 - 02:00,206.97,216.02,206.97,199,319,206.97
18-03-2022,02:00 - 03:00,211.9,211.9,218.04,198.88,251.45,201.38
18-03-2022,03:00 - 04:00,206.5,209.83,206.5,198.88,224.93,206.5
18-03-2022,04:00 - 05:00,209.9,209.9,209.9,198.88,211,209.9
18-03-2022,05:00 - 06:00,217.06,233.5,217.06,200,200,217.06
18-03-2022,06:00 - 07:00,262.97,262.97,262.97,203.1,197.57,262.97
18-03-2022,07:00 - 08:00,291.51,291.51,291.51,243.77,199,291.51
18-03-2022,08:00 - 09:00,287.81,287.81,287.81,249.06,239.18,287.81
18-03-2022,09:00 - 10:00,255.95,275.5,260,245.54,243.66,249.9
18-03-2022,10:00 - 11:00,239.98,259.64,247.53,239.98,241,228.58
18-03-2022,11:00 - 12:00,225,254.59,196.65,225,229.71,204.87
18-03-2022,12:00 - 13:00,224.47,241.65,193.82,224.47,217.78,205.01
18-03-2022,13:00 - 14:00,212.46,244.4,196.29,212.46,215,201.14
18-03-2022,14:00 - 15:00,200.78,247.64,200.1,211.88,201,200.31
18-03-2022,15:00 - 16:00,208.01,247.64,199.97,225,190.41,202.48
18-03-2022,16:00 - 17:00,220.53,247.64,212.4,239.53,192,212.4
18-03-2022,17:00 - 18:00,245.54,247.64,245.54,245.54,215.61,245.54
18-03-2022,18:00 - 19:00,275.31,275.32,275.31,275.31,249,275.31
18-03-2022,19:00 - 20:00,286.52,293.45,286.52,286.52,280,286.52
18-03-2022,20:00 - 21:00,252.9,259.38,251.15,290.19,254,251.15
18-03-2022,21:00 - 22:00,216.95,242.27,216.95,282.5,219,216.95
18-03-2022,22:00 - 23:00,228.5,237.49,228.5,255.01,208.26,228.5
18-03-2022,23:00 - 00:00,221.27,229.08,183.2,221.27,197.57,197.81
19-03-2022,00:00 - 01:00,224.06,237.8,206.56,259.92,224,196.67
19-03-2022,01:00 - 02:00,214.46,233.45,201.9,249.06,194.2,194.82
19-03-2022,02:00 - 03:00,225,231.8,203.22,225,170,187.02
19-03-2022,03:00 - 04:00,197.88,230.4,191.05,197.88,111.01,187
19-03-2022,04:00 - 05:00,185.06,230,185.06,195.13,99,185.06
19-03-2022,05:00 - 06:00,190.8,233.32,190.8,195.13,71.61,190.8
19-03-2022,06:00 - 07:00,214.95,241.91,205.41,214.95,60,198.23
19-03-2022,07:00 - 08:00,204.14,280,204.14,204.14,45,204.14
19-03-2022,08:00 - 09:00,234.64,305.83,177.18,234.64,94.51,196.11
19-03-2022,09:00 - 10:00,237.97,263,84.3,237.97,171.62,135.07
19-03-2022,10:00 - 11:00,227.75,233.45,29.05,227.75,210,99.55
19-03-2022,11:00 - 12:00,193.49,226.91,-20.4,193.49,192.41,85.08
19-03-2022,12:00 - 13:00,192.13,214.34,-45,192.13,171.94,69.71
19-03-2022,13:00 - 14:00,133.54,204.07,-65,188.1,167,10
19-03-2022,14:00 - 15:00,93.7,207.95,-38.86,187.77,135,8.84
19-03-2022,15:00 - 16:00,116.4,222.9,41.64,187.07,131,14.74
19-03-2022,16:00 - 17:00,188.85,233.45,100.1,188.85,159.64,79
19-03-2022,17:00 - 18:00,195.13,248.06,139.55,195.13,179,151.01
19-03-2022,18:00 - 19:00,221.03,322.8,204.75,230,226,192.8
19-03-2022,19:00 - 20:00,285.02,349.15,147.45,285.02,272,173.27
19-03-2022,20:00 - 21:00,280.46,328.19,58.67,280.46,273.91,119.96
19-03-2022,21:00 - 22:00,249.98,318.37,31.47,259.92,227,89.99
19-03-2022,22:00 - 23:00,249.94,249.94,100,249.94,214,91.13
19-03-2022,23:00 - 00:00,246.42,246.42,183.16,246.42,193,82.85
20-03-2022,00:00 - 01:00,215.49,236.18,52.73,215.49,156.1,84.04
20-03-2022,01:00 - 02:00,216.31,227.9,174.95,216.31,159,70.99
20-03-2022,02:00 - 03:00,208.69,223.59,166.87,208.69,157.01,74.78
20-03-2022,03:00 - 04:00,199.3,222.95,158.68,199.3,155.01,68.38
20-03-2022,04:00 - 05:00,198.8,221.49,162.44,198.8,153.01,75.9
20-03-2022,05:00 - 06:00,198.9,223.84,162.6,198.9,163,75.9
20-03-2022,06:00 - 07:00,206.76,223.59,170.21,206.76,176.82,68.53
20-03-2022,07:00 - 08:00,221.1,221.1,172.96,214,207,20.56
20-03-2022,08:00 - 09:00,212.94,212.94,160.48,199.2,173.46,8.81
20-03-2022,09:00 - 10:00,210,210,135.12,199.2,218,0.07
20-03-2022,10:00 - 11:00,199,199,90.09,199,218.6,-0.1
20-03-2022,11:00 - 12:00,210,210,84.73,198.88,195,-5.31
20-03-2022,12:00 - 13:00,215.77,215.77,86.71,191.89,206,-16.81
20-03-2022,13:00 - 14:00,196.7,196.7,79.21,193,209.6,-19.04
20-03-2022,14:00 - 15:00,191.14,191.14,85.18,190,222.5,-13.35
20-03-2022,15:00 - 16:00,194.05,194.05,144.42,186.8,234,-1.06
20-03-2022,16:00 - 17:00,210.06,211.86,153.59,186.8,224.72,0.06
20-03-2022,17:00 - 18:00,233.08,233.08,174.07,189.13,232.7,69.93
20-03-2022,18:00 - 19:00,215.96,265,273.25,198.8,281.57,122.32
20-03-2022,19:00 - 20:00,292.1,292.92,341.1,238.93,342,122.95
20-03-2022,20:00 - 21:00,292.92,292.92,221.38,250,340.17,85.97
20-03-2022,21:00 - 22:00,248.52,266.61,193.19,248.52,285.22,80.08
20-03-2022,22:00 - 23:00,247.6,247.6,193.64,243,242,110.07
20-03-2022,23:00 - 00:00,237.11,237.11,189.45,199.3,216.24,93.36
21-03-2022,00:00 - 01:00,233.08,233.08,191.15,218.69,215,114.18
21-03-2022,01:00 - 02:00,220.58,220.58,186.06,195.76,211.88,118.82
21-03-2022,02:00 - 03:00,213.59,213.59,176.64,194.75,206,118.85
21-03-2022,03:00 - 04:00,200,200,171.77,192.6,199,119
21-03-2022,04:00 - 05:00,189.99,194.05,172.95,189.99,194.2,137.03
21-03-2022,05:00 - 06:00,202.99,226.6,195.08,194.75,200.41,189.41
21-03-2022,06:00 - 07:00,264,264,264,211.48,219.17,264
21-03-2022,07:00 - 08:00,288,288,288,244,282.58,288
21-03-2022,08:00 - 09:00,275.49,275.49,279.1,246.42,353.2,270.6
21-03-2022,09:00 - 10:00,255.13,255.13,238.05,248.18,285,196.47
21-03-2022,10:00 - 11:00,242.28,243.62,150.23,242.28,302.7,153.06
21-03-2022,11:00 - 12:00,218.69,238.4,147.91,218.69,259,163.68
21-03-2022,12:00 - 13:00,222.21,222.21,132.54,222.21,227,156.99
21-03-2022,13:00 - 14:00,218.5,220.72,145.64,218.5,229.8,171.35
21-03-2022,14:00 - 15:00,215.85,230.99,146.47,215.85,205.8,170.67
21-03-2022,15:00 - 16:00,216.06,233.99,210.87,216.06,197.37,212.63
21-03-2022,16:00 - 17:00,235.51,243.62,232.98,235.51,205.8,232.98
21-03-2022,17:00 - 18:00,272.47,273.68,271.92,248.18,232,273.68
21-03-2022,18:00 - 19:00,309.6,309.6,309.6,264.11,283,309.6
21-03-2022,19:00 - 20:00,336.98,336.98,336.98,276.88,315.05,336.98
21-03-2022,20:00 - 21:00,287.57,287.57,296.96,287.57,289,277.16
21-03-2022,21:00 - 22:00,258.49,258.49,263.4,261.44,229.36,240.91
21-03-2022,22:00 - 23:00,240.29,240.29,229.78,240.29,224.24,222.81
21-03-2022,23:00 - 00:00,228.88,228.88,210.28,228.88,204,199.25
22-03-2022,00:00 - 01:00,223,223,223,223,203,223
22-03-2022,01:00 - 02:00,215,215,215,215,196.31,215
22-03-2022,02:00 - 03:00,207,207.61,207,207,198.21,207
22-03-2022,03:00 - 04:00,206.36,209.47,206.36,198.5,189,206.36
22-03-2022,04:00 - 05:00,203,208.43,203,203,189,203
22-03-2022,05:00 - 06:00,220.92,220.92,220.92,214.73,194,220.92
22-03-2022,06:00 - 07:00,273.7,273.7,273.7,216.16,209,273.7
22-03-2022,07:00 - 08:00,287.34,287.34,287.34,246.58,236.35,287.34
22-03-2022,08:00 - 09:00,281.1,281.1,281.1,251.58,287.62,281.1
22-03-2022,09:00 - 10:00,246.21,246.5,239.07,246.21,243.07,240.15
22-03-2022,10:00 - 11:00,217.98,227,185.14,217.98,237.49,199.9
22-03-2022,11:00 - 12:00,212.63,222.27,170,212.63,213.5,192.2
22-03-2022,12:00 - 13:00,214.83,214.83,156.57,214.83,203,183.66
22-03-2022,13:00 - 14:00,197.99,208.55,171.71,197.99,201.5,185.21
22-03-2022,14:00 - 15:00,194.75,221.56,193.46,194.75,197.74,193.92
22-03-2022,15:00 - 16:00,199.86,223.1,199.86,199.86,196.07,199.86
22-03-2022,16:00 - 17:00,230.01,230.01,230.01,230.01,207,230.01
22-03-2022,17:00 - 18:00,257.12,269.97,247.4,245.47,225.91,269.97
22-03-2022,18:00 - 19:00,301.03,301.03,301.03,245.7,275,301.03
22-03-2022,19:00 - 20:00,351,351,351,256.37,310.35,351
22-03-2022,20:00 - 21:00,290.84,290.84,290.84,278.9,292.4,290.84
22-03-2022,21:00 - 22:00,256,256,252.82,256,244,255.9
22-03-2022,22:00 - 23:00,242.18,242.25,242.12,242.18,232,242.27
22-03-2022,23:00 - 00:00,228.49,228.49,224.79,212.99,210.63,222.38
23-03-2022,00:00 - 01:00,219.48,219.48,217.13,219.48,225.69,215.39
23-03-2022,01:00 - 02:00,200.05,206.6,200.05,189,219,200.05
23-03-2022,02:00 - 03:00,200.62,200.62,200.62,182,220,200.62
23-03-2022,03:00 - 04:00,198.08,198.08,198.08,181.6,219.51,198.08
23-03-2022,04:00 - 05:00,204.09,204.09,204.09,180.28,225.07,204.09
23-03-2022,05:00 - 06:00,226.15,226.15,226.15,181.6,233.98,226.15
23-03-2022,06:00 - 07:00,275.45,275.45,275.45,182,258,275.45
23-03-2022,07:00 - 08:00,299.25,299.25,299.25,229.66,268.47,299.25
23-03-2022,08:00 - 09:00,281.36,281.36,280.99,239.62,266.71,280.72
23-03-2022,09:00 - 10:00,251.67,251.67,200,239.38,263.81,217.11
23-03-2022,10:00 - 11:00,219.1,219.1,179.31,219.1,251.1,199.7
23-03-2022,11:00 - 12:00,209.77,209.77,172.21,209.77,238.53,191.54
23-03-2022,12:00 - 13:00,204.99,204.99,154.92,204.99,223.5,181.07
23-03-2022,13:00 - 14:00,197.54,197.54,165.02,197.54,222.69,181.93
23-03-2022,14:00 - 15:00,196.8,196.8,188.9,196.8,222.4,190.31
23-03-2022,15:00 - 16:00,202.6,202.6,201.99,202.6,222.5,202.34
23-03-2022,16:00 - 17:00,217.99,217.99,217.99,216,232.62,217.99
23-03-2022,17:00 - 18:00,266.05,266.05,266.05,219.05,263.81,266.05
23-03-2022,18:00 - 19:00,312.28,312.28,312.28,230,320.7,312.28
23-03-2022,19:00 - 20:00,374.14,374.14,374.14,243.05,364.56,374.14
23-03-2022,20:00 - 21:00,311.03,311.03,311.03,249.3,352.12,311.03
23-03-2022,21:00 - 22:00,270,270,270,245,288,270
23-03-2022,22:00 - 23:00,246.77,242.75,248.33,229.66,255.16,245.12
23-03-2022,23:00 - 00:00,233.32,220.1,223.49,211,242.3,216.4
24-03-2022,00:00 - 01:00,220.78,220.78,216.27,220.78,278.17,213.01
24-03-2022,01:00 - 02:00,212.87,212.87,212.56,212.87,256.7,212.33
24-03-2022,02:00 - 03:00,211.78,211.78,211.62,189,248.71,211.5
24-03-2022,03:00 - 04:00,211.8,211.8,211.8,183.15,244,211.8
24-03-2022,04:00 - 05:00,212.93,212.93,212.93,183.3,235.41,212.93
24-03-2022,05:00 - 06:00,223.32,223.32,223.32,195,241.46,223.32
24-03-2022,06:00 - 07:00,282.97,282.97,282.97,228.76,273,282.97
24-03-2022,07:00 - 08:00,305.07,305.07,305.07,240.26,297,305.07
24-03-2022,08:00 - 09:00,295.26,295.26,320.7,242.65,320.72,267.73
24-03-2022,09:00 - 10:00,258.13,258.13,212.24,245.54,332,218.91
24-03-2022,10:00 - 11:00,239.8,235.72,175,239.8,340,194.92
24-03-2022,11:00 - 12:00,221.99,221.99,180.06,221.99,307.76,194.94
24-03-2022,12:00 - 13:00,213.1,213.1,183.79,213.1,293.2,185.97
24-03-2022,13:00 - 14:00,215.3,215.3,180.4,215.3,290,181.94
24-03-2022,14:00 - 15:00,215.36,215.36,191.34,215.36,287.3,192.7
24-03-2022,15:00 - 16:00,212.92,212.92,207.75,212.92,271.73,208.42
24-03-2022,16:00 - 17:00,232.58,232.58,232.58,232.58,283.21,232.58
24-03-2022,17:00 - 18:00,266.99,266.99,266.99,243.62,314.65,266.99
24-03-2022,18:00 - 19:00,310.76,310.76,310.76,242.9,344.53,310.76
24-03-2022,19:00 - 20:00,371.11,371.11,371.11,248.18,410.46,371.11
24-03-2022,20:00 - 21:00,295.4,295.4,295.4,270,395.52,295.4
24-03-2022,21:00 - 22:00,256.86,256.86,256.86,250,342.49,256.86
24-03-2022,22:00 - 23:00,240.04,240.04,240.04,240.04,282.14,240.04
24-03-2022,23:00 - 00:00,230,230,234.55,230,256.7,219.76
25-03-2022,00:00 - 01:00,262.48,262.48,262.48,262.48,266.83,262.48
25-03-2022,01:00 - 02:00,245.51,257.65,246.66,245.51,261.35,244.31
25-03-2022,02:00 - 03:00,234.29,253.89,234.29,234.29,260.3,234.29
25-03-2022,03:00 - 04:00,230.15,252.16,230.15,230.15,255.29,230.15
25-03-2022,04:00 - 05:00,226.01,252.17,226.01,226.01,250,226.01
25-03-2022,05:00 - 06:00,254.91,260.6,254.91,250,259.07,254.91
25-03-2022,06:00 - 07:00,315,315,315,260,274.06,315
25-03-2022,07:00 - 08:00,333.86,333.86,333.86,281.86,280.66,333.86
25-03-2022,08:00 - 09:00,322.05,350,301.22,287.39,348,285.12
25-03-2022,09:00 - 10:00,297.08,297.08,240.15,290.9,350.68,248.37
25-03-2022,10:00 - 11:00,282.74,282.74,136.1,282.74,347,185.6
25-03-2022,11:00 - 12:00,264.99,264.99,142.38,264.99,330,185.87
25-03-2022,12:00 - 13:00,253.26,253.26,119.87,253.26,316.55,172.57
25-03-2022,13:00 - 14:00,250.08,250.08,115.55,250.08,312.88,169.75
25-03-2022,14:00 - 15:00,246.38,253.68,134.15,246.38,307.53,178.57
25-03-2022,15:00 - 16:00,232.84,254.95,191.51,232.84,293.34,210
25-03-2022,16:00 - 17:00,251.07,261.28,251.07,251.07,300.27,251.07
25-03-2022,17:00 - 18:00,276.28,276.28,276.28,276.28,319.62,276.28
25-03-2022,18:00 - 19:00,300.77,300.77,300.77,283.62,370,300.77
25-03-2022,19:00 - 20:00,339.9,352.74,339.9,295.31,457.33,339.9
25-03-2022,20:00 - 21:00,300,300,280.34,300,436.18,283.38
25-03-2022,21:00 - 22:00,281.86,281.86,300,281.86,343,242.2
25-03-2022,22:00 - 23:00,274.94,274.94,291.31,274.94,295.01,244.56
25-03-2022,23:00 - 00:00,270.47,270.47,285.81,270.47,286.3,190.07
26-03-2022,00:00 - 01:00,266.14,266.14,255.94,266.14,273.89,235.96
26-03-2022,01:00 - 02:00,252.19,253.82,241.7,252.19,252.54,221.16
26-03-2022,02:00 - 03:00,246.75,246.75,226.05,246.75,245.01,185.58
26-03-2022,03:00 - 04:00,224.9,242,222.25,224.9,229,191.02
26-03-2022,04:00 - 05:00,211.09,242.75,213.9,211.09,223.07,206.58
26-03-2022,05:00 - 06:00,216.18,240,216.18,216.18,223.07,216.18
26-03-2022,06:00 - 07:00,235.58,235.58,224.79,235.58,233.07,199.56
26-03-2022,07:00 - 08:00,219,233.17,191.74,219,233.07,190.28
26-03-2022,08:00 - 09:00,235.58,235.58,164.38,235.58,252.85,152.18
26-03-2022,09:00 - 10:00,232,232,126.95,232,272.8,159.37
26-03-2022,10:00 - 11:00,220.3,220.3,42.42,220.3,279.4,110.05
26-03-2022,11:00 - 12:00,203.24,203.24,-33.26,203.24,257.41,85.94
26-03-2022,12:00 - 13:00,205.61,205.61,-41.12,205.61,252.75,83.11
26-03-2022,13:00 - 14:00,199.85,199.85,-39.07,220,230.9,80.38
26-03-2022,14:00 - 15:00,196.61,196.61,-20.71,200,218.18,89.35
26-03-2022,15:00 - 16:00,198.3,198.3,116,199.69,217.66,157.71
26-03-2022,16:00 - 17:00,201.39,210.31,198.51,201.39,222.85,199.95
26-03-2022,17:00 - 18:00,232.42,232.42,232.42,232.42,245,232.42
26-03-2022,18:00 - 19:00,262.5,262.5,262.5,262.5,268.4,262.5
26-03-2022,19:00 - 20:00,292.24,292.24,292.24,292.24,330.02,292.24
26-03-2022,20:00 - 21:00,270.1,270.1,270.03,290,335.02,270.07
26-03-2022,21:00 - 22:00,244.98,244.98,244.98,288.72,295,244.98
26-03-2022,22:00 - 23:00,244.94,244.94,244.94,275,264.6,244.94
26-03-2022,23:00 - 00:00,237.75,237.75,237.75,268.17,276,237.75
27-03-2022,00:00 - 01:00,235,235,235,258.17,309.5,235
27-03-2022,01:00 - 02:00,221.93,221.93,221.93,242.01,291,221.93
27-03-2022,02:00 - 03:00,,,,,,
27-03-2022,03:00 - 04:00,214.02,214.02,214.02,227,275,214.02
27-03-2022,04:00 - 05:00,212,212,212,212,253.17,212
27-03-2022,05:00 - 06:00,211.09,211.09,211.09,211.09,249.23,211.09
27-03-2022,06:00 - 07:00,210.31,210.31,210.31,210.31,253,210.31
27-03-2022,07:00 - 08:00,214.03,214.03,214.03,214.03,249.23,214.03
27-03-2022,08:00 - 09:00,214.08,214.08,214.08,214.08,237.93,214.08
27-03-2022,09:00 - 10:00,214.07,214.07,214.07,214.07,237.93,214.07
27-03-2022,10:00 - 11:00,205.02,205.02,205.02,205.02,254.88,205.02
27-03-2022,11:00 - 12:00,197.61,197.61,191.8,197.61,284.74,194.4
27-03-2022,12:00 - 13:00,192.08,192.08,137,192.08,282.59,161.5
27-03-2022,13:00 - 14:00,157.81,157.81,55.97,175.1,275,89.9
27-03-2022,14:00 - 15:00,93.99,93.99,69.93,182.89,255.17,77.97
27-03-2022,15:00 - 16:00,94.99,94.99,88.66,174.9,248.8,92
27-03-2022,16:00 - 17:00,141.59,141.59,141.59,173.75,246.89,141.59
27-03-2022,17:00 - 18:00,194.83,194.83,194.83,194.83,255.5,194.83
27-03-2022,18:00 - 19:00,220,220,220,220,289.34,220
27-03-2022,19:00 - 20:00,262.52,262.98,262.57,260.68,335.97,263.02
27-03-2022,20:00 - 21:00,285,285,287.94,285,355.71,281.68
27-03-2022,21:00 - 22:00,275.12,275.12,282.43,275.12,355.7,265.63
27-03-2022,22:00 - 23:00,264.08,254,273.99,264.08,288.06,251.59
27-03-2022,23:00 - 00:00,242.9,235.58,254.43,242.9,261,228
28-03-2022,00:00 - 01:00,216.79,216.79,195.66,216.79,243.35,196
28-03-2022,01:00 - 02:00,206.96,206.96,202.71,206.96,237.25,192.04
28-03-2022,02:00 - 03:00,201.18,201.18,197.84,201.18,229.92,189.45
