air_temp,albedo,azimuth,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,wind_speed_100m,zenith,period_end,period
12,0.17,20,0,9.6,0,0,0,0,22.7,0,85,1008,7.3,128,2019-10-01T00:15:00+02:00,PT15M
12,0.17,15,0,9.7,0,0,0,0,22.9,0,85.8,1007.9,7.2,129,2019-10-01T00:30:00+02:00,PT15M
12,0.17,11,0,9.7,0,0,0,0,23.1,0,86.5,1007.8,7.1,129,2019-10-01T00:45:00+02:00,PT15M
12,0.17,6,0,9.8,0,0,0,0,23.3,0,87.2,1007.7,7,130,2019-10-01T01:00:00+02:00,PT15M
12,0.17,1,0,9.8,0,0,0,0,23.7,0,87.6,1007.6,6.9,130,2019-10-01T01:15:00+02:00,PT15M
12,0.17,-4,0,9.9,0,0,0,0,24.2,0,87.8,1007.5,6.8,130,2019-10-01T01:30:00+02:00,PT15M
12,0.17,-9,0,9.9,0,0,0,0,24.8,0,87.9,1007.3,6.7,130,2019-10-01T01:45:00+02:00,PT15M
12,0.17,-14,9.1,10,0,0,0,0,25.4,0,88.1,1007.2,6.7,129,2019-10-01T02:00:00+02:00,PT15M
12,0.15,-18,24.5,10,0,0,0,0,26,0.2,88.1,1007,6.6,128,2019-10-01T02:15:00+02:00,PT15M
12,0.15,-23,24.7,10,0,0,0,0,26.6,0.2,88.2,1006.8,6.5,128,2019-10-01T02:30:00+02:00,PT15M
12,0.15,-28,24.7,10.1,0,0,0,0,27.3,0.2,88.2,1006.6,6.5,127,2019-10-01T02:45:00+02:00,PT15M
12,0.15,-32,22.9,10.1,0,0,0,0,28,0.2,88.2,1006.4,6.5,126,2019-10-01T03:00:00+02:00,PT15M
12,0.15,-36,18.5,10.2,0,0,0,0,28.5,0.8,88.7,1006.1,6.4,124,2019-10-01T03:15:00+02:00,PT15M
12,0.15,-40,17.4,10.3,0,0,0,0,29,0.8,89.9,1005.7,6.2,123,2019-10-01T03:30:00+02:00,PT15M
12,0.15,-45,17.4,10.5,0,0,0,0,29.4,0.8,91.1,1005.4,6.1,121,2019-10-01T03:45:00+02:00,PT15M
12,0.15,-48,17.4,10.6,0,0,0,0,29.9,0.8,92.4,1005.1,6,120,2019-10-01T04:00:00+02:00,PT15M
12,0.15,-52,17.4,10.8,0,0,0,0,30.2,1.4,93.3,1004.8,6.1,118,2019-10-01T04:15:00+02:00,PT15M
12,0.15,-56,17.4,10.9,0,0,0,0,30.5,1.4,93.9,1004.4,6.2,116,2019-10-01T04:30:00+02:00,PT15M
12,0.15,-59,17.4,11,0,0,0,0,30.7,1.4,94.5,1004.1,6.3,114,2019-10-01T04:45:00+02:00,PT15M
12,0.15,-63,48.8,11.1,0,0,0,0,30.9,1.4,95.2,1003.7,6.5,112,2019-10-01T05:00:00+02:00,PT15M
12,0.15,-66,95.2,11.1,0,0,0,0,31.1,1.9,95.6,1003.3,6.6,110,2019-10-01T05:15:00+02:00,PT15M
12,0.15,-70,95.2,11.1,0,0,0,0,31.2,1.9,95.7,1002.9,6.6,108,2019-10-01T05:30:00+02:00,PT15M
12,0.15,-73,93.2,11.2,0,0,0,0,31.4,1.9,95.9,1002.5,6.6,106,2019-10-01T05:45:00+02:00,PT15M
12,0.15,-76,89.3,11.2,0,0,0,0,31.5,1.9,96,1002.1,6.7,104,2019-10-01T06:00:00+02:00,PT15M
12,0.15,-79,91.7,11.2,0,0,0,0,31.7,1.9,96.1,1001.8,6.6,101,2019-10-01T06:15:00+02:00,PT15M
12,0.15,-82,95,11.3,0,0,0,0,31.9,1.9,96.1,1001.5,6.4,99,2019-10-01T06:30:00+02:00,PT15M
12,0.15,-85,96,11.3,0,0,0,0,32.1,1.9,96.1,1001.2,6.3,97,2019-10-01T06:45:00+02:00,PT15M
12,0.15,-88,94.8,11.4,0,0,0,0,32.3,1.9,96.1,1000.9,6.1,95,2019-10-01T07:00:00+02:00,PT15M
12,0.15,-91,88.5,11.4,0,0,0,0,32.4,3.7,95.9,1000.7,5.9,92,2019-10-01T07:15:00+02:00,PT15M
12,0.15,-94,80.3,11.4,0,0,0,0,32.3,3.7,95.4,1000.5,5.8,90,2019-10-01T07:30:00+02:00,PT15M
12,0.15,-97,81.4,11.5,3,0,3,3,32.3,3.7,94.9,1000.2,5.7,88,2019-10-01T07:45:00+02:00,PT15M
12,0.15,-100,78.8,11.5,8,0,8,8,32.3,3.7,94.5,1000,5.7,86,2019-10-01T08:00:00+02:00,PT15M
12,0.15,-103,76.2,11.5,15,0,15,15,32.2,1.6,94.2,999.8,5.7,83,2019-10-01T08:15:00+02:00,PT15M
13,0.15,-106,75.6,11.6,23,0,23,22,32.2,1.6,94,999.6,5.9,81,2019-10-01T08:30:00+02:00,PT15M
13,0.15,-109,67.2,11.6,42,0,42,40,32.1,1.6,93.9,999.5,6.1,79,2019-10-01T08:45:00+02:00,PT15M
13,0.15,-112,73,11.7,43,0,43,42,32,1.6,93.7,999.3,6.4,77,2019-10-01T09:00:00+02:00,PT15M
13,0.15,-116,77,11.8,45,0,45,43,32.1,2,93.6,999.1,6.8,75,2019-10-01T09:15:00+02:00,PT15M
13,0.15,-119,81.1,12,43,0,43,42,32.3,2,93.7,998.9,7.2,73,2019-10-01T09:30:00+02:00,PT15M
13,0.15,-122,80.3,12.3,52,0,52,50,32.6,2,93.7,998.8,7.7,71,2019-10-01T09:45:00+02:00,PT15M
14,0.15,-126,77.8,12.5,66,0,66,64,32.9,2,93.7,998.6,8.2,69,2019-10-01T10:00:00+02:00,PT15M
14,0.15,-129,76.9,12.7,76,0,76,73,33.2,2.5,93.8,998.5,8.7,67,2019-10-01T10:15:00+02:00,PT15M
14,0.15,-133,77.6,12.9,80,0,80,78,33.6,2.5,94.1,998.4,9.1,65,2019-10-01T10:30:00+02:00,PT15M
14,0.15,-137,76.9,13,89,0,89,86,34.1,2.5,94.5,998.3,9.5,64,2019-10-01T10:45:00+02:00,PT15M
14,0.15,-140,79.3,13.2,85,0,85,82,34.5,2.5,94.8,998.2,9.9,62,2019-10-01T11:00:00+02:00,PT15M
14,0.15,-144,77.2,13.4,99,0,99,96,34.5,2.2,95.1,998.1,10.2,61,2019-10-01T11:15:00+02:00,PT15M
14,0.15,-148,87.2,13.5,58,0,58,56,33.9,2.2,95.4,998,10.4,60,2019-10-01T11:30:00+02:00,PT15M
14,0.15,-153,85.7,13.7,68,0,68,66,33.4,2.2,95.7,997.9,10.6,59,2019-10-01T11:45:00+02:00,PT15M
14,0.15,-157,74,13.8,129,0,129,124,32.8,2.2,96,997.8,10.8,58,2019-10-01T12:00:00+02:00,PT15M
15,0.15,-161,60.2,14,202,0,202,195,32.1,0.7,95.9,997.7,10.8,57,2019-10-01T12:15:00+02:00,PT15M
15,0.15,-166,51.7,14.1,251,0,251,242,31.2,0.7,95.3,997.7,10.6,56,2019-10-01T12:30:00+02:00,PT15M
15,0.15,-170,50.5,14.2,262,0,262,253,30.2,0.7,94.7,997.6,10.4,56,2019-10-01T12:45:00+02:00,PT15M
15,0.15,-175,60,14.2,214,0,214,206,29.3,0.7,94.1,997.6,10.3,55,2019-10-01T13:00:00+02:00,PT15M
15,0.15,-179,70.8,14.3,157,0,157,152,28.6,0.2,93.5,997.6,10,55,2019-10-01T13:15:00+02:00,PT15M
16,0.15,176,73.5,14.4,143,0,143,138,28.3,0.2,92.9,997.5,9.6,55,2019-10-01T13:30:00+02:00,PT15M
16,0.15,172,74.7,14.5,135,0,135,131,28,0.2,92.3,997.4,9.3,56,2019-10-01T13:45:00+02:00,PT15M
16,0.15,167,69.7,14.6,160,0,160,155,27.6,0.2,91.7,997.3,8.9,56,2019-10-01T14:00:00+02:00,PT15M
16,0.15,163,54.3,14.6,238,0,238,229,27.4,0.1,90.8,997.3,8.7,57,2019-10-01T14:15:00+02:00,PT15M
16,0.15,158,48.6,14.7,261,0,261,252,27.2,0.1,89.7,997.2,8.8,57,2019-10-01T14:30:00+02:00,PT15M
17,0.15,154,57.7,14.8,209,0,209,201,27,0.1,88.6,997.2,8.9,58,2019-10-01T14:45:00+02:00,PT15M
17,0.15,150,62.2,14.9,180,0,180,173,26.8,0.1,87.4,997.1,9,59,2019-10-01T15:00:00+02:00,PT15M
17,0.15,146,50.9,14.7,223,0,223,216,26.5,0.3,86.3,997,9.2,61,2019-10-01T15:15:00+02:00,PT15M
17,0.15,142,42.7,14.4,249,0,249,240,26.1,0.3,85.2,997,9.4,62,2019-10-01T15:30:00+02:00,PT15M
17,0.15,138,46.7,14.1,218,0,218,210,25.7,0.3,84.1,996.9,9.6,63,2019-10-01T15:45:00+02:00,PT15M
17,0.15,134,50.8,13.8,188,0,188,182,25.3,0.3,83,996.8,9.8,65,2019-10-01T16:00:00+02:00,PT15M
17,0.15,131,65.7,13.6,121,0,121,117,25.3,0.1,82.4,996.8,9.9,67,2019-10-01T16:15:00+02:00,PT15M
17,0.15,127,62.8,13.5,119,0,119,115,25.6,0.1,82.3,996.9,10.1,68,2019-10-01T16:30:00+02:00,PT15M
17,0.15,123,63.9,13.5,104,0,104,100,26,0.1,82.1,997,10.3,70,2019-10-01T16:45:00+02:00,PT15M
17,0.15,120,63.7,13.4,91,0,91,88,26.3,0.1,82,997,10.5,72,2019-10-01T17:00:00+02:00,PT15M
17,0.15,117,55.4,13.4,96,0,96,93,26.7,0.2,82,997.1,10.4,74,2019-10-01T17:15:00+02:00,PT15M
17,0.15,114,50,13.4,90,0,90,87,27.2,0.2,82.1,997.2,10.1,76,2019-10-01T17:30:00+02:00,PT15M
17,0.15,110,43.8,13.5,81,0,81,78,27.7,0.2,82.2,997.2,9.7,78,2019-10-01T17:45:00+02:00,PT15M
17,0.15,107,38.6,13.5,66,0,66,64,28.2,0.2,82.4,997.3,9.4,81,2019-10-01T18:00:00+02:00,PT15M
16,0.15,104,30.2,13.5,52,0,52,50,28.6,0.8,83.2,997.3,8.9,83,2019-10-01T18:15:00+02:00,PT15M
16,0.15,101,32,13.5,32,0,32,30,28.9,0.8,84.6,997.4,8.2,85,2019-10-01T18:30:00+02:00,PT15M
16,0.15,98,47,13.4,11,0,11,11,29.2,0.8,86.1,997.5,7.5,87,2019-10-01T18:45:00+02:00,PT15M
15,0.15,95,42.3,13.4,2,0,2,2,29.5,0.8,87.7,997.6,6.9,90,2019-10-01T19:00:00+02:00,PT15M
15,0.15,92,49.6,13.4,0,0,0,0,29.6,0.5,89.2,997.8,6.2,92,2019-10-01T19:15:00+02:00,PT15M
15,0.15,89,58.6,13.3,0,0,0,0,29.6,0.5,90.8,997.9,5.5,94,2019-10-01T19:30:00+02:00,PT15M
14,0.15,86,47.2,13.2,0,0,0,0,29.6,0.5,92.4,998.1,4.8,96,2019-10-01T19:45:00+02:00,PT15M
14,0.15,83,64,13.1,0,0,0,0,29.5,0.5,94.1,998.2,4.3,99,2019-10-01T20:00:00+02:00,PT15M
14,0.15,80,85.9,13,0,0,0,0,29.5,1.3,95.2,998.3,4,101,2019-10-01T20:15:00+02:00,PT15M
14,0.15,77,86.3,13,0,0,0,0,29.4,1.3,95.9,998.4,3.7,103,2019-10-01T20:30:00+02:00,PT15M
13,0.15,74,85.4,12.8,0,0,0,0,29.3,1.3,96.5,998.5,3.5,105,2019-10-01T20:45:00+02:00,PT15M
13,0.15,71,82.5,12.8,0,0,0,0,29.2,1.3,97.1,998.6,3.4,107,2019-10-01T21:00:00+02:00,PT15M
13,0.15,68,84.5,12.6,0,0,0,0,29,1.5,97.3,998.7,3.4,110,2019-10-01T21:15:00+02:00,PT15M
13,0.15,64,80.2,12.4,0,0,0,0,28.8,1.5,97.2,998.8,3.5,112,2019-10-01T21:30:00+02:00,PT15M
13,0.15,61,83.7,12.3,0,0,0,0,28.6,1.5,97,998.9,3.6,114,2019-10-01T21:45:00+02:00,PT15M
13,0.15,57,85.1,12.1,0,0,0,0,28.4,1.5,96.8,999,3.8,116,2019-10-01T22:00:00+02:00,PT15M
12,0.15,54,85.1,12,0,0,0,0,28.1,0.9,96.8,999.1,4,118,2019-10-01T22:15:00+02:00,PT15M
12,0.15,50,85.1,11.8,0,0,0,0,27.8,0.9,97,999.1,4.1,119,2019-10-01T22:30:00+02:00,PT15M
12,0.15,46,85.1,11.8,0,0,0,0,27.5,0.9,97.2,999.2,4.3,121,2019-10-01T22:45:00+02:00,PT15M
12,0.15,42,83.8,11.6,0,0,0,0,27.2,0.9,97.3,999.2,4.5,123,2019-10-01T23:00:00+02:00,PT15M
12,0.15,38,81,11.4,0,0,0,0,27,0.5,97.4,999.2,4.8,124,2019-10-01T23:15:00+02:00,PT15M
12,0.15,34,81,11.1,0,0,0,0,26.8,0.5,97.4,999.2,5.1,125,2019-10-01T23:30:00+02:00,PT15M
11,0.15,29,81,10.7,0,0,0,0,26.6,0.5,97.4,999.2,5.5,127,2019-10-01T23:45:00+02:00,PT15M
11,0.15,25,80.3,10.4,0,0,0,0,26.3,0.5,97.4,999.2,5.8,128,2019-10-02T00:00:00+02:00,PT15M
11,0.15,20,81.7,10.1,0,0,0,0,26.3,0.2,97.3,999.2,6,129,2019-10-02T00:15:00+02:00,PT15M
10,0.15,15,85.9,9.9,0,0,0,0,26.5,0.2,97.1,999.3,6,129,2019-10-02T00:30:00+02:00,PT15M
10,0.15,11,81.6,9.7,0,0,0,0,26.6,0.2,97,999.4,6,130,2019-10-02T00:45:00+02:00,PT15M
10,0.15,6,79.5,9.5,0,0,0,0,26.8,0.2,96.8,999.5,6.1,130,2019-10-02T01:00:00+02:00,PT15M
10,0.15,1,79,9.3,0,0,0,0,26.8,0.2,96.5,999.5,6.1,130,2019-10-02T01:15:00+02:00,PT15M
10,0.15,-4,77,9.1,0,0,0,0,26.7,0.2,96.2,999.6,6.3,130,2019-10-02T01:30:00+02:00,PT15M
10,0.15,-9,75.8,9,0,0,0,0,26.7,0.2,95.9,999.8,6.4,130,2019-10-02T01:45:00+02:00,PT15M
10,0.15,-14,75.9,8.8,0,0,0,0,26.6,0.2,95.6,999.9,6.5,129,2019-10-02T02:00:00+02:00,PT15M
9,0.17,-19,71.3,8.6,0,0,0,0,26.4,0.3,95.1,999.9,6.7,129,2019-10-02T02:15:00+02:00,PT15M
9,0.17,-23,72.3,8.4,0,0,0,0,26.1,0.3,94.7,1000,6.9,128,2019-10-02T02:30:00+02:00,PT15M
9,0.17,-28,74.4,8.1,0,0,0,0,25.9,0.3,94.2,1000.1,7,127,2019-10-02T02:45:00+02:00,PT15M
9,0.17,-32,73.9,7.9,0,0,0,0,25.6,0.3,93.7,1000.2,7.2,126,2019-10-02T03:00:00+02:00,PT15M
9,0.17,-37,73.9,7.7,0,0,0,0,25.2,0.5,93.3,1000.3,7.2,125,2019-10-02T03:15:00+02:00,PT15M
9,0.17,-41,73.9,7.5,0,0,0,0,24.7,0.5,93,1000.4,7,123,2019-10-02T03:30:00+02:00,PT15M
8,0.17,-45,73.6,7.3,0,0,0,0,24.2,0.5,92.6,1000.5,6.8,122,2019-10-02T03:45:00+02:00,PT15M
8,0.17,-49,73,7.1,0,0,0,0,23.7,0.5,92.3,1000.6,6.7,120,2019-10-02T04:00:00+02:00,PT15M
8,0.17,-52,73,6.9,0,0,0,0,23.2,0.8,92,1000.7,6.4,118,2019-10-02T04:15:00+02:00,PT15M
8,0.17,-56,73,6.8,0,0,0,0,22.7,0.8,91.7,1000.8,6.1,116,2019-10-02T04:30:00+02:00,PT15M
8,0.17,-60,72.7,6.7,0,0,0,0,22.2,0.8,91.3,1000.9,5.7,114,2019-10-02T04:45:00+02:00,PT15M
8,0.17,-63,78.5,6.6,0,0,0,0,21.7,0.8,91,1001,5.4,112,2019-10-02T05:00:00+02:00,PT15M
8,0.17,-67,90.4,6.5,0,0,0,0,21.2,0.8,90.9,1001.1,5,110,2019-10-02T05:15:00+02:00,PT15M
8,0.17,-70,91,6.5,0,0,0,0,20.6,0.8,90.9,1001.2,4.5,108,2019-10-02T05:30:00+02:00,PT15M
8,0.17,-73,91.5,6.5,0,0,0,0,20.1,0.8,90.9,1001.3,4,106,2019-10-02T05:45:00+02:00,PT15M
8,0.17,-76,92,6.5,0,0,0,0,19.6,0.8,90.9,1001.4,3.5,104,2019-10-02T06:00:00+02:00,PT15M
8,0.17,-79,93.2,6.5,0,0,0,0,19.1,0.8,90.9,1001.5,3.2,102,2019-10-02T06:15:00+02:00,PT15M
8,0.17,-82,94.8,6.4,0,0,0,0,18.7,0.8,91.1,1001.7,3,100,2019-10-02T06:30:00+02:00,PT15M
8,0.17,-85,94.4,6.4,0,0,0,0,18.2,0.8,91.2,1001.9,2.9,97,2019-10-02T06:45:00+02:00,PT15M
8,0.17,-88,94.2,6.3,0,0,0,0,17.8,0.8,91.4,1002,3,95,2019-10-02T07:00:00+02:00,PT15M
8,0.17,-91,94.8,6.3,0,0,0,0,17.3,0.7,91.6,1002.2,3.3,93,2019-10-02T07:15:00+02:00,PT15M
8,0.17,-94,95.3,6.3,0,0,0,0,16.8,0.7,91.7,1002.5,3.8,90,2019-10-02T07:30:00+02:00,PT15M
8,0.17,-97,93,6.4,1,0,1,1,16.4,0.7,91.9,1002.7,4.3,88,2019-10-02T07:45:00+02:00,PT15M
8,0.17,-100,75.2,6.4,10,0,10,10,15.9,0.7,92,1003,4.9,86,2019-10-02T08:00:00+02:00,PT15M
8,0.17,-103,38,6.4,43,0,43,42,15.4,0.2,91.6,1003.2,5.3,84,2019-10-02T08:15:00+02:00,PT15M
8,0.17,-106,27.3,6.3,72,18,75,75,14.9,0.2,90.7,1003.5,5.5,82,2019-10-02T08:30:00+02:00,PT15M
8,0.17,-109,20,6.3,84,140,111,130,14.5,0.2,89.8,1003.7,5.6,79,2019-10-02T08:45:00+02:00,PT15M
8,0.17,-113,16.7,6.2,96,224,145,181,14,0.2,88.9,1003.9,5.8,77,2019-10-02T09:00:00+02:00,PT15M
8,0.17,-116,23.9,6.3,125,139,161,185,13.6,0,88.1,1004.1,5.8,75,2019-10-02T09:15:00+02:00,PT15M
9,0.17,-119,25.6,6.5,145,134,183,208,13.3,0,87.5,1004.3,5.7,73,2019-10-02T09:30:00+02:00,PT15M
9,0.17,-122,37,6.8,177,3,178,173,13,0,87,1004.5,5.5,71,2019-10-02T09:45:00+02:00,PT15M
9,0.17,-126,37.8,7,193,13,198,195,12.7,0,86.4,1004.6,5.4,69,2019-10-02T10:00:00+02:00,PT15M
10,0.17,-129,20.7,7.2,170,282,279,349,12.5,0,86.1,1004.8,5.3,68,2019-10-02T10:15:00+02:00,PT15M
10,0.17,-133,0,7.5,79,741,383,562,12.3,0,86,1005,5.4,66,2019-10-02T10:30:00+02:00,PT15M
10,0.17,-137,0.5,7.8,83,751,410,601,12.2,0,85.8,1005.2,5.4,64,2019-10-02T10:45:00+02:00,PT15M
10,0.17,-141,1.5,8.1,92,744,433,632,12,0,85.7,1005.3,5.5,63,2019-10-02T11:00:00+02:00,PT15M
11,0.17,-145,0,8.1,81,798,464,682,12.1,0.1,84.2,1005.5,5.4,61,2019-10-02T11:15:00+02:00,PT15M
11,0.17,-149,0,8,82,812,486,715,12.4,0.1,81.3,1005.7,5.4,60,2019-10-02T11:30:00+02:00,PT15M
12,0.17,-153,0,7.9,82,821,505,742,12.7,0.1,78.5,1005.9,5.3,59,2019-10-02T11:45:00+02:00,PT15M
12,0.17,-157,9.1,7.8,152,609,474,662,12.9,0.1,75.8,1006,5.3,58,2019-10-02T12:00:00+02:00,PT15M
12,0.17,-161,36.1,7.6,308,62,342,355,13.1,0.1,73.7,1006.2,5.3,57,2019-10-02T12:15:00+02:00,PT15M
12,0.17,-166,42.7,7.4,313,0,313,302,13.3,0.1,72.3,1006.4,5.4,57,2019-10-02T12:30:00+02:00,PT15M
12,0.17,-170,40.8,7.3,318,16,327,323,13.4,0.1,70.8,1006.5,5.5,56,2019-10-02T12:45:00+02:00,PT15M
13,0.17,-175,38.5,7.1,316,47,343,351,13.5,0.1,69.4,1006.7,5.7,56,2019-10-02T13:00:00+02:00,PT15M
13,0.17,-179,52.6,7,264,0,264,255,13.6,0.1,68.3,1006.8,5.8,56,2019-10-02T13:15:00+02:00,PT15M
13,0.17,176,50.5,6.9,275,0,275,266,13.7,0.1,67.4,1006.9,5.9,56,2019-10-02T13:30:00+02:00,PT15M
13,0.17,172,29.8,6.8,297,162,387,441,13.7,0.1,66.5,1006.9,6.1,56,2019-10-02T13:45:00+02:00,PT15M
13,0.17,167,25.6,6.7,274,236,405,486,13.8,0.1,65.6,1007,6.2,56,2019-10-02T14:00:00+02:00,PT15M
13,0.17,163,43,6.7,298,9,303,297,13.7,0.1,65.3,1007,6.4,57,2019-10-02T14:15:00+02:00,PT15M
13,0.17,158,50,6.6,259,0,259,250,13.5,0.1,65.6,1007,6.7,58,2019-10-02T14:30:00+02:00,PT15M
13,0.17,154,57,6.6,217,0,217,209,13.3,0.1,65.9,1006.9,6.9,59,2019-10-02T14:45:00+02:00,PT15M
13,0.17,150,76.4,6.5,114,0,114,110,13.2,0.1,66.2,1006.9,7.2,60,2019-10-02T15:00:00+02:00,PT15M
13,0.17,146,43.2,6.5,250,26,262,263,13.1,0.1,66.6,1007,7.5,61,2019-10-02T15:15:00+02:00,PT15M
12,0.17,142,16.6,6.5,197,362,365,473,13.3,0.1,67,1007.2,7.8,62,2019-10-02T15:30:00+02:00,PT15M
12,0.17,138,3.7,6.4,118,630,395,564,13.5,0.1,67.5,1007.4,8.1,64,2019-10-02T15:45:00+02:00,PT15M
12,0.17,134,0,6.4,93,693,382,555,13.6,0.1,67.9,1007.6,8.4,65,2019-10-02T16:00:00+02:00,PT15M
12,0.17,131,5.8,6.4,119,541,331,464,13.6,0,68.2,1007.8,8.5,67,2019-10-02T16:15:00+02:00,PT15M
12,0.17,127,14,6.2,149,346,273,356,13.5,0,68.3,1007.9,8.5,69,2019-10-02T16:30:00+02:00,PT15M
12,0.17,124,0.5,6.2,86,597,283,410,13.3,0,68.4,1008,8.5,71,2019-10-02T16:45:00+02:00,PT15M
12,0.17,120,0,6,79,575,251,363,13.1,0,68.5,1008.1,8.5,73,2019-10-02T17:00:00+02:00,PT15M
12,0.17,117,0,6,73,538,215,312,13,0,68.5,1008.2,8.5,75,2019-10-02T17:15:00+02:00,PT15M
12,0.17,114,0,5.9,66,492,180,259,12.9,0,68.5,1008.2,8.4,77,2019-10-02T17:30:00+02:00,PT15M
11,0.17,111,0,5.8,59,435,144,207,12.8,0,68.5,1008.2,8.3,79,2019-10-02T17:45:00+02:00,PT15M
11,0.17,107,0,5.7,51,364,108,154,12.7,0,68.4,1008.2,8.1,81,2019-10-02T18:00:00+02:00,PT15M
11,0.17,104,0,5.6,41,279,75,104,12.6,0,68.8,1008.3,8.1,83,2019-10-02T18:15:00+02:00,PT15M
11,0.17,101,6.7,5.6,32,104,42,50,12.5,0,69.4,1008.3,8.2,85,2019-10-02T18:30:00+02:00,PT15M
11,0.17,98,18.6,5.5,16,0,16,15,12.3,0,70.1,1008.4,8.3,88,2019-10-02T18:45:00+02:00,PT15M
11,0.17,95,21.8,5.5,2,0,2,2,12.2,0,70.8,1008.4,8.4,90,2019-10-02T19:00:00+02:00,PT15M
10,0.17,92,21.8,5.5,0,0,0,0,12.2,0,71.8,1008.5,8.6,92,2019-10-02T19:15:00+02:00,PT15M
10,0.17,89,24.1,5.6,0,0,0,0,12.3,0,73.2,1008.6,8.7,94,2019-10-02T19:30:00+02:00,PT15M
10,0.17,86,23.5,5.7,0,0,0,0,12.3,0,74.6,1008.6,8.8,97,2019-10-02T19:45:00+02:00,PT15M
10,0.17,83,9,5.8,0,0,0,0,12.4,0,76,1008.7,8.9,99,2019-10-02T20:00:00+02:00,PT15M
10,0.17,80,5.9,5.8,0,0,0,0,12.6,0,76.8,1008.8,9.1,101,2019-10-02T20:15:00+02:00,PT15M
10,0.17,77,12.2,5.9,0,0,0,0,12.8,0,77.1,1008.9,9.2,103,2019-10-02T20:30:00+02:00,PT15M
10,0.17,74,11,5.9,0,0,0,0,13,0,77.3,1009,9.3,106,2019-10-02T20:45:00+02:00,PT15M
10,0.17,71,6.9,6,0,0,0,0,13.3,0,77.6,1009.1,9.4,108,2019-10-02T21:00:00+02:00,PT15M
10,0.17,68,14.3,6,0,0,0,0,13.6,0.1,78,1009.1,9.5,110,2019-10-02T21:15:00+02:00,PT15M
10,0.17,64,14.4,6.1,0,0,0,0,14.1,0.1,78.5,1009.1,9.5,112,2019-10-02T21:30:00+02:00,PT15M
10,0.17,61,14.4,6.1,0,0,0,0,14.6,0.1,79.1,1009.1,9.6,114,2019-10-02T21:45:00+02:00,PT15M
10,0.17,57,12.5,6.2,0,0,0,0,15.1,0.1,79.6,1009.1,9.6,116,2019-10-02T22:00:00+02:00,PT15M
10,0.17,54,6.7,6.3,0,0,0,0,15.7,0.1,80.4,1009.1,9.7,118,2019-10-02T22:15:00+02:00,PT15M
10,0.17,50,4.9,6.5,0,0,0,0,16.3,0.1,81.5,1009.1,9.8,120,2019-10-02T22:30:00+02:00,PT15M
9,0.17,46,8.1,6.6,0,0,0,0,17,0.1,82.7,1009.1,9.9,121,2019-10-02T22:45:00+02:00,PT15M
9,0.17,42,9.6,6.8,0,0,0,0,17.6,0.1,83.8,1009.1,10,123,2019-10-02T23:00:00+02:00,PT15M
9,0.17,38,12.8,7,0,0,0,0,17.9,0.1,84.5,1009.1,10.1,124,2019-10-02T23:15:00+02:00,PT15M
10,0.17,34,13.3,7.1,0,0,0,0,17.9,0.1,84.8,1009.2,10.3,126,2019-10-02T23:30:00+02:00,PT15M
10,0.17,29,14.4,7.2,0,0,0,0,17.8,0.1,85.1,1009.3,10.4,127,2019-10-02T23:45:00+02:00,PT15M
10,0.17,25,14.4,7.3,0,0,0,0,17.7,0.1,85.4,1009.4,10.7,128,2019-10-03T00:00:00+02:00,PT15M
10,0.17,20,13.9,7.5,0,0,0,0,17.6,0,86,1009.5,10.7,129,2019-10-03T00:15:00+02:00,PT15M
10,0.17,15,12.9,7.6,0,0,0,0,17.6,0,86.7,1009.7,10.6,130,2019-10-03T00:30:00+02:00,PT15M
10,0.17,11,12.8,7.8,0,0,0,0,17.5,0,87.4,1009.9,10.4,130,2019-10-03T00:45:00+02:00,PT15M
10,0.17,6,10.4,7.9,0,0,0,0,17.4,0,88.2,1010.1,10.3,130,2019-10-03T01:00:00+02:00,PT15M
10,0.17,1,7.5,8,0,0,0,0,17.5,0,88.8,1010.2,10.2,131,2019-10-03T01:15:00+02:00,PT15M
10,0.17,-4,12.8,8.1,0,0,0,0,17.7,0,89.2,1010.3,10,131,2019-10-03T01:30:00+02:00,PT15M
10,0.17,-9,12.8,8.1,0,0,0,0,17.9,0,89.7,1010.4,9.8,130,2019-10-03T01:45:00+02:00,PT15M
10,0.17,-14,23.7,8.2,0,0,0,0,18.1,0,90.1,1010.5,9.6,130,2019-10-03T02:00:00+02:00,PT15M
10,0.17,-19,45.6,8.2,0,0,0,0,18.1,0,90.7,1010.6,9.4,129,2019-10-03T02:15:00+02:00,PT15M
10,0.17,-23,43.6,8.2,0,0,0,0,18,0,91.3,1010.7,9.2,128,2019-10-03T02:30:00+02:00,PT15M
10,0.17,-28,38.5,8.3,0,0,0,0,17.9,0,91.9,1010.8,9.1,127,2019-10-03T02:45:00+02:00,PT15M
9,0.17,-33,33.4,8.3,0,0,0,0,17.8,0,92.5,1010.8,8.9,126,2019-10-03T03:00:00+02:00,PT15M
9,0.17,-37,22,8.3,0,0,0,0,17.7,0,92.8,1010.9,8.7,125,2019-10-03T03:15:00+02:00,PT15M
9,0.17,-41,16.2,8.2,0,0,0,0,17.4,0,92.8,1011,8.6,124,2019-10-03T03:30:00+02:00,PT15M
