air_temp,albedo,azimuth,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitation_rate,relative_humidity,surface_pressure,wind_direction_100m,wind_speed_100m,zenith,period_end,period
5,0.16,110,70.1,2.1,0,0,0,0,0.1,82,1003.5,312,12,103,2019-01-08T19:00:00+02:00,PT15M
5,0.16,108,67.3,1.9,0,0,0,0,0,81.1,1003.7,313,11.8,105,2019-01-08T19:15:00+02:00,PT15M
5,0.16,105,66.6,1.6,0,0,0,0,0,80.4,1003.9,312,11.7,107,2019-01-08T19:30:00+02:00,PT15M
5,0.16,102,66.9,1.4,0,0,0,0,0,79.7,1004.1,311,11.6,109,2019-01-08T19:45:00+02:00,PT15M
5,0.16,99,69.8,1.1,0,0,0,0,0,78.9,1004.2,310,11.5,111,2019-01-08T20:00:00+02:00,PT15M
4,0.16,96,74.6,1,0,0,0,0,0.1,78.4,1004.4,310,11.5,114,2019-01-08T20:15:00+02:00,PT15M
4,0.16,93,74.7,0.8,0,0,0,0,0.1,77.9,1004.4,309,11.5,116,2019-01-08T20:30:00+02:00,PT15M
4,0.16,90,74.7,0.8,0,0,0,0,0.1,77.5,1004.5,309,11.6,118,2019-01-08T20:45:00+02:00,PT15M
4,0.16,87,74.4,0.6,0,0,0,0,0.1,77.1,1004.6,309,11.7,121,2019-01-08T21:00:00+02:00,PT15M
4,0.16,84,73.9,0.6,0,0,0,0,0.1,76.7,1004.7,310,11.8,123,2019-01-08T21:15:00+02:00,PT15M
4,0.16,81,73.9,0.5,0,0,0,0,0.1,76.3,1004.8,311,11.9,125,2019-01-08T21:30:00+02:00,PT15M
4,0.16,78,73.6,0.4,0,0,0,0,0.1,75.8,1004.9,312,12,127,2019-01-08T21:45:00+02:00,PT15M
4,0.16,75,73,0.3,0,0,0,0,0.1,75.4,1005.1,313,12.1,129,2019-01-08T22:00:00+02:00,PT15M
4,0.16,71,73,0.2,0,0,0,0,0.1,74.9,1005.2,313,12.2,132,2019-01-08T22:15:00+02:00,PT15M
4,0.16,67,73,0.1,0,0,0,0,0.1,74.2,1005.2,314,12.2,134,2019-01-08T22:30:00+02:00,PT15M
4,0.16,63,73,-0,0,0,0,0,0.1,73.5,1005.3,315,12.3,136,2019-01-08T22:45:00+02:00,PT15M
4,0.16,59,72.2,-0.1,0,0,0,0,0.1,72.9,1005.3,315,12.3,138,2019-01-08T23:00:00+02:00,PT15M
4,0.16,55,70.4,-0.2,0,0,0,0,0.1,72.7,1005.4,316,12.3,140,2019-01-08T23:15:00+02:00,PT15M
4,0.16,50,70.3,-0.3,0,0,0,0,0.1,72.9,1005.5,318,12.4,142,2019-01-08T23:30:00+02:00,PT15M
4,0.16,45,70.3,-0.3,0,0,0,0,0.1,73.2,1005.6,319,12.4,143,2019-01-08T23:45:00+02:00,PT15M
4,0.16,40,70.1,-0.4,0,0,0,0,0.1,73.4,1005.8,321,12.5,145,2019-01-09T00:00:00+02:00,PT15M
4,0.16,34,68,-0.5,0,0,0,0,0.1,73.1,1005.9,322,12.5,146,2019-01-09T00:15:00+02:00,PT15M
4,0.16,28,66.2,-0.7,0,0,0,0,0.1,72.3,1005.9,323,12.5,147,2019-01-09T00:30:00+02:00,PT15M
4,0.16,22,67.9,-0.8,0,0,0,0,0.1,71.5,1006,324,12.5,148,2019-01-09T00:45:00+02:00,PT15M
4,0.16,15,64.7,-1,0,0,0,0,0.1,70.8,1006,325,12.5,149,2019-01-09T01:00:00+02:00,PT15M
4,0.16,9,65.6,-1.2,0,0,0,0,0.1,70,1006.1,326,12.5,149,2019-01-09T01:15:00+02:00,PT15M
4,0.16,2,68.1,-1.4,0,0,0,0,0.1,69.2,1006.1,326,12.3,150,2019-01-09T01:30:00+02:00,PT15M
4,0.16,-5,69.4,-1.6,0,0,0,0,0.1,68.4,1006.2,326,12.2,150,2019-01-09T01:45:00+02:00,PT15M
4,0.16,-12,74.9,-1.8,0,0,0,0,0.1,67.7,1006.2,326,12.1,149,2019-01-09T02:00:00+02:00,PT15M
4,0.16,-18,85.6,-1.9,0,0,0,0,0.1,67.3,1006.3,326,12,149,2019-01-09T02:15:00+02:00,PT15M
4,0.16,-25,85.7,-2,0,0,0,0,0.1,67.3,1006.5,327,11.9,148,2019-01-09T02:30:00+02:00,PT15M
4,0.16,-31,85.7,-2,0,0,0,0,0.1,67.3,1006.6,327,11.8,147,2019-01-09T02:45:00+02:00,PT15M
3,0.16,-37,85.7,-2.1,0,0,0,0,0.1,67.3,1006.8,327,11.7,146,2019-01-09T03:00:00+02:00,PT15M
3,0.16,-42,85.7,-2.1,0,0,0,0,0.1,67.4,1006.9,328,11.6,144,2019-01-09T03:15:00+02:00,PT15M
3,0.16,-47,85.7,-2.1,0,0,0,0,0.1,67.8,1007.1,329,11.5,143,2019-01-09T03:30:00+02:00,PT15M
3,0.16,-52,84.5,-2,0,0,0,0,0.1,68.2,1007.3,330,11.4,141,2019-01-09T03:45:00+02:00,PT15M
3,0.16,-57,79.6,-2,0,0,0,0,0.1,68.5,1007.5,331,11.4,139,2019-01-09T04:00:00+02:00,PT15M
3,0.16,-61,72.3,-2,0,0,0,0,0.1,68.7,1007.7,332,11.3,137,2019-01-09T04:15:00+02:00,PT15M
3,0.16,-65,74,-2.1,0,0,0,0,0.1,68.7,1007.8,332,11.3,135,2019-01-09T04:30:00+02:00,PT15M
3,0.16,-69,87.4,-2.1,0,0,0,0,0.1,68.7,1007.9,332,11.3,133,2019-01-09T04:45:00+02:00,PT15M
3,0.16,-72,87.6,-2.2,0,0,0,0,0.1,68.7,1008,333,11.2,131,2019-01-09T05:00:00+02:00,PT15M
3,0.16,-76,87.9,-2.2,0,0,0,0,0.1,68.6,1008.1,333,11.2,129,2019-01-09T05:15:00+02:00,PT15M
3,0.16,-79,88.7,-2.3,0,0,0,0,0.1,68.5,1008.2,333,11.1,126,2019-01-09T05:30:00+02:00,PT15M
3,0.16,-83,88.4,-2.3,0,0,0,0,0.1,68.3,1008.4,333,11.1,124,2019-01-09T05:45:00+02:00,PT15M
3,0.16,-86,87.6,-2.4,0,0,0,0,0.1,68.2,1008.5,333,11,122,2019-01-09T06:00:00+02:00,PT15M
3,0.16,-89,88.6,-2.4,0,0,0,0,0,68,1008.6,333,11,120,2019-01-09T06:15:00+02:00,PT15M
3,0.16,-92,89.8,-2.5,0,0,0,0,0,67.6,1008.6,333,11,117,2019-01-09T06:30:00+02:00,PT15M
3,0.16,-95,88.7,-2.6,0,0,0,0,0,67.2,1008.7,334,10.9,115,2019-01-09T06:45:00+02:00,PT15M
3,0.16,-97,90,-2.7,0,0,0,0,0,66.8,1008.7,334,10.9,113,2019-01-09T07:00:00+02:00,PT15M
3,0.16,-100,89,-2.7,0,0,0,0,0,66.6,1008.8,335,10.8,110,2019-01-09T07:15:00+02:00,PT15M
3,0.16,-103,91,-2.7,0,0,0,0,0,66.6,1009,335,10.7,108,2019-01-09T07:30:00+02:00,PT15M
3,0.16,-106,90.4,-2.8,0,0,0,0,0,66.6,1009.1,336,10.7,106,2019-01-09T07:45:00+02:00,PT15M
3,0.16,-109,89.4,-2.8,0,0,0,0,0,66.6,1009.3,337,10.6,104,2019-01-09T08:00:00+02:00,PT15M
3,0.16,-112,92.5,-2.8,0,0,0,0,0,66.7,1009.4,337,10.5,102,2019-01-09T08:15:00+02:00,PT15M
3,0.16,-114,94.1,-2.8,0,0,0,0,0,67,1009.5,337,10.4,100,2019-01-09T08:30:00+02:00,PT15M
3,0.16,-117,94.2,-2.8,0,0,0,0,0,67.2,1009.7,337,10.4,98,2019-01-09T08:45:00+02:00,PT15M
3,0.16,-120,94.5,-2.8,0,0,0,0,0,67.5,1009.8,338,10.3,96,2019-01-09T09:00:00+02:00,PT15M
3,0.16,-123,95,-2.8,0,0,0,0,0,67.8,1009.9,338,10.3,94,2019-01-09T09:15:00+02:00,PT15M
3,0.16,-126,96.4,-2.7,0,0,0,0,0,68.3,1010.1,338,10.2,92,2019-01-09T09:30:00+02:00,PT15M
3,0.16,-129,95.8,-2.6,0,0,0,0,0,68.8,1010.3,338,10.2,90,2019-01-09T09:45:00+02:00,PT15M
3,0.16,-132,91,-2.5,1,0,1,1,0,69.3,1010.5,338,10.2,88,2019-01-09T10:00:00+02:00,PT15M
3,0.16,-135,79.8,-2.5,7,0,7,7,0,69.6,1010.7,338,10.1,87,2019-01-09T10:15:00+02:00,PT15M
3,0.16,-138,46.3,-2.5,29,0,29,28,0,69.8,1010.9,337,9.9,85,2019-01-09T10:30:00+02:00,PT15M
3,0.16,-141,16.4,-2.4,53,73,61,88,0,69.9,1011.1,337,9.8,84,2019-01-09T10:45:00+02:00,PT15M
3,0.16,-144,29.6,-2.4,63,20,65,71,0,70,1011.3,336,9.7,82,2019-01-09T11:00:00+02:00,PT15M
3,0.16,-148,53.5,-2.3,52,0,52,50,0.1,70.5,1011.5,336,9.4,81,2019-01-09T11:15:00+02:00,PT15M
3,0.16,-151,62.1,-2.2,49,0,49,48,0.1,71.3,1011.7,335,9,80,2019-01-09T11:30:00+02:00,PT15M
3,0.16,-154,65.3,-2,51,0,51,50,0.1,72.1,1011.9,333,8.6,79,2019-01-09T11:45:00+02:00,PT15M
3,0.16,-158,63.1,-1.9,60,0,60,58,0.1,72.9,1012.2,332,8.2,78,2019-01-09T12:00:00+02:00,PT15M
3,0.16,-161,63.7,-1.8,64,0,64,62,0.1,73.3,1012.3,331,8,77,2019-01-09T12:15:00+02:00,PT15M
3,0.16,-165,62.2,-1.7,71,0,71,69,0.1,73.5,1012.4,331,8.1,76,2019-01-09T12:30:00+02:00,PT15M
3,0.16,-168,60.6,-1.7,78,0,78,75,0.1,73.6,1012.5,331,8.1,76,2019-01-09T12:45:00+02:00,PT15M
3,0.16,-172,65.4,-1.6,71,0,71,69,0.1,73.8,1012.6,331,8.2,75,2019-01-09T13:00:00+02:00,PT15M
3,0.16,-175,67,-1.6,69,0,69,67,0.1,73.8,1012.7,333,8.4,75,2019-01-09T13:15:00+02:00,PT15M
3,0.16,-179,65,-1.6,74,0,74,72,0.1,73.6,1012.8,337,8.9,75,2019-01-09T13:30:00+02:00,PT15M
3,0.16,177,62.4,-1.5,79,0,79,77,0.1,73.5,1012.8,341,9.4,75,2019-01-09T13:45:00+02:00,PT15M
3,0.16,174,61.2,-1.5,80,0,80,77,0.1,73.4,1012.9,345,9.9,75,2019-01-09T14:00:00+02:00,PT15M
3,0.16,170,63,-1.5,74,0,74,71,0.1,73.6,1012.9,347,10.1,75,2019-01-09T14:15:00+02:00,PT15M
3,0.16,167,63.6,-1.4,69,0,69,67,0.1,74.1,1013.1,349,9.9,76,2019-01-09T14:30:00+02:00,PT15M
3,0.16,163,61,-1.3,69,0,69,67,0.1,74.7,1013.2,351,9.7,76,2019-01-09T14:45:00+02:00,PT15M
3,0.16,160,56.5,-1.2,72,0,72,70,0.1,75.2,1013.3,353,9.5,77,2019-01-09T15:00:00+02:00,PT15M
3,0.16,156,55,-1.2,68,0,68,66,0.1,75.7,1013.5,354,9.4,78,2019-01-09T15:15:00+02:00,PT15M
3,0.16,153,59.2,-1.1,55,0,55,53,0.1,76.1,1013.7,354,9.2,79,2019-01-09T15:30:00+02:00,PT15M
3,0.16,150,68.5,-1,37,0,37,36,0.1,76.5,1013.9,354,9.1,80,2019-01-09T15:45:00+02:00,PT15M
3,0.16,146,69.1,-0.9,30,0,30,29,0.1,77,1014.2,353,8.9,81,2019-01-09T16:00:00+02:00,PT15M
3,0.16,143,63.2,-0.9,29,0,29,28,0,77,1014.4,353,8.9,83,2019-01-09T16:15:00+02:00,PT15M
3,0.16,140,51.6,-1,28,0,28,27,0,76.7,1014.6,353,8.9,84,2019-01-09T16:30:00+02:00,PT15M
3,0.16,137,58,-1,17,0,17,16,0,76.5,1014.8,352,8.9,86,2019-01-09T16:45:00+02:00,PT15M
3,0.16,134,71.1,-1.1,7,0,7,6,0,76.2,1015,352,8.9,87,2019-01-09T17:00:00+02:00,PT15M
3,0.16,131,76.8,-1.1,2,0,2,2,0,76.3,1015.2,352,8.8,89,2019-01-09T17:15:00+02:00,PT15M
3,0.16,128,75.6,-1.1,0,0,0,0,0,76.7,1015.3,352,8.7,91,2019-01-09T17:30:00+02:00,PT15M
2,0.16,125,71.1,-1.2,0,0,0,0,0,77.1,1015.4,352,8.6,92,2019-01-09T17:45:00+02:00,PT15M
2,0.16,122,69.4,-1.2,0,0,0,0,0,77.5,1015.5,352,8.5,94,2019-01-09T18:00:00+02:00,PT15M
2,0.16,119,82.1,-1.2,0,0,0,0,0,77.7,1015.6,353,8.4,96,2019-01-09T18:15:00+02:00,PT15M
2,0.16,116,88.8,-1.2,0,0,0,0,0,77.7,1015.7,353,8.4,98,2019-01-09T18:30:00+02:00,PT15M
2,0.16,113,86,-1.3,0,0,0,0,0,77.7,1015.8,354,8.3,100,2019-01-09T18:45:00+02:00,PT15M
2,0.16,110,84.8,-1.3,0,0,0,0,0,77.7,1015.9,355,8.3,103,2019-01-09T19:00:00+02:00,PT15M
2,0.16,108,91.9,-1.3,0,0,0,0,0,77.6,1016.1,355,8.3,105,2019-01-09T19:15:00+02:00,PT15M
2,0.16,105,92.3,-1.3,0,0,0,0,0,77.4,1016.4,356,8.3,107,2019-01-09T19:30:00+02:00,PT15M
2,0.16,102,92.2,-1.4,0,0,0,0,0,77.3,1016.7,356,8.4,109,2019-01-09T19:45:00+02:00,PT15M
2,0.16,99,85,-1.4,0,0,0,0,0,77.2,1017.1,356,8.5,111,2019-01-09T20:00:00+02:00,PT15M
2,0.16,96,68.4,-1.4,0,0,0,0,0,77,1017.3,357,8.5,114,2019-01-09T20:15:00+02:00,PT15M
2,0.16,93,69.2,-1.4,0,0,0,0,0,76.9,1017.4,358,8.5,116,2019-01-09T20:30:00+02:00,PT15M
2,0.16,90,62.7,-1.5,0,0,0,0,0,76.7,1017.6,359,8.4,118,2019-01-09T20:45:00+02:00,PT15M
2,0.16,87,68.3,-1.5,0,0,0,0,0,76.6,1017.7,360,8.4,120,2019-01-09T21:00:00+02:00,PT15M
2,0.16,84,69.2,-1.5,0,0,0,0,0,76.4,1017.9,0,8.4,123,2019-01-09T21:15:00+02:00,PT15M
2,0.16,81,65.8,-1.6,0,0,0,0,0,76.1,1018.1,1,8.3,125,2019-01-09T21:30:00+02:00,PT15M
2,0.16,78,72,-1.6,0,0,0,0,0,75.8,1018.4,1,8.3,127,2019-01-09T21:45:00+02:00,PT15M
2,0.16,74,72.1,-1.7,0,0,0,0,0,75.5,1018.6,2,8.2,129,2019-01-09T22:00:00+02:00,PT15M
2,0.16,71,70.2,-1.7,0,0,0,0,0,75.4,1018.8,2,8.2,132,2019-01-09T22:15:00+02:00,PT15M
2,0.16,67,65.7,-1.8,0,0,0,0,0,75.4,1018.9,2,8.1,134,2019-01-09T22:30:00+02:00,PT15M
2,0.16,63,68.6,-1.8,0,0,0,0,0,75.4,1019.1,2,8,136,2019-01-09T22:45:00+02:00,PT15M
2,0.16,59,55.8,-1.9,0,0,0,0,0,75.4,1019.2,2,7.9,138,2019-01-09T23:00:00+02:00,PT15M
2,0.16,55,2.2,-1.9,0,0,0,0,0,75.8,1019.4,1,7.8,140,2019-01-09T23:15:00+02:00,PT15M
2,0.16,50,0,-1.8,0,0,0,0,0,76.6,1019.7,2,7.6,141,2019-01-09T23:30:00+02:00,PT15M
2,0.16,45,0,-1.6,0,0,0,0,0,77.5,1019.9,2,7.3,143,2019-01-09T23:45:00+02:00,PT15M
2,0.16,40,0,-1.6,0,0,0,0,0,78.3,1020.1,2,7.1,145,2019-01-10T00:00:00+02:00,PT15M
2,0.16,34,0,-1.5,0,0,0,0,0,78.8,1020.3,2,7,146,2019-01-10T00:15:00+02:00,PT15M
2,0.16,28,0,-1.6,0,0,0,0,0,78.9,1020.4,1,7,147,2019-01-10T00:30:00+02:00,PT15M
2,0.16,22,0,-1.6,0,0,0,0,0,79.1,1020.5,1,6.9,148,2019-01-10T00:45:00+02:00,PT15M
2,0.16,16,0,-1.7,0,0,0,0,0,79.2,1020.7,1,6.9,149,2019-01-10T01:00:00+02:00,PT15M
2,0.16,9,0,-1.7,0,0,0,0,0,79.3,1020.7,1,6.8,149,2019-01-10T01:15:00+02:00,PT15M
1,0.16,2,0,-1.8,0,0,0,0,0,79.5,1020.8,0,6.7,150,2019-01-10T01:30:00+02:00,PT15M
1,0.16,-5,0,-1.8,0,0,0,0,0,79.6,1020.8,360,6.6,150,2019-01-10T01:45:00+02:00,PT15M
1,0.16,-12,0,-1.9,0,0,0,0,0,79.7,1020.8,359,6.5,149,2019-01-10T02:00:00+02:00,PT15M
1,0.14,-18,0,-1.9,0,0,0,0,0,80,1020.9,359,6.4,149,2019-01-10T02:15:00+02:00,PT15M
1,0.14,-24,0,-1.9,0,0,0,0,0,80.5,1021,358,6.3,148,2019-01-10T02:30:00+02:00,PT15M
1,0.14,-31,0,-2,0,0,0,0,0,80.9,1021.1,358,6.2,147,2019-01-10T02:45:00+02:00,PT15M
1,0.14,-36,0,-2,0,0,0,0,0,81.3,1021.3,357,6.1,145,2019-01-10T03:00:00+02:00,PT15M
1,0.14,-42,0,-2,0,0,0,0,0,81.5,1021.4,357,6.1,144,2019-01-10T03:15:00+02:00,PT15M
1,0.14,-47,0,-2.1,0,0,0,0,0,81.5,1021.6,356,6.1,142,2019-01-10T03:30:00+02:00,PT15M
1,0.14,-52,0,-2.1,0,0,0,0,0,81.5,1021.8,356,6.1,141,2019-01-10T03:45:00+02:00,PT15M
1,0.14,-56,0,-2.2,0,0,0,0,0,81.5,1022,356,6.1,139,2019-01-10T04:00:00+02:00,PT15M
1,0.14,-61,0,-2.2,0,0,0,0,0,81.7,1022.2,356,6.1,137,2019-01-10T04:15:00+02:00,PT15M
0,0.14,-65,0,-2.2,0,0,0,0,0,82.2,1022.3,356,6,135,2019-01-10T04:30:00+02:00,PT15M
0,0.14,-69,0,-2.3,0,0,0,0,0,82.6,1022.4,356,5.9,133,2019-01-10T04:45:00+02:00,PT15M
0,0.14,-72,0,-2.3,0,0,0,0,0,83.1,1022.5,357,5.8,131,2019-01-10T05:00:00+02:00,PT15M
0,0.14,-76,0,-2.3,0,0,0,0,0,83.2,1022.6,357,5.8,128,2019-01-10T05:15:00+02:00,PT15M
0,0.14,-79,0,-2.4,0,0,0,0,0,83.1,1022.6,358,5.7,126,2019-01-10T05:30:00+02:00,PT15M
0,0.14,-82,0,-2.4,0,0,0,0,0,82.9,1022.7,358,5.6,124,2019-01-10T05:45:00+02:00,PT15M
0,0.14,-85,0,-2.5,0,0,0,0,0,82.7,1022.8,359,5.5,122,2019-01-10T06:00:00+02:00,PT15M
0,0.14,-89,0,-2.5,0,0,0,0,0,82.7,1022.8,359,5.4,119,2019-01-10T06:15:00+02:00,PT15M
0,0.14,-92,0,-2.5,0,0,0,0,0,82.7,1022.8,360,5.2,117,2019-01-10T06:30:00+02:00,PT15M
0,0.14,-94,0,-2.5,0,0,0,0,0,82.7,1022.8,0,5,115,2019-01-10T06:45:00+02:00,PT15M
0,0.14,-97,0,-2.5,0,0,0,0,0,82.7,1022.8,1,4.8,113,2019-01-10T07:00:00+02:00,PT15M
0,0.14,-100,0,-2.5,0,0,0,0,0,82.7,1022.9,1,4.7,110,2019-01-10T07:15:00+02:00,PT15M
0,0.14,-103,0,-2.5,0,0,0,0,0,82.9,1022.9,360,4.6,108,2019-01-10T07:30:00+02:00,PT15M
-0,0.14,-106,0,-2.6,0,0,0,0,0,83,1023,359,4.5,106,2019-01-10T07:45:00+02:00,PT15M
-0,0.14,-109,10,-2.6,0,0,0,0,0,83.2,1023.1,358,4.4,104,2019-01-10T08:00:00+02:00,PT15M
-0,0.14,-111,24.2,-2.6,0,0,0,0,0,83.3,1023.2,357,4.4,102,2019-01-10T08:15:00+02:00,PT15M
-0,0.14,-114,17.5,-2.6,0,0,0,0,0,83.5,1023.4,356,4.3,100,2019-01-10T08:30:00+02:00,PT15M
-0,0.14,-117,17.4,-2.5,0,0,0,0,0,83.6,1023.5,356,4.2,98,2019-01-10T08:45:00+02:00,PT15M
-0,0.14,-120,19.3,-2.5,0,0,0,0,0,83.8,1023.7,355,4.2,96,2019-01-10T09:00:00+02:00,PT15M
-0,0.14,-123,24.1,-2.5,0,0,0,0,0,83.9,1023.8,354,4.1,94,2019-01-10T09:15:00+02:00,PT15M
-0,0.14,-126,29.6,-2.5,0,0,0,0,0,84.1,1023.9,354,4,92,2019-01-10T09:30:00+02:00,PT15M
-0,0.14,-129,37,-2.4,1,0,1,1,0,84.3,1024.1,353,3.9,90,2019-01-10T09:45:00+02:00,PT15M
-0,0.14,-132,36.3,-2.4,11,0,11,11,0,84.4,1024.2,353,3.8,88,2019-01-10T10:00:00+02:00,PT15M
-0,0.14,-135,31.9,-2.4,27,0,27,26,0,84.3,1024.3,353,3.7,86,2019-01-10T10:15:00+02:00,PT15M
-0,0.14,-138,20.8,-2.4,41,86,50,80,0,83.8,1024.4,353,3.7,85,2019-01-10T10:30:00+02:00,PT15M
0,0.14,-141,6.9,-2.5,41,338,80,204,0,83.3,1024.5,354,3.7,83,2019-01-10T10:45:00+02:00,PT15M
0,0.14,-144,4.8,-2.5,46,424,104,262,0,82.9,1024.6,355,3.6,82,2019-01-10T11:00:00+02:00,PT15M
0,0.14,-147,17.4,-2.5,71,241,109,203,0,82.1,1024.7,355,3.6,81,2019-01-10T11:15:00+02:00,PT15M
0,0.14,-151,38.3,-2.5,94,0,94,91,0,81.1,1024.8,355,3.5,80,2019-01-10T11:30:00+02:00,PT15M
1,0.14,-154,36.9,-2.6,106,13,109,111,0,80.1,1024.9,355,3.4,79,2019-01-10T11:45:00+02:00,PT15M
1,0.14,-158,30.2,-2.6,116,77,132,164,0,79.1,1025,355,3.3,78,2019-01-10T12:00:00+02:00,PT15M
1,0.14,-161,40.9,-2.6,120,1,121,117,0,78.3,1025,354,3.2,77,2019-01-10T12:15:00+02:00,PT15M
1,0.14,-165,52.6,-2.6,103,0,103,100,0,77.7,1025,352,3.1,76,2019-01-10T12:30:00+02:00,PT15M
1,0.14,-168,55.6,-2.7,101,0,101,98,0,77.2,1025,349,3,76,2019-01-10T12:45:00+02:00,PT15M
1,0.14,-172,57.1,-2.7,101,0,101,97,0,76.6,1025,347,2.9,75,2019-01-10T13:00:00+02:00,PT15M
1,0.14,-175,56.7,-2.7,104,0,104,100,0,76.1,1025,344,2.8,75,2019-01-10T13:15:00+02:00,PT15M
1,0.14,-179,56.1,-2.7,106,0,106,103,0,75.7,1024.9,339,2.7,75,2019-01-10T13:30:00+02:00,PT15M
1,0.14,178,56.6,-2.7,105,0,105,101,0,75.3,1024.8,335,2.7,75,2019-01-10T13:45:00+02:00,PT15M
1,0.14,174,56.5,-2.7,104,0,104,100,0,74.9,1024.7,330,2.6,75,2019-01-10T14:00:00+02:00,PT15M
1,0.14,170,53.6,-2.7,108,0,108,104,0,74.6,1024.6,327,2.7,75,2019-01-10T14:15:00+02:00,PT15M
1,0.14,167,52.9,-2.7,105,0,105,102,0,74.3,1024.6,326,2.9,76,2019-01-10T14:30:00+02:00,PT15M
1,0.14,163,49.6,-2.8,107,0,107,103,0,74,1024.6,325,3.1,76,2019-01-10T14:45:00+02:00,PT15M
1,0.14,160,43.3,-2.8,112,0,112,108,0,73.7,1024.6,324,3.3,77,2019-01-10T15:00:00+02:00,PT15M
1,0.14,156,29.9,-2.8,112,76,127,159,0,73.5,1024.5,323,3.4,78,2019-01-10T15:15:00+02:00,PT15M
2,0.14,153,24.3,-2.8,95,151,124,188,0,73.2,1024.5,321,3.4,79,2019-01-10T15:30:00+02:00,PT15M
2,0.14,150,34.3,-2.8,94,4,95,94,0,73,1024.5,320,3.5,80,2019-01-10T15:45:00+02:00,PT15M
2,0.14,146,34.9,-2.8,80,0,80,77,0,72.7,1024.5,318,3.5,81,2019-01-10T16:00:00+02:00,PT15M
2,0.14,143,33,-2.8,67,0,67,65,0,72.8,1024.5,316,3.5,82,2019-01-10T16:15:00+02:00,PT15M
2,0.14,140,31.5,-2.7,52,4,52,52,0,73.4,1024.5,314,3.5,84,2019-01-10T16:30:00+02:00,PT15M
2,0.14,137,23.4,-2.7,38,30,41,51,0,73.9,1024.5,312,3.5,85,2019-01-10T16:45:00+02:00,PT15M
1,0.14,134,43.1,-2.6,18,0,18,18,0,74.4,1024.5,310,3.5,87,2019-01-10T17:00:00+02:00,PT15M
1,0.14,131,75.1,-2.6,3,0,3,3,0,75.4,1024.4,308,3.4,89,2019-01-10T17:15:00+02:00,PT15M
1,0.14,128,77.1,-2.5,0,0,0,0,0,76.8,1024.4,305,3.3,90,2019-01-10T17:30:00+02:00,PT15M
1,0.14,125,77.4,-2.4,0,0,0,0,0,78.2,1024.4,302,3.2,92,2019-01-10T17:45:00+02:00,PT15M
1,0.14,122,77.7,-2.3,0,0,0,0,0,79.6,1024.4,298,3.2,94,2019-01-10T18:00:00+02:00,PT15M
1,0.14,119,76.9,-2.3,0,0,0,0,0,80.5,1024.4,295,3.2,96,2019-01-10T18:15:00+02:00,PT15M
1,0.14,116,76.4,-2.3,0,0,0,0,0,80.8,1024.4,291,3.3,98,2019-01-10T18:30:00+02:00,PT15M
1,0.14,113,76.3,-2.3,0,0,0,0,0,81.1,1024.4,287,3.5,100,2019-01-10T18:45:00+02:00,PT15M
1,0.14,110,75.6,-2.3,0,0,0,0,0,81.4,1024.4,284,3.6,102,2019-01-10T19:00:00+02:00,PT15M
1,0.14,108,73.9,-2.3,0,0,0,0,0,81.5,1024.3,281,3.7,105,2019-01-10T19:15:00+02:00,PT15M
1,0.14,105,75.4,-2.2,0,0,0,0,0,81.5,1024.2,279,3.8,107,2019-01-10T19:30:00+02:00,PT15M
1,0.14,102,77.2,-2.2,0,0,0,0,0,81.5,1024.2,276,3.9,109,2019-01-10T19:45:00+02:00,PT15M
1,0.14,99,72.8,-2.1,0,0,0,0,0,81.5,1024.1,274,4,111,2019-01-10T20:00:00+02:00,PT15M
1,0.14,96,74.8,-2.1,0,0,0,0,0,81.9,1024.1,272,4,113,2019-01-10T20:15:00+02:00,PT15M
1,0.14,93,83,-2,0,0,0,0,0,82.7,1024.1,270,4.1,116,2019-01-10T20:30:00+02:00,PT15M
1,0.14,90,79.4,-1.9,0,0,0,0,0,83.4,1024.2,268,4.2,118,2019-01-10T20:45:00+02:00,PT15M
1,0.14,87,75,-1.8,0,0,0,0,0,84.2,1024.2,266,4.3,120,2019-01-10T21:00:00+02:00,PT15M
1,0.14,84,77.6,-1.7,0,0,0,0,0.1,84.8,1024.2,265,4.3,122,2019-01-10T21:15:00+02:00,PT15M
1,0.14,81,77.2,-1.6,0,0,0,0,0.1,85.3,1024.2,264,4.4,125,2019-01-10T21:30:00+02:00,PT15M
1,0.14,78,74.2,-1.5,0,0,0,0,0.1,85.8,1024.2,264,4.4,127,2019-01-10T21:45:00+02:00,PT15M
1,0.14,74,74.9,-1.3,0,0,0,0,0.1,86.2,1024.2,264,4.5,129,2019-01-10T22:00:00+02:00,PT15M
1,0.14,71,75.5,-1.2,0,0,0,0,0.2,86.8,1024.2,263,4.6,131,2019-01-10T22:15:00+02:00,PT15M
1,0.14,67,75.5,-1.2,0,0,0,0,0.2,87.4,1024.2,262,4.6,133,2019-01-10T22:30:00+02:00,PT15M
1,0.14,63,75.5,-1,0,0,0,0,0.2,88.1,1024.2,262,4.7,136,2019-01-10T22:45:00+02:00,PT15M
1,0.14,59,80.8,-1,0,0,0,0,0.2,88.7,1024.2,261,4.7,138,2019-01-10T23:00:00+02:00,PT15M
1,0.14,55,90.7,-0.8,0,0,0,0,0.2,89.9,1024.2,260,4.8,139,2019-01-10T23:15:00+02:00,PT15M
